Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
13-Mar-2026,"INR 43,753,797",365.0,Alok Kumar,27-Mar-2026 01:44 PM,aoc117.pdf (314.00 KB),AS PER UPLOADED,1.0,5864624.0,M/s VIJENDRA PRATAP SINGH,INR,"43,753,797","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur",2026_UPIDC_1109463_7,11/SE/2025-26,Reconstruction of 12 Nos Damaged VRB Located on Maharajganj Rajwaha in Districts Maharajganj and Gorakhpur.,1,5867291,M/s Asha Colonizers and Contractors Private Limited,13-Feb-2026 12:15 PM,Rejected-Finance,AS PER UPLOADED,24-Feb-2026 07:22 PM,Finance,AS PER UPLOADED,Alok Kumar,24-Feb-2026 07:06 PM,finance_2051647.pdf,BOQ Comparative Chart,ALOK KUMAR,Internal,AS PER UPLOADED,Alok Kumar,17-Feb-2026 08:05 PM,21-Feb-2026 11:00 AM,techsummary_2051647.pdf (383.99 KB),Technical,AS PER UPLOADED,Alok Kumar,17-Feb-2026 07:59 PM,technical_2051647.pdf,ALOK KUMAR,Internal,AS PER UPLOADED,Alok Kumar,24-Feb-2026 07:22 PM,finsummary_2051647.pdf (383.99 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur",11/SE/2025-26,2026_UPIDC_1109463_7,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,Reconstruction of 12 Nos Damaged VRB Located on Maharajganj Rajwaha in Districts Maharajganj and Gorakhpur.,Reconstruction of 12 Nos Damaged VRB Located on Maharajganj Rajwaha in Districts Maharajganj and Gorakhpur.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,365.0,MAHARAJGANJ,273303.0,NA ,NA ,NA ,"SE GANDAK IRRIGATION WORK CIRCLE-1, GORAKHPUR",No ,No,SUPERINTENDING ENGINEER,"SUPERINTENDING ENGINEER GANDAK IRRIGATION WORK CIRCLE-1, GORAKHPUR",1.0,SBI Bank,1.0,Other,Other,,"7,354",Nil,Nil,No,30-Jan-2026 10:00 AM,13-Feb-2026 01:30 PM,30-Jan-2026 10:00 AM,13-Feb-2026 01:00 PM,NA ,NA ,30-Jan-2026 10:00 AM,13-Feb-2026 01:00 PM,21-Feb-2026 11:00 AM,"11,68,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,5867385,M/S KRISHNA KANT TRIPATHI,13-Feb-2026 12:33 PM,Rejected-Technical,AS PER TECHNICAL EVALUATION,17-Feb-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5862505,M/s Narayan Enterprises,13-Feb-2026 12:59 PM,Rejected-Finance,AS PER UPLOADED,24-Feb-2026 07:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5864624,M/s VIJENDRA PRATAP SINGH,12-Feb-2026 02:10 PM,Accepted-AOC,AS PER UPLOADED,27-Mar-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5866209,VINAY KUMAR SINGH,13-Feb-2026 12:41 PM,Rejected-Technical,AS PER TECHNICAL EVALUATION,17-Feb-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
