EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,16,000",Yes,fixed,,Nil,Nil,19-Jan-2026 09:00 AM,27-Jan-2026 12:00 PM,19-Jan-2026 09:00 AM,26-Jan-2026 05:00 PM,NA ,NA ,19-Jan-2026 09:00 AM,26-Jan-2026 05:00 PM,03-Feb-2026 02:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,nit,Ramgarh mr km 1.700 to km 2.800 khadnja nirman ka karya lot 1,Ramgarh mr km 1.700 to km 2.800 khadnja nirman ka karya,Please refer Tender documents. ,NA ,"21,54,000",Civil Works - Canal,NA ,Tender,90.0,30.0,raebareli,229001.0,NA ,NA ,NA ,raebareli,No ,No,1.0,date and technical bid,Other,,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||RDSSC, raibareilly",3993/rkd/notice08/ lot 1,2026_UPIDC_1106995_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE,RDSSC,"2,590",Nil,Nil,No,AOC,sushil yadav,Internal,,SUSHIL YADAV,03-Feb-2026 01:00 PM,03-Feb-2026 02:00 PM,techsummary_2042605.pdf (164.75 KB),Finance,admited,SUSHIL YADAV,10-Feb-2026 03:53 PM,,BOQ Comparative Chart,susheel yadav,Internal,,SUSHIL YADAV,26-May-2026 12:28 PM,finsummary_2042605.pdf (125.58 KB),Technical,admit,SUSHIL YADAV,03-Feb-2026 12:53 PM,,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||RDSSC, raibareilly",2026_UPIDC_1106995_1,3993/rkd/notice08/ lot 1,Ramgarh mr km 1.700 to km 2.800 khadnja nirman ka karya lot 1,1.0,5824497.0,M/S USHA PANDEY,INR,"2,151,860.29",1,5824369,AWADH CONSTRUCTION,26-Jan-2026 02:38 PM,Rejected-Technical,not qualified,03-Feb-2026 01:00 PM,26-Feb-2026,"INR 2,151,860.29",30.0,SUSHIL YADAV,10-Mar-2026 04:11 PM,ramkhanja.pdf (293.00 KB),aoc,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5823276,M/S ABHAY DATA CONSTRUCTION,25-Jan-2026 03:47 PM,Rejected-Technical,not qualified,03-Feb-2026 01:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5824441,M/S MAA BHAWANI CONSTRUCTION,26-Jan-2026 03:10 PM,Rejected-Finance,2,10-Feb-2026 04:34 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5824497,M/S USHA PANDEY,26-Jan-2026 04:13 PM,Accepted-AOC,aoc,10-Mar-2026 04:11 PM,,,,,,,,AOC
