Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
944.0,Nil,Nil,No,1.0,SBI Bank,"60,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,TECHNICAL,EE REDBASTI,O/O EE REDBASTI,Vikas Khand Parasrampur Janpad Basti mein Vrihad Gaushala Sarkshan Gram Panchyat Narayanpur mein Boundry Wall ka nirman karya,Vikas Khand Parasrampur Janpad Basti mein Vrihad Gaushala Sarkshan Gram Panchyat Narayanpur mein Boundry Wall ka nirman karya,AS PER SBD ,NA ,"29,92,000",Civil Works,NA ,Tender,90.0,90.0,works,272001.0,NA ,NA ,NA ,O/O EE REDBASTI,No ,No,10-Mar-2026 12:00 PM,16-Mar-2026 12:30 PM,10-Mar-2026 12:00 PM,16-Mar-2026 12:00 PM,10-Mar-2026 12:00 PM ,16-Mar-2026 12:00 PM ,10-Mar-2026 12:00 PM,16-Mar-2026 12:00 PM,19-Mar-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2456/RED/VN/2025-26Dt. 27.01.2026,2026_REDUP_1123198_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,ER ANKUR VERMA,Internal,ee,Ankur Verma,20-Mar-2026 03:10 PM,finsummary_2092367.pdf (22.03 KB),Technical,c,Ankur Verma,17-Mar-2026 03:24 PM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,17-Mar-2026 03:27 PM,19-Mar-2026 12:00 PM,techsummary_2092367.pdf (261.32 KB),Finance,c,Ankur Verma,20-Mar-2026 02:31 PM,,BOQ Comparative Chart,1.0,5975089.0,M/S SANTOSH KUMAR CHAUDHARY,INR,"2,990,828.39",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2026_REDUP_1123198_1,2456/RED/VN/2025-26Dt. 27.01.2026,Vikas Khand Parasrampur Janpad Basti mein Vrihad Gaushala Sarkshan Gram Panchyat Narayanpur mein Boundry Wall ka nirman karya,1,5975089,M/S SANTOSH KUMAR CHAUDHARY,15-Mar-2026 05:12 PM,Accepted-AOC,a,31-Mar-2026 10:42 AM,31-Mar-2026,"INR 2,990,828.39",90.0,Ankur Verma,31-Mar-2026 10:42 AM,boqcomparativechart1.pdf (183.00 KB),a,AOC
,,,,,,,,,,,,2,Finance,.xls,FINANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5975077,R D CONSTRUCTION,15-Mar-2026 05:32 PM,Rejected-Finance,r,20-Mar-2026 03:10 PM,,,,,,,,AOC
