Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
20-Mar-2026,"INR 53,863,091.5",365.0,NEELESH KUMAR JAIN,24-Mar-2026 11:40 AM,AOC_doc.pdf (235.00 KB),1.0,5925645.0,M/S KANISHK INFROLOGISTICS PVT LTD,INR,"53,863,091.5","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",2026_UPIDC_1115699_1,02/SE/2025-26,Ghat conservation/ beautification work under Lodhipur bridge on the banks of Khannaut river in Shahjahanpur district (Lot No.-01),1,5925645,M/S KANISHK INFROLOGISTICS PVT LTD,24-Feb-2026 07:35 PM,Accepted-AOC,DUE TO LOWEST RATE,24-Mar-2026 11:40 AM,Finance,02 financial bid found and all 02 admitted,NEELESH KUMAR JAIN,20-Mar-2026 11:38 AM,finance_2070597.pdf,BOQ Comparative Chart,S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,26-Feb-2026 01:08 PM,28-Feb-2026 03:00 PM,techsummary_2070597.pdf (1660.12 KB),Technical,02 technical bid found and all 02 admitted,NEELESH KUMAR JAIN,26-Feb-2026 01:00 PM,technical_2070597.pdf,S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,20-Mar-2026 12:00 PM,finsummary_2070597.pdf (159.50 KB),AOC,"2,715",Nil,Nil,No,16-Feb-2026 12:00 PM,25-Feb-2026 02:00 PM,16-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,NA ,NA ,16-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,28-Feb-2026 03:00 PM,Superintending Engineer,Irrigation Works Circle Sitapur,1,Fee/PreQual/Technical,.pdf,technical doc.,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",02/SE/2025-26,2026_UPIDC_1115699_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Ghat conservation/ beautification work under Lodhipur bridge on the banks of Khannaut river in Shahjahanpur district (Lot No.-01),Ghat conservation/ beautification work under Lodhipur bridge on the banks of Khannaut river in Shahjahanpur district (Lot No.-01),Please refer Tender documents. ,NA ,"6,75,73,000",Civil Works,NA ,Tender,90.0,365.0,Shahjahanpur,242001.0,NA ,NA ,NA ,Sitapur,No ,No,"13,52,000",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,2,5925084,MS TRISHIRA CONSTRUCTION PRIVATE LIMITED,25-Feb-2026 01:57 AM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,20-Mar-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
