Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT and BID,"5,900",Nil,Nil,No,07-Jan-2026 09:00 AM,15-Jan-2026 04:00 PM,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,NA ,NA ,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,21-Jan-2026 04:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,08/2025-26/PCL/UNIT-11/Ayodhya,2026_UPPRC_1103902_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Project Manager Unit 11,"05/17/17 ACHARYA NARENDRA DEV NAGAR, DEOKALI ROAD AYODHYA","61,000",No,fixed,,Nil,Nil,1.0,SBI Bank,PROPOSED TOILET BLOCK LIBRARY IN RAJKIYA INTER COLLEGE TENDUIKALA AT DISTT AMBEDKAR NAGAR,PROPOSED TOILET BLOCK LIBRARY IN RAJKIYA INTER COLLEGE TENDUIKALA AT DISTT AMBEDKAR NAGAR,Please refer Tender documents. ,NA ,"30,84,000",Civil Works,NA ,Tender,30.0,180.0,Ambedkarnagar,223221.0,NA ,NA ,NA ,Ayodhya,No ,No,AOC,Project Manager,Internal,,Manoj Sharma,07-Mar-2026 09:57 AM,finsummary_2036174.pdf (1450.44 KB),Technical,Part One ok,Manoj Sharma,21-Jan-2026 11:05 AM,,Project Manager,Internal,,Manoj Sharma,21-Jan-2026 11:57 AM,21-Jan-2026 04:00 PM,techsummary_2036174.pdf (1359.38 KB),Finance,Part two Ok,Manoj Sharma,07-Mar-2026 09:54 AM,,BOQ Comparative Chart,1,5805667,Ms AKHILESH KUMAR PANDEY CONTRACTO,15-Jan-2026 01:51 PM,Accepted-AOC,First Lowest,07-Mar-2026 02:06 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,2026_UPPRC_1103902_1,08/2025-26/PCL/UNIT-11/Ayodhya,PROPOSED TOILET BLOCK LIBRARY IN RAJKIYA INTER COLLEGE TENDUIKALA AT DISTT AMBEDKAR NAGAR,1.0,5805667.0,Ms AKHILESH KUMAR PANDEY CONTRACTO,INR,"3,077,028.584",07-Mar-2026,"INR 3,077,028.584",180.0,Manoj Sharma,07-Mar-2026 02:06 PM,TK.pdf (1450.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5804872,VITTHAL GROUP,15-Jan-2026 02:13 AM,Rejected-AOC,Second Lowest,07-Mar-2026 02:06 PM,,,,,,,,,,,,,,,,AOC
