S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,5982721.0,M/S Raj Construction,17-Mar-2026 06:17 PM,Rejected-Finance,High Rate,23-Mar-2026 01:46 PM,1.0,5981439.0,M/S RASHMI DEVI CONSTRUCTION,INR,"1,307,755.33",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,2026_SCIDC_1122897_1,33/MLA/Patiyali/Kasganj/25-26 Date 09.03.2026,Block Ganjdundwara main Gram Nagla Jaikishan main Majnulal ke ghar se Rampadhara ke Baithak tak interlocking.,30-Mar-2026,"INR 1,307,755.33",120.0,Satyapal Singh,23-Mar-2026 02:50 PM,JAIKISHA.PDF (109.00 KB),Block Ganjdundwara main Gram Nagla Jaikishan main Majnulal ke ghar se Rampadhara ke Baithak tak interlocking.,Sri Satyapal singh,Internal,Sri Pramod Kumar,Satyapal Singh,23-Mar-2026 01:46 PM,finsummary_2091497.pdf (64.10 KB),Technical,Bid open,Satyapal Singh,19-Mar-2026 12:48 PM,technical_2091497.pdf,Sri Satyapal singh,Internal,Sri Pramod Kumar Accountant,Satyapal Singh,19-Mar-2026 01:04 PM,19-Mar-2026 01:10 PM,techsummary_2091497.pdf (110.57 KB),Finance,Financial Bid open,Satyapal Singh,23-Mar-2026 01:37 PM,finance_2091497.pdf,BOQ Comparative Chart,AOC,09-Mar-2026 01:00 PM,18-Mar-2026 12:00 PM,09-Mar-2026 01:00 PM,18-Mar-2026 11:00 AM,NA ,NA ,09-Mar-2026 01:00 PM,18-Mar-2026 11:00 AM,19-Mar-2026 12:29 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,33/MLA/Patiyali/Kasganj/25-26 Date 09.03.2026,2026_SCIDC_1122897_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,"26,000",No,fixed,,Executive Engineer UPSCIDCO,etah,Executive Engineer,Executive Engineer 106 Aruna Nagar Etah,"1,652",Executive Engineer UPSCIDCO,Etah,No,Block Ganjdundwara main Gram Nagla Jaikishan main Majnulal ke ghar se Rampadhara ke Baithak tak interlocking.,As per Boq,Please Refer Tender Document ,NA ,"13,08,148",Civil Works - Roads,NA ,Tender,60.0,120.0,Village- Nagla Jaikishan,207242.0,NA ,NA ,NA ,Etah,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT/TENDER FEES/EARNEST MONEY,AOC
2.0,5981439.0,M/S RASHMI DEVI CONSTRUCTION,17-Mar-2026 12:09 PM,Accepted-AOC,Lowest Rate,23-Mar-2026 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
