Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
12-Mar-2026,"INR 606,992",90.0,Vinod Kumar Kardam,05-Mar-2026 11:19 AM,aoc.pdf (458.00 KB),"AWARD OF CONTRACT for Construction of CC Road and Drain work From Naseer shop to Juhur house at Vill Sultanpur Mali urf Meergarh Block Sadoli Kadeem, District- Saharanpur",1,5936007,M/S ISRAR CONTRACTOR,27-Feb-2026 07:52 AM,Rejected-Finance,Being L2,05-Mar-2026 11:15 AM,1.0,5936069.0,U K CONSTRUCTION CO,INR,"606,992",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1119005_1,153/EE/SRE/E-TENDER/2025-26,"Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) Construction of CC Road and Drain work From Naseer shop to Juhur house at Vill Sultanpur Mali urf Meergarh Block Sadoli Kadeem, District- Saharanpur",Technical,Technical Evaluation Summary,Vinod Kumar Kardam,28-Feb-2026 01:30 PM,technical_2080249.pdf,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,05-Mar-2026 11:15 AM,finsummary_2080249.pdf (331.86 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,05-Mar-2026 11:11 AM,finance_2080249.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,28-Feb-2026 01:31 PM,28-Feb-2026 03:00 PM,techsummary_2080249.pdf (331.86 KB),AOC,"Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) Construction of CC Road and Drain work From Naseer shop to Juhur house at Vill Sultanpur Mali urf Meergarh Block Sadoli Kadeem, District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) Construction of CC Road and Drain work From Naseer shop to Juhur house at Vill Sultanpur Mali urf Meergarh Block Sadoli Kadeem, District- Saharanpur",Please refer Tender documents. ,NA ,"6,07,235",Civil Works,NA ,Tender,90.0,90.0,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,153/EE/SRE/E-TENDER/2025-26,2026_SCIDC_1119005_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,21-Feb-2026 03:30 PM,27-Feb-2026 11:00 AM,21-Feb-2026 03:30 PM,27-Feb-2026 10:00 AM,NA ,NA ,21-Feb-2026 03:30 PM,27-Feb-2026 10:00 AM,28-Feb-2026 03:00 PM,"1,062",UPSCIDCO,SAHARANPUR,No,"12,500",No,fixed,,UPSCIDCO,SAHARANPUR,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",AOC
,,,,,,,2,5936069,U K CONSTRUCTION CO,27-Feb-2026 08:22 AM,Accepted-AOC,Being L1,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,AOC
