S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,EE RED KUSHINAGAR,EE RED KUSHINAGAR,"Gram Sabha Barwa Sukdev, Block Tamkuhiraj me mukhya gate se Durga Mandir hote hue Janardan Mishra ke ghar tak CC road ka nirman karya.","Gram Sabha Barwa Sukdev, Block Tamkuhiraj me mukhya gate se Durga Mandir hote hue Janardan Mishra ke ghar tak CC road ka nirman karya.",Please refer Tender documents. ,NA ,"24,91,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,17-Mar-2026 09:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,30-Mar-2026 12:05 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2422/RED Tender KUSHINAGAR,2026_REDUP_1126057_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"50,000",No,fixed,,Nil,Nil,"2,336",Nil,Nil,No,AOC,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 12:02 PM,30-Mar-2026 12:05 PM,techsummary_2099732.pdf (868.63 KB),Finance,Bid Opening Summary,Praveen Kumar,30-Mar-2026 12:44 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 01:57 PM,finsummary_2099732.pdf (147.08 KB),Technical,Bid Opening Summary,Praveen Kumar,30-Mar-2026 10:57 AM,,1.0,5995105.0,M/s Bindu Devi,INR,"2,487,028.75",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1126057_4,2422/RED Tender KUSHINAGAR,"Gram Sabha Barwa Sukdev, Block Tamkuhiraj me mukhya gate se Durga Mandir hote hue Janardan Mishra ke ghar tak CC road ka nirman karya.",1,5995105,M/s Bindu Devi,22-Mar-2026 10:28 AM,Accepted-AOC,L1,30-Mar-2026 02:23 PM,30-Mar-2026,"INR 2,487,028.75",90.0,Virendra Kumar Pandey,30-Mar-2026 02:23 PM,4.pdf (147.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5995533,SHRI SURYA BLOCKS,22-Mar-2026 11:11 AM,Rejected-Finance,L2,30-Mar-2026 01:57 PM,,,,,,,AOC
