Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
09-Mar-2026,"INR 15,121,683.37",270.0,RAJIV KUMAR PANDEY,18-Mar-2026 06:55 PM,AOC.pdf (44.00 KB),Work Awarded to M/s Uttam Venture,1.0,5829529.0,Uttam Ventures,INR,"15,121,683.37",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2026_UPPRC_1107549_1,32/GM-4/UPPCL/2025-26 Dated 14-01-2026,TOURISM DEVELOPMENT WORK OF SHRI HANUMAN MANDIR AT BETWEEN NAGLA GULAL AND NAGLA HARISINGH IN DISTRICT- FIROZABAD (U.P.),1,5828574,M/S H. K. BUILDERS,29-Jan-2026 01:02 AM,Rejected-Finance,Being Second Lowest,17-Feb-2026 08:39 PM,Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,10-Feb-2026 06:29 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,09-Feb-2026 03:05 PM,10-Feb-2026 01:00 PM,techsummary_2044059.pdf (2560.19 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,09-Feb-2026 02:54 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,17-Feb-2026 08:39 PM,finsummary_2044059.pdf (71.00 KB),AOC,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Bid Doc,19-Jan-2026 04:30 PM,29-Jan-2026 03:00 PM,19-Jan-2026 04:30 PM,29-Jan-2026 02:00 PM,NA ,NA ,19-Jan-2026 04:30 PM,29-Jan-2026 02:00 PM,10-Feb-2026 01:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,32/GM-4/UPPCL/2025-26 Dated 14-01-2026,2026_UPPRC_1107549_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,TOURISM DEVELOPMENT WORK OF SHRI HANUMAN MANDIR AT BETWEEN NAGLA GULAL AND NAGLA HARISINGH IN DISTRICT- FIROZABAD (U.P.),TOURISM DEVELOPMENT WORK OF SHRI HANUMAN MANDIR AT BETWEEN NAGLA GULAL AND NAGLA HARISINGH IN DISTRICT- FIROZABAD (U.P.),Please refer Tender documents. ,NA ,"1,51,99,199",Miscellaneous Works,NA ,Tender,90.0,270.0,Nagla Gulal And Nagla Hari Singh Firozabad,283142.0,Office of General Manager (Zone-4) Agra ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",22-Jan-2026 11:00 AM ,General Manager (Zone-4) Agra,No ,No,"3,04,000",No,fixed,,Nil,Nil,"17,700",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2,5829529,Uttam Ventures,28-Jan-2026 06:16 PM,Accepted-AOC,L1,18-Mar-2026 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
