Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,Construction of CC Road work at Gram Mahudar Me Hundai Agency Se Pappu Yadav Ke Makan Hote Huye Distt Basti. ( Purvanchil Nidhi Basti sadar),Construction of CC Road work at Gram Mahudar Me Hundai Agency Se Pappu Yadav Ke Makan Hote Huye Distt Basti. ( Purvanchil Nidhi Basti sadar),As Given in NIT ,NA ,"30,87,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti ",21-Feb-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,"1,652",UPSCIDCO,BASTI,No,"61,000",No,fixed,,UPSCIDCO,BASTI,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti",18-Feb-2026 09:00 AM,25-Feb-2026 02:00 PM,18-Feb-2026 09:00 AM,25-Feb-2026 01:00 PM,18-Feb-2026 09:00 AM ,25-Feb-2026 01:00 PM ,18-Feb-2026 09:00 AM,25-Feb-2026 01:00 PM,10-Mar-2026 09:00 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2288 /EE Basti /E-Tender /Purvanchal Nidhi Basti Sadar /2025-26 Date 17 -02-2026,2026_SCIDC_1117387_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,FDR - Fixed Deposit,AOC,Finance,M/S BANSHI DHAR PANDEY Found L1,Ramesh Bahadur Shahi,20-Mar-2026 04:55 PM,finance_2076199.pdf,BOQ Comparative Chart,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,09-Mar-2026 07:03 PM,10-Mar-2026 12:32 PM,techsummary_2076199.pdf (423.72 KB),Technical,M/S BANSHI DHAR AND SONS and M/S BANSHI DHAR PANDEY Found,Ramesh Bahadur Shahi,09-Mar-2026 06:59 PM,technical_2076199.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,20-Mar-2026 04:58 PM,finsummary_2076199.pdf (790.74 KB),24-Mar-2026,"INR 3,082,678",90.0,Ramesh Bahadur Shahi,24-Mar-2026 10:30 AM,MudarLoi.pdf (1157.00 KB),M/s Banshi Dhar Pandey Found L1,1,5925921,M/S BANSHI DHAR AND SONS,24-Feb-2026 07:38 PM,Rejected-Finance,L2,20-Mar-2026 04:58 PM,1.0,5926205.0,M/S BANSHI DHAR PANDEY,INR,"3,082,678",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1117387_1,2288 /EE Basti /E-Tender /Purvanchal Nidhi Basti Sadar /2025-26 Date 17 -02-2026,Construction of CC Road work at Gram Mahudar Me Hundai Agency Se Pappu Yadav Ke Makan Hote Huye Distt Basti. ( Purvanchil Nidhi Basti sadar),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5926205,M/S BANSHI DHAR PANDEY,24-Feb-2026 08:49 PM,Accepted-AOC,L1,24-Mar-2026 10:30 AM,,,,,,,,,,AOC
