Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Pramod Kumar,Internal,AKHILESH KUMAR SINGH,Pramod Kumar,19-Feb-2026 10:53 AM,19-Feb-2026 11:00 AM,techsummary_2044839.pdf (170.15 KB),Technical,file add,Pramod Kumar,09-Feb-2026 02:16 PM,technical_2044839.pdf,09-Mar-2026,"INR 1,187,074",180.0,Pramod Kumar,09-Mar-2026 06:54 PM,13.pdf (277.00 KB),L1,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2026_UPIDC_1107737_13,03/EE/2025-26,Construction of V.R.B. at Km 3.650 of Sauroopur Mr.,1,5824388,M/S VEDANT CONSTRUCTION,26-Jan-2026 04:45 PM,Rejected-Finance,L2,24-Feb-2026 02:30 PM,Finance,file,Pramod Kumar,23-Feb-2026 06:41 PM,finance_2044839.pdf,BOQ Comparative Chart,Pramod Kumar,Internal,akhilesh singh,Pramod Kumar,24-Feb-2026 02:30 PM,finsummary_2044839.pdf (170.16 KB),1.0,5823065.0,SHUBHAM TRIPATHI,INR,"1,187,074",AOC,1.0,SBI Bank,"24,000",Yes,fixed,,Nil,Nil,Construction of V.R.B. at Km 3.650 of Sauroopur Mr.,Construction of V.R.B. at Km 3.650 of Sauroopur Mr.,Please refer Tender documents. ,NA ,"11,93,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Shrawasti,271805.0,NA ,NA ,NA ,EE Saryu Nahar Khand-1 Balrampur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",03/EE/2025-26,2026_UPIDC_1107737_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,766.0,Nil,Nil,No,EE Saryu Nahar Khand-1 Balrampur,EE Saryu Nahar Khand-1 Balrampur,21-Jan-2026 10:00 AM,28-Jan-2026 11:00 AM,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,NA ,NA ,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,19-Feb-2026 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5825529,SHAILENDRA VIKRAM CONTRACTOR,26-Jan-2026 10:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,5823065,SHUBHAM TRIPATHI,26-Jan-2026 08:09 PM,Accepted-AOC,L1,09-Mar-2026 06:54 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,5823056,UMA SHANKAR TRIPATHI,27-Jan-2026 10:26 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,09-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
