Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,tech doc,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,1178/EE RED/ 2025-26 DATE- 17.01.2026,2026_REDUP_1119478_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"66,000",No,fixed,,Nil,Nil,GRAM P. BHABHAICH ME NAHAR SE PANCHAYAT SACHIWALAYA TAK SAMPARK MARGE KA NIRMAN,GRAM P. BHABHAICH ME NAHAR SE PANCHAYAT SACHIWALAYA TAK SAMPARK MARGE KA NIRMAN,AS PER NIT AND T1 ,NA ,,Civil Works,NA ,Tender,90.0,90.0,BHABHAICH,231216.0,NA ,NA ,NA ,EE RED,No ,No,EE RED,URMORA SONBHADRA,23-Feb-2026 04:00 PM,28-Feb-2026 04:00 PM,23-Feb-2026 04:00 PM,28-Feb-2026 04:00 PM,NA ,NA ,23-Feb-2026 04:00 PM,28-Feb-2026 04:00 PM,16-Mar-2026 12:00 PM,1.0,SBI Bank,"2,354",Nil,Nil,No,AOC,Technical,attached,Sanjay Srivastava,12-Mar-2026 01:56 PM,technical_2081670.pdf,EE RED,Internal,AE DAO,Jayprakash Dhawan,16-Mar-2026 04:53 PM,finsummary_2081670.pdf (196.08 KB),Finance,attached,Sanjay Srivastava,16-Mar-2026 01:51 PM,finance_2081670.pdf,BOQ Comparative Chart,EE RED,Internal,ae dao,Sanjay Srivastava,12-Mar-2026 02:47 PM,16-Mar-2026 12:00 PM,techsummary_2081670.pdf (528.13 KB),28-Mar-2026,"INR 1,735,226.65",90.0,Jayprakash Dhawan,28-Mar-2026 01:22 PM,bhaich.pdf (196.00 KB),attache d,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2026_REDUP_1119478_1,1178/EE RED/ 2025-26 DATE- 17.01.2026,GRAM P. BHABHAICH ME NAHAR SE PANCHAYAT SACHIWALAYA TAK SAMPARK MARGE KA NIRMAN,1.0,5938264.0,M/S S R ENTERPRISES,INR,"1,735,226.65",1,5938304,M/s Om Namo Narayan Construction,27-Feb-2026 04:22 PM,Rejected-Finance,L3,16-Mar-2026 04:53 PM,AOC
2.0,Finance,.xls,fc doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5938264,M/S S R ENTERPRISES,27-Feb-2026 04:32 PM,Accepted-AOC,y,28-Mar-2026 01:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5938285,SHYAMA ENTERPRISES,27-Feb-2026 04:27 PM,Rejected-Finance,L2,16-Mar-2026 04:53 PM,AOC
