Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Category,Sub Category,Sub Category Description,Format/File,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
CONSTRUCTION OF 04 Nos JUNIOR ENGINEER RESIDENCE Type III G Plus 1 AT TUBEWELL COLONY CAMPUS JALAUN of District JalaunU.P.,CONSTRUCTION OF 04 Nos JUNIOR ENGINEER RESIDENCE Type III G Plus 1 AT TUBEWELL COLONY CAMPUS JALAUN of District JalaunU.P.,Please refer Tender documents. ,NA ,"71,84,000",Civil Works,NA ,Tender,90.0,120.0,Jalaun,285123.0,NA ,NA ,NA ,Jhansi,No ,No,1,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell) - Jhansi,07/TWCJ/SE/2025-26,2026_UPIDM_1104898_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,44,000",No,fixed,,Nil,Nil,"Superintending Engineer, Tubewell Circle, Jhansi","Office of The Superintending Engineer, Tubewell Circle, Gwalior road Civil lines, Jhansi",09-Jan-2026 12:00 PM,21-Jan-2026 02:00 PM,09-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,NA ,NA ,09-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,30-Jan-2026 05:15 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,"2,354",Nil,Nil,No,AOC,Technical,All Bids are admitted,Vimal Chandra Chaudhary,22-Jan-2026 04:32 PM,technical_2038533.pdf,SE VIMAL CHANDRA CHAUDHARY,Internal,SE VIMAL CHANDRA CHAUDHARY EE JAGANNATH PRASAD EE RAJ KUMAR PANDEY,Vimal Chandra Chaudhary,16-Mar-2026 05:57 PM,finsummary_2038533.pdf (226.90 KB),Finance,All Financial Bids Admitted,Vimal Chandra Chaudhary,16-Mar-2026 05:51 PM,finance_2038533.pdf,BOQ Comparative Chart,SE VIMAL CHANDRA CHAUDHARY,Internal,SE VIMAL CHANDRA CHAUDHARY EE RAJ KUMAR PANDEY EE JAGANNATH PRASAD,Vimal Chandra Chaudhary,30-Jan-2026 05:06 PM,30-Jan-2026 05:15 PM,techsummary_2038533.pdf (718.03 KB),16-Mar-2026,"INR 5,083,855",120.0,Vimal Chandra Chaudhary,16-Mar-2026 06:03 PM,AOC.pdf (1642.00 KB),DOS,1.0,5809515.0,ANIL KUMAR,17-Jan-2026 06:52 PM,Rejected-Finance,Not Being Lowest,16-Mar-2026 05:57 PM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell) - Jhansi,2026_UPIDM_1104898_1,07/TWCJ/SE/2025-26,CONSTRUCTION OF 04 Nos JUNIOR ENGINEER RESIDENCE Type III G Plus 1 AT TUBEWELL COLONY CAMPUS JALAUN of District JalaunU.P.,1.0,5816976.0,M/S AWADH CONSTRUCTION,INR,"5,083,855",AOC
,,,,,,,,,,,,,,,,,,2,Experience/ mfg. capacity ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5816976.0,M/S AWADH CONSTRUCTION,21-Jan-2026 11:56 AM,Accepted-AOC,AOC,16-Mar-2026 06:04 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5816154.0,M/s Sanika Construction,20-Jan-2026 05:44 PM,Rejected-Technical,Particular Documents Incomplete,30-Jan-2026 05:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5816925.0,M/S SAROJ,20-Jan-2026 09:36 PM,Rejected-Finance,Not Being Lowest,16-Mar-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,Tax related documents ,PAN card ,PAN card ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5809437.0,SOM SINGH NIRANJAN,17-Jan-2026 03:21 PM,Rejected-Finance,Not Being Lowest,16-Mar-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,Technical Details ,Other Technical Documents ,Other Technical Documents ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
