Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"1,652",Executive Engineer UPSCIDCO,Etah,No,Executive Engineer,Executive Engineer UPSCIDCO 106 Aruna Nagar Etah,"23,000",No,fixed,,Executive Engineer UPSCIDCO,etah,1.0,Fee/PreQual/Technical,.pdf,NIT/TENDER FEES/EARNEST MONEY,Block Ganjdundwara main Gram Nagla Gulabi main Pushpendra master ke ghar se Pappu ke khet tak interlocking.,As per Boq,Please Refer Tender Document ,NA ,"11,24,315",Civil Works - Roads,NA ,Tender,60.0,120.0,Village - Nagla Gulabi,207242.0,NA ,NA ,NA ,Etah,No ,No,1,DD - Demand Draft,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,31/MLA/Patiyali/Kasganj/25-26 Date 09.03.2026,2026_SCIDC_1122882_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,09-Mar-2026 12:30 PM,18-Mar-2026 12:00 PM,09-Mar-2026 01:00 PM,18-Mar-2026 11:00 AM,NA ,NA ,09-Mar-2026 01:00 PM,18-Mar-2026 11:00 AM,19-Mar-2026 01:10 PM,AOC,Finance,Financial Bid open,Satyapal Singh,23-Mar-2026 01:36 PM,finance_2091450.pdf,BOQ Comparative Chart,Sri Satyapal singh,Internal,,Satyapal Singh,19-Mar-2026 12:55 PM,19-Mar-2026 01:10 PM,techsummary_2091450.pdf (107.69 KB),Technical,bid open,Satyapal Singh,19-Mar-2026 12:46 PM,technical_2091450.pdf,Sri Satyapal singh,Internal,Sri Pramod Kumar,Satyapal Singh,23-Mar-2026 01:41 PM,finsummary_2091450.pdf (64.10 KB),30-Mar-2026,"INR 1,123,978.21",120.0,Satyapal Singh,23-Mar-2026 02:54 PM,GULABI.PDF (107.00 KB),Block Ganjdundwara main Gram Nagla Gulabi main Pushpendra master ke ghar se Pappu ke khet tak interlocking.,1.0,5982731.0,M/S Raj Construction,17-Mar-2026 12:29 PM,Rejected-Finance,High Rate,23-Mar-2026 01:41 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Aligarh,2026_SCIDC_1122882_1,31/MLA/Patiyali/Kasganj/25-26 Date 09.03.2026,Block Ganjdundwara main Gram Nagla Gulabi main Pushpendra master ke ghar se Pappu ke khet tak interlocking.,1.0,5981416.0,M/S RASHMI DEVI CONSTRUCTION,INR,"1,123,978.21",AOC
,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5981416.0,M/S RASHMI DEVI CONSTRUCTION,17-Mar-2026 12:04 PM,Accepted-AOC,Lowest Rate,23-Mar-2026 02:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
