S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5964171.0,AJAY SHARMA,INR,"7,371,390",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad,2026_UPIDC_1122007_7,07/SE/2025-26,07/se/2025-26,1,5964171,AJAY SHARMA,16-Mar-2026 03:51 PM,Accepted-AOC,Tender Cost Including 18 percent GST,30-Mar-2026 01:38 PM,30-Mar-2026,"INR 7,371,390",90.0,Bhupendra Pratap Singh,30-Mar-2026 01:37 PM,AOCAjaySharma.pdf (433.00 KB),Tender Cost Including 18 percent GST,Bhupender Pratap Singh,Internal,SE IIIrd Circle Agra,Bhupendra Pratap Singh,21-Mar-2026 08:04 PM,24-Mar-2026 03:00 PM,techsummary_2093188.pdf (397.44 KB),Finance,07 bids admitted,Bhupendra Pratap Singh,24-Mar-2026 10:38 PM,finance_2093188.pdf,BOQ Comparative Chart,Bhupendra Pratap Singh,Internal,SE IIIrd Circle Agra,Bhupendra Pratap Singh,30-Mar-2026 01:29 PM,finsummary_2093188.pdf (549.71 KB),Technical,07 bids Admitted,Bhupendra Pratap Singh,21-Mar-2026 07:57 PM,technical_2093188.pdf,AOC,"2,40,000",No,fixed,,Nil,Nil,"2,714",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Docs,11-Mar-2026 10:00 AM,17-Mar-2026 11:00 AM,11-Mar-2026 10:00 AM,16-Mar-2026 05:00 PM,NA ,NA ,11-Mar-2026 11:00 AM,16-Mar-2026 05:00 PM,24-Mar-2026 03:00 PM,1.0,SBI Bank,07/se/2025-26,Damaged anti-erosion work constructed earlier between Km. 21.800 and Km. 22.300 of Hindon-Yamuna Doab bund on the left bank of Yamuna River in Gautam Buddha Nagar district.,Please refer Tender documents. ,NA ,"1,17,88,000",Civil Works,NA ,Tender,90.0,90.0,Ghaziabad,201301.0,Office of S.E.Drainage Circle gzb Meerut  ,Office of S.E.Drainage Circle gzb Meerut  ,12-Mar-2026 01:00 PM ,Meerut,No ,No,Superintending Engineer Drainage Circle Gzb,near victoria park colony Meerut,1.0,Financial Bid Opening Date Corrigendum,Financial Bid Opening Date Corrigendum,,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad,07/SE/2025-26,2026_UPIDC_1122007_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5974958,ARTIST BRO,15-Mar-2026 04:29 PM,Rejected-AOC,L2,30-Mar-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5968469,Durga Engineers and Earth Movers,16-Mar-2026 04:35 PM,Rejected-AOC,L7,30-Mar-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5978783,JAI LAXMI CONTRACTOR,16-Mar-2026 04:48 PM,Rejected-AOC,L4,30-Mar-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5978354,M/S S K BUILDERS,16-Mar-2026 04:33 PM,Rejected-AOC,L6,30-Mar-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5977828,Mukut Bihari Lal Contractor,16-Mar-2026 01:07 PM,Rejected-AOC,L5,30-Mar-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,5964064,SUBHASH SINGH RANA,13-Mar-2026 08:02 PM,Rejected-AOC,L3,30-Mar-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
