Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"5,310",EE UPSCIDCO,Pilibhit,No,1,Fee,.pdf,Tender Fee and EMD,1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,298/S.E. BLY/E-Tender/PBT/2025-26 Dt. 17.02.2026,2026_SCIDC_1117345_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Offline,No,No,No,"7,56,000",No,fixed,,EE UPSCIDCO,Pilibhit,"Proposed Indoor Mini Stadium at P.M. Shri Rajkiya Inter College, Distt. Pilibhit","Proposed Indoor Mini Stadium at P.M. Shri Rajkiya Inter College, Distt. Pilibhit","Proposed Indoor Mini Stadium at P.M. Shri Rajkiya Inter College, Distt. Pilibhit ",NA ,"3,77,61,480",Civil Works,"Mini Stadium at PM Shri Rajkiya Inter College, PBT ",Tender,90.0,244.0,Pilibhit,262001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,Superintending Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",17-Feb-2026 06:00 PM,05-Mar-2026 12:00 PM,17-Feb-2026 06:00 PM,05-Mar-2026 11:00 AM,NA ,NA ,17-Feb-2026 06:45 PM,05-Mar-2026 11:00 AM,10-Mar-2026 01:05 PM,AOC,A.K. Nirmal,Internal,"Sr. A.K. Nirmal, Sr. Charan Singh Arya, Sr. Bhaskar Mishra",Bhaskar Mishra,10-Mar-2026 12:58 PM,10-Mar-2026 01:05 PM,techsummary_2076093.pdf (601.95 KB),Finance,Financial Bid Opening Summary,Bhaskar Mishra,10-Mar-2026 03:58 PM,finance_2076093.pdf,BOQ Comparative Chart,A.K. Nirmal,Internal,"Sr. A.K. Nirmal, Sr. Charan Singh Arya, Sr. Bhaskar Mishra",Bhaskar Mishra,10-Mar-2026 04:06 PM,finsummary_2076093.pdf (3303.41 KB),Technical,Technical Bid Opening Summary,Bhaskar Mishra,10-Mar-2026 12:46 PM,technical_2076093.pdf,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1117345_1,298/S.E. BLY/E-Tender/PBT/2025-26 Dt. 17.02.2026,"Proposed Indoor Mini Stadium at P.M. Shri Rajkiya Inter College, Distt. Pilibhit",1.0,5946087.0,Balaji Associates,INR,"37,723,718.52",1.0,5946087.0,Balaji Associates,03-Mar-2026 05:27 PM,Accepted-AOC,Ist Lowest Rate,13-Mar-2026 02:35 PM,12-Mar-2026,"INR 37,723,718.52",244.0,Bhaskar Mishra,13-Mar-2026 02:35 PM,LOI.pdf (595.00 KB),Total Contract Value Rs. 37723718.52,AOC
,,,,2,PreQual/Technical,.pdf,Tender Notice and BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5945635.0,M/S NAND KISHOR SINGH,04-Mar-2026 09:28 PM,Rejected-AOC,IInd Lowest Rate,13-Mar-2026 02:35 PM,,,,,,,,AOC
,,,,3,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
