EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,58,000",Yes,fixed,,Nil,Nil,09-Mar-2026 10:00 AM,16-Mar-2026 04:00 PM,09-Mar-2026 10:00 AM,16-Mar-2026 03:00 PM,NA ,NA ,09-Mar-2026 10:00 AM,16-Mar-2026 03:00 PM,21-Mar-2026 11:00 AM,1.0,SBI Bank,"2,715",Nil,Nil,Yes,SUPERINTENDING ENGINEER,SE VTH CIRCLE IW BAREILLY,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly",06/SE/2025-26,2026_UPIDC_1122642_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Janpad Pilibhit main rapatua nadi ke vayein kinare par gram basara sthith sidh peeth mandir parisar ke katab nirodhak karye.,Janpad Pilibhit main rapatua nadi ke vayein kinare par gram basara sthith sidh peeth mandir parisar ke katab nirodhak karye.,Please refer Tender documents. ,NA ,"78,61,000",Civil Works,NA ,Tender,90.0,90.0,PILIBHIT,262001.0,NA ,NA ,NA ,BAREILLY,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC,SE VTH CIRCLE IW BAREILLY,Internal,EX EN SSD PBT,Trayambak Tripathi,18-Mar-2026 06:44 PM,21-Mar-2026 11:00 AM,techsummary_2090685.pdf (454.87 KB),Finance,04 BIDS RECEIVED OUT OF WHICH LOWEST BID AWARDED,Trayambak Tripathi,28-Mar-2026 09:47 PM,,BOQ Comparative Chart,SE VTH CIRCLE IW BAREILLY,Internal,,Trayambak Tripathi,28-Mar-2026 09:51 PM,finsummary_2090685.pdf (23.38 KB),Technical,05 BIDS RECEIVED OUT OF WHICH 04 BIDS HAVE BEEN QUALIFIED CONTRACTOR,Trayambak Tripathi,18-Mar-2026 06:40 PM,,1,5972095,BHAMAR SINGH,14-Mar-2026 01:15 PM,Rejected-Finance,ADMITTED,28-Mar-2026 09:51 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly",2026_UPIDC_1122642_1,06/SE/2025-26,Janpad Pilibhit main rapatua nadi ke vayein kinare par gram basara sthith sidh peeth mandir parisar ke katab nirodhak karye.,1.0,5975738.0,RADHA CONSTRUCTION,INR,"5,069,047.51",28-Mar-2026,"INR 5,069,047.51",90.0,Trayambak Tripathi,28-Mar-2026 10:08 PM,RADHA.pdf (381.00 KB),AG NO 13/SE/2025-26 MS RADHA CONSTRUCTION,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5973859,Jagat Construction,15-Mar-2026 10:50 AM,Rejected-Finance,ADMITTED,28-Mar-2026 09:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5972490,KEDAR NATH DUBEY,15-Mar-2026 09:42 PM,Rejected-Finance,ADMITTED,28-Mar-2026 09:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5974681,M/S SHAMBHVI MAHAKAL CONSTRUCTION,16-Mar-2026 11:42 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Mar-2026 06:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5975738,RADHA CONSTRUCTION,16-Mar-2026 11:53 AM,Accepted-AOC,L-1,28-Mar-2026 10:08 PM,,,,,,,,,,,,,,,,,AOC
