Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida||Unit-36 Noida,26/PCL/PM/Unit-36/Noida/25-26 Dt 25.02.2026,2026_UPPRC_1119958_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"41,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical Bid,"Project Manager, UP Projects Corporation Ltd","K-2, Sector-116, Noida Gautambudha Nagar",1.0,Extend of Date,Date,,Construction work of Balance Boundary Wall at Pt. Deen Dayal Upadhaya Govt. Model Inter College Chiti District Gautambudha Nagar,Construction work of Balance Boundary Wall at Pt. Deen Dayal Upadhaya Govt. Model Inter College Chiti District Gautambudha Nagar,Please refer Tender documents. ,NA ,"20,40,000",Civil Works,NA ,Tender,90.0,90.0,Pt. Deen Dayal Upadhaya Govt. Model Inter College,203202.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,"5,900",Nil,Nil,No,25-Feb-2026 03:00 PM,10-Mar-2026 03:00 PM,25-Feb-2026 03:00 PM,10-Mar-2026 02:00 PM,NA ,NA ,25-Feb-2026 03:00 PM,10-Mar-2026 02:00 PM,17-Mar-2026 02:00 PM,AOC,Finance,Technically Qualified bidders bids opened. Out of them M/s Munesh Dagar Construction Bid is First Lowest of amount Rupees 1711185.872,JALAJ KUMAR SHARMA,17-Mar-2026 06:34 PM,finance_2083121.pdf,BOQ Comparative Chart,"Project Manager, Unit-36 Noida",Internal,"Project Manager, Unit-26 Saharanpur Accountant Unit 36 Noida",JALAJ KUMAR SHARMA,17-Mar-2026 12:00 PM,17-Mar-2026 02:00 PM,techsummary_2083121.pdf (387.54 KB),Technical,Two Bids are received. All are found Technically qualified,JALAJ KUMAR SHARMA,17-Mar-2026 11:53 AM,technical_2083121.pdf,"Project Manager, Unit-36 Noida",Internal,"Project Manager, Unit-26 Saharanpur Accountant Unit 36 Noida",JALAJ KUMAR SHARMA,17-Mar-2026 06:38 PM,finsummary_2083121.pdf (387.54 KB),28-Mar-2026,"INR 1,711,186",90.0,JALAJ KUMAR SHARMA,31-Mar-2026 02:30 PM,BALCHITI.pdf (961.00 KB),"Rs. 20,19,199.00 including GST",1.0,5955699.0,MUNESH DAGAR CONSTRUCTION,INR,"1,711,186",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida||Unit-36 Noida,2026_UPPRC_1119958_1,26/PCL/PM/Unit-36/Noida/25-26 Dt 25.02.2026,Construction work of Balance Boundary Wall at Pt. Deen Dayal Upadhaya Govt. Model Inter College Chiti District Gautambudha Nagar,1,5955699,MUNESH DAGAR CONSTRUCTION,09-Mar-2026 10:55 AM,Accepted-AOC,First Lowest,31-Mar-2026 02:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5961168,Shiva Kumar,10-Mar-2026 01:55 PM,Rejected-AOC,Second Lowest,31-Mar-2026 02:30 PM,AOC
