Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
14-Mar-2026,"INR 1,819,530.93",30.0,DIGVIJAY NARAIN,14-Mar-2026 12:50 PM,08.pdf (198.00 KB),sanvi construction,1.0,5859742.0,SANVI CONSTRUCTION,INR,"1,819,530.93","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||FWD, allahabad",2026_UPIDC_1112939_8,04/EE/2025-26,"Connecting road and parking shade work in division premises at Buxi Bundh, Prayagraj",1,5855936,J P CONSTRUCTION,10-Feb-2026 12:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2026 05:05 PM,Technical,3 accepted,DIGVIJAY NARAIN,13-Feb-2026 05:05 PM,technical_2059191.pdf,D N SHUKLA,Internal,s p chaudhary,DIGVIJAY NARAIN,14-Mar-2026 12:47 PM,finsummary_2059191.pdf (198.23 KB),Finance,all accepted,DIGVIJAY NARAIN,14-Mar-2026 12:45 PM,finance_2059191.pdf,BOQ Comparative Chart,d n shukla,Internal,s p chaudhary,DIGVIJAY NARAIN,13-Feb-2026 05:08 PM,16-Feb-2026 09:00 AM,techsummary_2059191.pdf (178.19 KB),AOC,"Connecting road and parking shade work in division premises at Buxi Bundh, Prayagraj","Connecting road and parking shade work in division premises at Buxi Bundh, Prayagraj",Please refer Tender documents. ,NA ,"23,80,000",Civil Works,NA ,Tender,90.0,30.0,PRAYAGRAJ,210000.0,NA ,NA ,NA ,PRAYAGARAJ,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||FWD, allahabad",04/EE/2025-26,2026_UPIDC_1112939_8,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"EE, FWD,PRAYAGARAJ","EE,FWD,PRAYAGRAJ",1.0,Fee/PreQual/Technical,.pdf,DOC,"2,354",Nil,Nil,No,06-Feb-2026 10:00 AM,11-Feb-2026 10:20 AM,06-Feb-2026 10:00 AM,11-Feb-2026 10:00 AM,NA ,NA ,06-Feb-2026 10:00 AM,11-Feb-2026 10:00 AM,16-Feb-2026 09:00 AM,"47,600",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5861124,M/s Amrita Kapoor,11-Feb-2026 02:20 AM,Rejected-AOC,2,14-Mar-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5859871,M/S BHAGWATI TRADERS,11-Feb-2026 09:29 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5859723,M/S DHARMSHEELA CONSTRUCTION,11-Feb-2026 07:29 AM,Rejected-AOC,3,14-Mar-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5859742,SANVI CONSTRUCTION,10-Feb-2026 07:40 PM,Accepted-AOC,1,14-Mar-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
