S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,EMD Online,Fee,,1,Fee/PreQual/Technical,.pdf,NIT,354.0,NIL,NIL,No,1.0,SBI Bank,EE TCD AGRA,EE TCD KHANDARI CROSSING AGRA,03-Mar-2026 12:00 PM,09-Mar-2026 03:00 PM,03-Mar-2026 12:00 PM,09-Mar-2026 12:00 PM,NA ,NA ,03-Mar-2026 12:00 PM,09-Mar-2026 12:00 PM,10-Mar-2026 03:15 PM,U P Irrigation Department (Mechanical)||Chief Engineer Tubewell West Meerut||S E TWC Agra||EE TC Division Agra,06/EE/2025-26 LOT 4,2026_UPIDM_1119061_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,DRILLING OF STATE TUBEWELLS,DRILLING OF STATE TUBEWELLS,Please refer Tender documents. ,NA ,"18,53,000",Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,90.0,15.0,MAINPURI,205001.0,NA ,NA ,NA ,EE TCD AGRA,No ,No,"37,500",No,fixed,,EE TCD AGRA,AGRA,AOC,Technical,Bidder qualified for financial,Ashok Kumar,10-Mar-2026 02:44 PM,,ashok kumar singh,Internal,,Ashok Kumar,10-Mar-2026 04:19 PM,finsummary_2080373.pdf (361.18 KB),Finance,financial qualified,Ashok Kumar,10-Mar-2026 03:32 PM,,BOQ Comparative Chart,ASHOK KUMAR SINGH,Internal,,Ashok Kumar,10-Mar-2026 03:13 PM,10-Mar-2026 03:15 PM,techsummary_2080373.pdf (361.18 KB),13-Mar-2026,"INR 1,777,230",15.0,Ashok Kumar,20-Mar-2026 03:19 PM,AOCSantoshlot4.pdf (988.00 KB),"M/S SANTOSH ENTERPRISES AND SUPPLIERS PRO. SANTOSH KUMAR YADAV, DIST. KASGANJ",U P Irrigation Department (Mechanical)||Chief Engineer Tubewell West Meerut||S E TWC Agra||EE TC Division Agra,2026_UPIDM_1119061_1,06/EE/2025-26 LOT 4,DRILLING OF STATE TUBEWELLS,1.0,5956266.0,M/S SANTOSH KUMAR YADAV,INR,"1,777,230",1,5956266,M/S SANTOSH KUMAR YADAV,08-Mar-2026 02:47 PM,Accepted-AOC,Lowest Bidder,20-Mar-2026 03:20 PM,AOC
,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5956094,Vipin Kumar Contractor,07-Mar-2026 11:28 PM,Rejected-AOC,2nd Lowest Bidder rejected,20-Mar-2026 03:20 PM,AOC
