Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Bijnore||EGCD-4, bijnore",2026_UPIDC_1115288_2,04/EE/2025-26,Silt Clearance of Dharmnagri Drain from km. 0.000 to km. 1.800 for the year 2025-26(Lot-02),1.0,5927272.0,M/S SANJEEV KUMAR CONTRACTOR,INR,"134,131.5",1,5908863,M/S JAIVEER SINGH S/O N SINGH THEKEDAR,24-Feb-2026 04:41 PM,Rejected-AOC,L3,23-Mar-2026 05:29 PM,16-Mar-2026,"INR 134,131.5",15.0,Mukesh Kumar,23-Mar-2026 05:29 PM,Dharamnagri41sanjeev.pdf (390.00 KB),Awarded to Mr. Sanjeev Kumar,Mukesh Kumar,Internal,Yogesh Nim,Mukesh Kumar,26-Feb-2026 05:58 PM,28-Feb-2026 04:30 PM,techsummary_2069159.pdf (548.59 KB),Finance,Three vaild bid found. which are admitted.,Mukesh Kumar,11-Mar-2026 04:27 PM,,BOQ Comparative Chart,Mukesh Kumar,Internal,Yogesh Nim,Mukesh Kumar,11-Mar-2026 06:03 PM,finsummary_2069159.pdf (250.83 KB),Technical,Three valid bid found. which are admitted.,Mukesh Kumar,25-Feb-2026 02:23 PM,,AOC,89.0,Nil,Nil,No,19-Feb-2026 10:00 AM,25-Feb-2026 02:00 PM,19-Feb-2026 10:00 AM,25-Feb-2026 11:00 AM,NA ,NA ,19-Feb-2026 10:00 AM,25-Feb-2026 11:00 AM,28-Feb-2026 04:30 PM,1.0,SBI Bank,Silt Clearance of Dharmnagri Drain from km. 0.000 to km. 1.800 for the year 2025-26(Lot-02),Silt Clearance of Dharmnagri Drain from km. 0.000 to km. 1.800 for the year 2025-26,Please refer Tender documents. ,NA ,"1,91,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Bijnor,246701.0,NA ,NA ,NA ,"E.G.C.C.D-4, Bijnor",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents(Contractor),"3,820",No,fixed,,Nil,Nil,E.E.,"E.G.C.C.D-4, Bijnor","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Bijnore||EGCD-4, bijnore",04/EE/2025-26,2026_UPIDC_1115288_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5927272,M/S SANJEEV KUMAR CONTRACTOR,25-Feb-2026 10:50 AM,Accepted-AOC,L1,23-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5925909,TYAGI JI CONTRACTOR,24-Feb-2026 08:05 PM,Rejected-AOC,L2,23-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
