S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
1,5972856,M/S MAHAVEER CONSTRUCTION AND GENERAL ORDER SUPPLIERS,16-Mar-2026 12:22 AM,Rejected-AOC,IInd Lowest Rate,19-Mar-2026 05:52 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1119904_2,1162-1/E.E. BLY/E-Tender/BLY/2025-26 Dt. 25.02.2026,Construction of C.C. Road and Drain work at Vill. Sili Jagir in Puliya to Anish House (Vidhayak Nidhi),1.0,5972417.0,Syed Construction,INR,"1,310,676.68",19-Mar-2026,"INR 1,310,676.68",60.0,Charan Singh Arya,19-Mar-2026 05:51 PM,LOI1.pdf (775.00 KB),Total Contract Value Rs. 1310676.68,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,17-Mar-2026 05:31 PM,17-Mar-2026 05:35 PM,techsummary_2091732.pdf (289.57 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,19-Mar-2026 12:59 PM,finance_2091732.pdf,BOQ Comparative Chart,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,19-Mar-2026 02:01 PM,finsummary_2091732.pdf (759.52 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,17-Mar-2026 05:24 PM,technical_2091732.pdf,AOC,"1,652",EE UPSCIDCO,BAREILLY,No,"26,300",No,fixed,,EE UPSCIDCO,BAREILLY,Construction of C.C. Road and Drain work at Vill. Sili Jagir in Puliya to Anish House (Vidhayak Nidhi),Construction of C.C. Road and Drain work at Vill. Sili Jagir in Puliya to Anish House (Vidhayak Nidhi),Construction of C.C. Road and Drain work at Vill. Sili Jagir in Puliya to Anish House (Vidhayak Nidhi) ,NA ,"13,11,070",Civil Works - Roads,Const. of C.C. Road and Drain work at Vill. Sili ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,09-Mar-2026 05:00 PM,16-Mar-2026 02:00 PM,09-Mar-2026 05:00 PM,16-Mar-2026 01:00 PM,NA ,NA ,09-Mar-2026 05:00 PM,16-Mar-2026 01:00 PM,17-Mar-2026 05:35 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,1162-1/E.E. BLY/E-Tender/BLY/2025-26 Dt. 25.02.2026,2026_SCIDC_1119904_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",1.0,RTGS - RTGS Payment,AOC
2,5972417,Syed Construction,14-Mar-2026 03:40 PM,Accepted-AOC,Ist Lowest Rate,19-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,AOC
