EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"29,400",No,fixed,,Nil,Nil,1.0,SBI Bank,766.0,Nil,Nil,No,Laying of cement concrete paver blocks on the service road between Gau Ghat and Km 0.785 on Bhikkawala Pump Canal,Laying of cement concrete paver blocks on the service road between Gau Ghat and Km 0.785 on Bhikkawala Pump Canal,please refer tender document.  ,NA ,,Miscellaneous Works,NA ,Tender,120.0,30.0,Bhikkawala,246722.0,NA ,NA ,NA ,"Office of the Executive Engineer, CSD-3, Kalagarh",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Fee, EMD, Pre bid qualification","U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Central Store Division-III, KALAGARH",66/EE/CSD-3/2025-26 (LOT-2),2026_UPIDM_1110721_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"Executive Engineer, CSD-3, kalagarh","Office of the Executive Engineer, CSD-3, Kalagarh",29-Jan-2026 04:45 PM,06-Feb-2026 03:00 PM,29-Jan-2026 04:45 PM,06-Feb-2026 02:00 PM,NA ,NA ,29-Jan-2026 04:45 PM,06-Feb-2026 02:00 PM,09-Feb-2026 03:05 PM,AOC,EE,Internal,,Manoj kumar Gour,09-Feb-2026 02:05 PM,09-Feb-2026 12:19 PM,techsummary_2051366.pdf (650.55 KB),Finance,4 FINANCIAL BIDS RECIEVED,Manoj kumar Gour,13-Feb-2026 05:20 PM,,BOQ Comparative Chart,EE,Internal,,Manoj kumar Gour,30-Mar-2026 05:00 PM,finsummary_2051366.pdf (650.55 KB),Technical,5 technical bids received,Manoj kumar Gour,09-Feb-2026 01:59 PM,,1.0,5845505.0,YOGESH KUMAR CONTRACTOR,INR,"1,384,635.42","U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Central Store Division-III, KALAGARH",2026_UPIDM_1110721_1,66/EE/CSD-3/2025-26 (LOT-2),Laying of cement concrete paver blocks on the service road between Gau Ghat and Km 0.785 on Bhikkawala Pump Canal,1,5846601,AARU ENTERPRISE,06-Feb-2026 11:45 AM,Rejected-Finance,HIGHER BID,30-Mar-2026 05:00 PM,30-Mar-2026,"INR 1,384,635.42",30.0,Manoj kumar Gour,30-Mar-2026 05:03 PM,66lot2yogesh.pdf (258.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5845849,dinesh kumar contractor,05-Feb-2026 10:53 PM,Rejected-Finance,HIGHER BID,30-Mar-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5845542,M/S SANJEEV KUMAR CONTRACTOR,05-Feb-2026 07:04 PM,Rejected-Finance,HIGHER BID,30-Mar-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5845738,RANA FABRICATORS,06-Feb-2026 12:28 PM,Rejected-Technical,technically not qualified,09-Feb-2026 02:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5845505,YOGESH KUMAR CONTRACTOR,05-Feb-2026 10:32 PM,Accepted-AOC,lowest bids rates,30-Mar-2026 05:04 PM,,,,,,,AOC
