Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
16-Mar-2026,"INR 223,665",14.0,Mahendra Kumar,16-Mar-2026 11:29 AM,Committee.pdf (173.00 KB),1st Highest,Technical,Technical Bid Open by Committee,Mahendra Kumar,07-Mar-2026 12:43 PM,technical_2083584.pdf,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Jaiswar Pramod Kumar 6 Vinod Kumar,Mahendra Kumar,07-Mar-2026 02:12 PM,07-Mar-2026 02:30 PM,techsummary_2083584.pdf (173.08 KB),1.0,5947150.0,M/S SURAJ PRASAD DWEVEDI AND SONS,INR,"223,665",Finance,Financial Bid open by committee,Mahendra Kumar,07-Mar-2026 03:22 PM,finance_2083584.pdf,BOQ Comparative Chart,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Jaiswar Pramod Kumar 6 Vinod Kumar,Mahendra Kumar,16-Mar-2026 11:24 AM,finsummary_2083584.pdf (173.08 KB),1,5951293,M/S RAM AND SONS SUPPLIERS,06-Mar-2026 12:41 PM,Rejected-Finance,L1,16-Mar-2026 11:24 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",2026_UPIDC_1120113_17,03/EE/20256-26,Auction for Extra Silt/Malba/Kachra in Maddupur Dy. from km 0.000 to 2.000 (L/B and R/B),AOC,Auction for Extra Silt/Malba/Kachra in Maddupur Dy. from km 0.000 to 2.000 (L/B and R/B),Auction,Please refer Tender documents. ,NA ,"1,20,000",Civil Works - Others,NA ,Tender,90.0,14.0,Kanpur,208004.0,NA ,NA ,NA ,Office of the E.E.K.D.L.G.C. Kanpur,No ,No,26-Feb-2026 11:00 AM,06-Mar-2026 03:00 PM,26-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,NA ,NA ,26-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,07-Mar-2026 02:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",03/EE/20256-26,2026_UPIDC_1120113_17,Yes,Auction,Item Rate,Works,2.0,No,No,Online,No,No,No,559.0,Nil,Nil,No,"1,20,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Executive Engineer,Office of the Executive Engineer Kanpur Division Lower Ganga Canal Kanpur 208004,1,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5947150,M/S SURAJ PRASAD DWEVEDI AND SONS,06-Mar-2026 01:49 PM,Accepted-AOC,1st Highest,16-Mar-2026 11:29 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,AOC
