EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"36,400",No,fixed,,"EE CD E and M U.P. Jal Nigam Urban, Varanasi",Varanasi,"3,540","EE CD E and M U.P. Jal Nigam Urban, Varanasi",Varanasi,No,1,BG - Bank Guarantee,Executive Engineer,"EE CD E and M U.P. Jal Nigam Urban, Varanasi",Operation and maintenance of 0.8 MW Solar Power plant Konia MPS Campus at Varanasi.,Operation and maintenance of 0.8 MW Solar Power plant Konia MPS Campus at Varanasi.,As per NIT and Tender Document  ,NA ,,Solar Power Plants,Operation and Maintenance  ,Rate Contract,120.0,365.0,Varanasi,221112.0,NA ,NA ,NA ,"EE CD E and M U.P. Jal Nigam Urban, Varanasi",No ,No,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (E-M), Lucknow||SE, Elect Mech Circle, Kanpur Nagar||EE Elect Mech Unit Kanpur Nagar",15/E-Tender/01 Dated 05.01.2026,2026_UPJNM_1105094_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,12-Jan-2026 01:30 PM,20-Feb-2026 01:00 PM,12-Jan-2026 01:30 PM,19-Feb-2026 05:00 PM,NA ,NA ,12-Jan-2026 01:30 PM,19-Feb-2026 05:00 PM,28-Feb-2026 04:30 PM,1.0,CORRIGENDUM2,Date,,AOC,Technical,Bid opening summary,Pawan Kumar Gupta,28-Feb-2026 12:30 PM,technical_2039042.pdf,P.K. Gupta,Internal,EE AE JET DA,Pawan Kumar Gupta,07-Mar-2026 03:30 PM,finsummary_2039042.pdf (11345.75 KB),Finance,Bid opening summary,Pawan Kumar Gupta,07-Mar-2026 03:25 PM,finance_2039042.pdf,BOQ Comparative Chart,P.K.Gupta,Internal,EE AE JET DA,Pawan Kumar Gupta,28-Feb-2026 04:23 PM,28-Feb-2026 04:30 PM,techsummary_2039042.pdf (8003.34 KB),07-Mar-2026,"INR 1,566,951.12",365.0,Pawan Kumar Gupta,07-Mar-2026 04:04 PM,AOCSOLAR15.pdf (6068.00 KB),As per AOC,1.0,5844999.0,Pioneer Drilling Company Pvt. Ltd.,INR,"1,566,951.12","U P Jal Nigam (HQ), Lucknow||Chief Engineer (E-M), Lucknow||SE, Elect Mech Circle, Kanpur Nagar||EE Elect Mech Unit Kanpur Nagar",2026_UPJNM_1105094_1,15/E-Tender/01 Dated 05.01.2026,Operation and maintenance of 0.8 MW Solar Power plant Konia MPS Campus at Varanasi.,1.0,5843212.0,M/S TURBO POWER,05-Feb-2026 08:47 AM,Rejected-Finance,As per financial Evaluation,07-Mar-2026 03:30 PM,AOC
,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5844999.0,Pioneer Drilling Company Pvt. Ltd.,19-Feb-2026 11:20 AM,Accepted-AOC,As per AOC,07-Mar-2026 04:04 PM,AOC
,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
