Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Superintending Engineer Drainage Circle Gzb,near victoria park colony meerut,"2,714",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Docs,07/se/2025-26,Anti-erosion work for the protection of village Kunheda situated on the left bank of Hindon river in Ghaziabad district,Please refer Tender documents. ,NA ,"3,00,57,000",Civil Works,NA ,Tender,90.0,90.0,Ghaziabad,201301.0,Office of S.E.Drainage Circle gzb Meerut  ,Office of S.E.Drainage Circle gzb Meerut  ,12-Mar-2026 01:00 PM ,Meerut,No ,No,11-Mar-2026 10:00 AM,17-Mar-2026 11:00 AM,11-Mar-2026 10:00 AM,16-Mar-2026 05:00 PM,NA ,NA ,11-Mar-2026 10:00 AM,16-Mar-2026 05:00 PM,24-Mar-2026 03:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad,07/SE/2025-26,2026_UPIDC_1122007_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Financial Bid Opening Date Corrigendum,Financial Bid Opening Date Corrigendum,,"6,02,000",No,fixed,,Nil,Nil,AOC,Bhupendra Pratap Singh,Internal,SE IIIrd Circle Agra,Bhupendra Pratap Singh,30-Mar-2026 01:43 PM,finsummary_2093197.pdf (549.71 KB),Technical,06 bid Admitted,Bhupendra Pratap Singh,21-Mar-2026 07:40 PM,technical_2093197.pdf,Bhupender Pratap Singh,Internal,SE IIIrd Circle Agra,Bhupendra Pratap Singh,21-Mar-2026 07:47 PM,24-Mar-2026 03:00 PM,techsummary_2093197.pdf (403.55 KB),Finance,05 bids admitted,Bhupendra Pratap Singh,24-Mar-2026 03:43 PM,finance_2093197.pdf,BOQ Comparative Chart,1.0,5974972.0,ARTIST BRO,INR,"16,787,857",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad,2026_UPIDC_1122007_8,07/SE/2025-26,07/se/2025-26,1,5963859,AJAY SHARMA,16-Mar-2026 04:23 PM,Rejected-AOC,L3,30-Mar-2026 01:52 PM,30-Mar-2026,"INR 16,787,857",90.0,Bhupendra Pratap Singh,30-Mar-2026 01:52 PM,AocMsArtistBro.pdf (506.00 KB),Contract Cost Including 18 percent GST,AOC
,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5974972,ARTIST BRO,16-Mar-2026 10:53 AM,Accepted-AOC,Contract Cost including 18 percent GST,30-Mar-2026 01:52 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5968478,Durga Engineers and Earth Movers,16-Mar-2026 04:37 PM,Rejected-AOC,L5,30-Mar-2026 01:52 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5970892,M/s B.B.Goyal,16-Mar-2026 09:40 AM,Rejected-AOC,L4,30-Mar-2026 01:52 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5978347,M/S KOSHER CONSTRUCTION PVT. LTD.,16-Mar-2026 03:21 PM,Rejected-AOC,L2,30-Mar-2026 01:52 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5964389,M/S RAJ CONSTRUCTION CO.,16-Mar-2026 03:16 PM,Rejected-Technical,Rejected,21-Mar-2026 07:47 PM,,,,,,,,AOC
