Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
14-Mar-2026,"INR 8,683,498.2",180.0,Munivir singh Rajput,11-Mar-2026 01:24 PM,AGRALOI16.pdf (607.00 KB),1,5949500,SANJAY ELECTRIC COMPANY,05-Mar-2026 09:04 PM,Accepted-AOC,1,11-Mar-2026 01:24 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Bareilly,2026_SCIDC_1119118_1,16/Elect./Agra/2025-26 Dated - 21.02.2026,"Supply, Installation, Testing and Commissioning of Solar Street Light 25 Watt on 7.00 Metre G I Octagonal Pole at S N Medical College Agra.",1.0,5949500.0,SANJAY ELECTRIC COMPANY,INR,"8,683,498.2",Technical,All Bids are Qualified.,Munivir singh Rajput,10-Mar-2026 03:14 PM,technical_2080502.pdf,Shri Munivir Singh,Internal,,Munivir singh Rajput,10-Mar-2026 06:03 PM,finsummary_2080502.pdf (569.45 KB),Finance,Rate of M/s. SANJAY ELECTRIC COMPANY is Accepted.,Munivir singh Rajput,10-Mar-2026 06:01 PM,finance_2080502.pdf,BOQ Comparative Chart,Shri Munivir Singh,Internal,,Munivir singh Rajput,10-Mar-2026 03:16 PM,10-Mar-2026 03:20 PM,techsummary_2080502.pdf (632.84 KB),AOC,Shri Munivir Singh,"Superintending Engineer (Elect.) H No. - 128, Paschimpuri, Panki ki Tanki ke Samne, Sikandra, Agra - 282007",U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Bareilly,16/Elect./Agra/2025-26 Dated - 21.02.2026,2026_SCIDC_1119118_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Supply, Installation, Testing and Commissioning of Solar Street Light 25 Watt on 7.00 Metre G I Octagonal Pole at S N Medical College Agra.","Supply, Installation, Testing and Commissioning of Solar Street Light 25 Watt on 7.00 Metre G I Octagonal Pole at S N Medical College Agra.",Please refer Tender documents. ,NA ,"87,00,900",Electrical Works,Solar Street Light ,Tender,195.0,180.0,S N Medical College Agra,282002.0,NA ,NA ,NA ,"H No. - 128, Paschimpuri, Sikandra, Agra.",No ,No,1.0,New Opening Date,Other,,21-Feb-2026 06:30 PM,07-Mar-2026 01:00 PM,21-Feb-2026 06:30 PM,07-Mar-2026 12:00 PM,NA ,NA ,21-Feb-2026 06:30 PM,07-Mar-2026 12:00 PM,10-Mar-2026 03:20 PM,1.0,RTGS - RTGS Payment,"2,360",UPSCIDCO,Agra,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,"1,75,000",Yes,fixed,,UPSCIDCO,Agra,AOC
,,,,,,2,5952637,Vishal Electricals,07-Mar-2026 10:29 AM,Rejected-AOC,2,11-Mar-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC
