S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,"2,336",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,EE RED KUSHINAGAR,EE RED KUSHINAGAR,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,05-Mar-2026 06:00 PM,"27,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2324/RED Tender KUSHINAGAR,2026_REDUP_1119268_23,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,VIKASKHAND RAMKOLA GRAM DODHARAHI MUNNARAJBHAR KE GHAR SE PREM KUSHWAHA KE GHAR TAK CC ROAD KA NIRMAD KARYA,VIKASKHAND RAMKOLA GRAM DODHARAHI MUNNARAJBHAR KE GHAR SE PREM KUSHWAHA KE GHAR TAK CC ROAD KA NIRMAD KARYA,Please refer Tender documents. ,NA ,"13,39,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,AOC,Finance,Bid Opening Summary,Praveen Kumar,05-Mar-2026 06:42 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,07-Mar-2026 10:39 PM,finsummary_2081207.pdf (146.90 KB),1.0,5942789.0,M/s Bindu Devi,INR,100.0,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1119268_23,2324/RED Tender KUSHINAGAR,VIKASKHAND RAMKOLA GRAM DODHARAHI MUNNARAJBHAR KE GHAR SE PREM KUSHWAHA KE GHAR TAK CC ROAD KA NIRMAD KARYA,1,5942789,M/s Bindu Devi,02-Mar-2026 09:23 PM,Accepted-AOC,L1,10-Mar-2026 11:39 AM,10-Mar-2026,INR 100,90.0,Virendra Kumar Pandey,10-Mar-2026 11:39 AM,23.pdf (147.00 KB),Technical,Bid Opening Summary,Virendra Kumar Pandey,05-Mar-2026 04:21 PM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,05-Mar-2026 04:54 PM,05-Mar-2026 06:00 PM,techsummary_2081207.pdf (887.21 KB),AOC
,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5945729,SHRI SURYA BLOCKS,03-Mar-2026 02:45 PM,Rejected-Finance,L2,07-Mar-2026 10:39 PM,,,,,,,,,,,,,,,,,,,AOC
