EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,22,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,92/UPPCL/GM-1/2025-26/E-TENDER Dated-14.01.2026,2026_UPPRC_1107660_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Rajkiya High School at P.M.S. Nawatola District-Sonebhadra (U.P.),Construction of Rajkiya High School at P.M.S. Nawatola District-Sonebhadra (U.P.),Please refer Tender documents. ,NA ,"1,10,56,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,District-Sonebhadra (U.P.),231201.0,NA ,NA ,NA ,Prayagraj,No ,No,"General Manager, Zone-1, Prayagraj","General Manager, Zone-1, U. P. Projects Corporation Ltd. 230/1A, Mehdaury, Teliyarganj, District-Prayagraj.",1.0,SBI Bank,"17,700",Nil,Nil,No,20-Jan-2026 11:00 AM,28-Jan-2026 03:00 PM,20-Jan-2026 11:00 AM,28-Jan-2026 02:00 PM,NA ,NA ,20-Jan-2026 11:00 AM,28-Jan-2026 02:00 PM,02-Feb-2026 02:00 PM,1,Fee/PreQual/Technical,.pdf,BIDDOC,AOC,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-16, Mirzapur, Accountant Unit-16, Mirzapur, General Manager Zone-5, Lucknow",SURESH CHANDRA YADAV,19-Mar-2026 06:39 PM,finsummary_2044305.pdf (456.01 KB),Technical,Enclosed,SURESH CHANDRA YADAV,31-Jan-2026 06:24 PM,technical_2044305.pdf,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-16, Mirzapur, Accountant Unit-16, Mirzpur, General Manager Zone-5, Lucknow",SURESH CHANDRA YADAV,31-Jan-2026 06:26 PM,02-Feb-2026 02:00 PM,techsummary_2044305.pdf (687.29 KB),Finance,Enclosed,SURESH CHANDRA YADAV,19-Mar-2026 06:36 PM,finance_2044305.pdf,BOQ Comparative Chart,1.0,5826256.0,Om enterprises,INR,"10,984,221.87",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,2026_UPPRC_1107660_1,92/UPPCL/GM-1/2025-26/E-TENDER Dated-14.01.2026,Construction of Rajkiya High School at P.M.S. Nawatola District-Sonebhadra (U.P.),1,5824673,M/S S K V ENTERPRISES,26-Jan-2026 12:17 PM,Rejected-AOC,Accept,19-Mar-2026 06:42 PM,19-Mar-2026,"INR 10,984,221.87",270.0,SURESH CHANDRA YADAV,19-Mar-2026 06:42 PM,Agrr106.pdf (339.00 KB),Enclosed,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5826256,Om enterprises,28-Jan-2026 11:22 AM,Accepted-AOC,Accept,19-Mar-2026 06:42 PM,,,,,,,,AOC
