Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,UNDER MLA FUND CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR,UNDER MLA FUND CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR Village Jainapur cauraha se Chattu Maurya ke dukan tak pich road,Please refer Tender documents. ,NA ,,Construction Works,UNDER MLA FUND CONSTRUCTION OF CC ROAD  ,Tender,90.0,90.0,Ambedkarnagar,224122.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,03-Feb-2026 11:00 AM ,EE office up scidco,No ,No,1,Fee/PreQual/Technical,.pdf,UNDER MLA FUND CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR Village Jainapur cauraha se Chattu Maurya,31-Jan-2026 01:35 PM,06-Feb-2026 11:00 AM,31-Jan-2026 01:35 PM,06-Feb-2026 09:00 AM,NA ,NA ,31-Jan-2026 01:35 PM,06-Feb-2026 09:00 AM,24-Feb-2026 01:40 PM,"24,000",No,fixed,,E E U P Scidco,Ayodhya,"1,652",online,Ayodhya,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,607/E E/Ayo/E Tender/MLA FUND/25-26 30.01.2026,2026_SCIDC_1111185_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,FDR - Fixed Deposit,AOC,EE,Internal,EE AA,Jagpal Verma,24-Feb-2026 01:36 PM,24-Feb-2026 01:40 PM,techsummary_2052601.pdf (576.31 KB),Finance,Financial Bid opening summary,Jagpal Verma,01-Mar-2026 04:55 PM,finance_2052601.pdf,BOQ Comparative Chart,EE,Internal,E E Asst Act,Jagpal Verma,01-Mar-2026 04:57 PM,finsummary_2052601.pdf (542.47 KB),Technical,Technical,Jagpal Verma,24-Feb-2026 01:14 PM,technical_2052601.pdf,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1111185_1,607/E E/Ayo/E Tender/MLA FUND/25-26 30.01.2026,UNDER MLA FUND CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR,1.0,5843002.0,SARITA CONTRACTOR,INR,"1,207,800",1,5845524,M/S VK CONSTRUCTION CO.,05-Feb-2026 06:51 PM,Rejected-Finance,not ok,01-Mar-2026 04:57 PM,01-Mar-2026,"INR 1,207,800",90.0,Jagpal Verma,05-Mar-2026 11:18 AM,LOI.pdf (390.00 KB),UNDER MLA FUND CONSTRUCTION OF CC ROAD AT BLOCK AKBARPUR,AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5843002,SARITA CONTRACTOR,04-Feb-2026 05:00 PM,Accepted-AOC,ok,05-Mar-2026 11:18 AM,,,,,,,,AOC
