Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,05-Mar-2026 05:15 PM,05-Mar-2026 06:00 PM,techsummary_2081191.pdf (887.21 KB),Technical,Bid Opening Summary,Virendra Kumar Pandey,05-Mar-2026 03:53 PM,,17-Mar-2026,INR 100,90.0,Virendra Kumar Pandey,17-Mar-2026 09:44 PM,13.pdf (446.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1119268_13,2324/RED Tender KUSHINAGAR,GRAMSABHA AMAWA SHREE DUBEY ME BHOLENATH DUBEY KE GHAR SE PRATHMIK VIDYALAY KE TARAF JANE WALE MARG PAR CC ROAD KA NIRMAD KARYA,1,5945887,M/S A P S CONSTRUCTION COMPANY,03-Mar-2026 03:31 PM,Rejected-Finance,L2,17-Mar-2026 02:25 PM,1.0,5944453.0,m/s om traders,INR,100.0,Finance,Bid Opening Summary,Praveen Kumar,05-Mar-2026 09:49 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,17-Mar-2026 02:25 PM,finsummary_2081191.pdf (445.69 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,EE RED KUSHINAGAR,EE RED KUSHINAGAR,752.0,Nil,Nil,No,"21,000",No,fixed,,Nil,Nil,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,05-Mar-2026 06:00 PM,GRAMSABHA AMAWA SHREE DUBEY ME BHOLENATH DUBEY KE GHAR SE PRATHMIK VIDYALAY KE TARAF JANE WALE MARG PAR CC ROAD KA NIRMAD KARYA,GRAMSABHA AMAWA SHREE DUBEY ME BHOLENATH DUBEY KE GHAR SE PRATHMIK VIDYALAY KE TARAF JANE WALE MARG PAR CC ROAD KA NIRMAD KARYA,Please refer Tender documents. ,NA ,"10,27,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2324/RED Tender KUSHINAGAR,2026_REDUP_1119268_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5944453,m/s om traders,03-Mar-2026 03:21 PM,Accepted-AOC,L1,17-Mar-2026 09:44 PM,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
