Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,EE RED KUSHINAGAR,EE RED KUSHINAGAR,"2,336",Nil,Nil,No,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 03:00 PM,05-Mar-2026 03:00 PM,05-Mar-2026 06:00 PM,1.0,SBI Bank,VIKAS KHAND PADRAUNA KEGRAM SABHA GAGRANI ME ADALAT SAINI KE GHAR KALPNATH JAISWAL KE GHAR JANE WALE MARG PAR CC ROAD NIRMAD KARYA,VIKAS KHAND PADRAUNA KEGRAM SABHA GAGRANI ME ADALAT SAINI KE GHAR KALPNATH JAISWAL KE GHAR JANE WALE MARG PAR CC ROAD NIRMAD KARYA,Please refer Tender documents. ,NA ,"18,32,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2324/RED Tender KUSHINAGAR,2026_REDUP_1119268_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"37,000",No,fixed,,Nil,Nil,AOC,Technical,Bid Opening Summary,Virendra Kumar Pandey,05-Mar-2026 03:20 PM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,17-Mar-2026 01:41 PM,finsummary_2081166.pdf (289.70 KB),Finance,Bid Opening Summary,Praveen Kumar,05-Mar-2026 10:21 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,05-Mar-2026 05:34 PM,05-Mar-2026 06:00 PM,techsummary_2081166.pdf (887.21 KB),17-Mar-2026,INR 100,90.0,Virendra Kumar Pandey,18-Mar-2026 10:04 AM,3.pdf (446.00 KB),1,5947255,MS OM CONSTRUCTION PRO- DEEPAK KUMAR SINGH,05-Mar-2026 10:55 AM,Rejected-AOC,L2,18-Mar-2026 10:04 AM,1.0,5947244.0,VIKRANT ASSOCIATES,INR,100.0,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1119268_3,2324/RED Tender KUSHINAGAR,VIKAS KHAND PADRAUNA KEGRAM SABHA GAGRANI ME ADALAT SAINI KE GHAR KALPNATH JAISWAL KE GHAR JANE WALE MARG PAR CC ROAD NIRMAD KARYA,AOC
2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5947244,VIKRANT ASSOCIATES,05-Mar-2026 11:08 AM,Accepted-AOC,L1,18-Mar-2026 10:04 AM,,,,,,,,,,AOC
