Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
09-Mar-2026,"INR 2,197,658",180.0,Pramod Kumar,09-Mar-2026 06:27 PM,2.pdf (307.00 KB),l1,1,5824161,BANKE BIHARI CONTRACTOR & GENERAL ORDER SUPPLIERS,26-Jan-2026 01:05 PM,Accepted-AOC,L1,09-Mar-2026 06:27 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2026_UPIDC_1107737_2,03/EE/2025-26,Construction of drainage syphon at Km 10.360 of Akbarpur Dy.,1.0,5824161.0,BANKE BIHARI CONTRACTOR & GENERAL ORDER SUPPLIERS,INR,"2,197,658",Technical,file add,Pramod Kumar,09-Feb-2026 01:12 PM,technical_2044555.pdf,Pramod Kumar,Internal,AKHILESH KUMAR SINGH,Pramod Kumar,23-Feb-2026 07:16 PM,finsummary_2044555.pdf (170.15 KB),Finance,file add,Pramod Kumar,23-Feb-2026 05:40 PM,finance_2044555.pdf,BOQ Comparative Chart,Pramod Kumar,Internal,AKHILESH KUMAR SINGH,Pramod Kumar,19-Feb-2026 10:28 AM,19-Feb-2026 11:00 AM,techsummary_2044555.pdf (170.16 KB),AOC,Construction of drainage syphon at Km 10.360 of Akbarpur Dy.,Construction of drainage syphon at Km 10.360 of Akbarpur Dy.,Please refer Tender documents. ,NA ,"22,16,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Shrawasti,271805.0,NA ,NA ,NA ,EE Saryu Nahar Khand-1 Balrampur,No ,No,21-Jan-2026 10:00 AM,28-Jan-2026 11:00 AM,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,NA ,NA ,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,19-Feb-2026 11:00 AM,"44,400",Yes,fixed,,Nil,Nil,EE Saryu Nahar Khand-1 Balrampur,EE Saryu Nahar Khand-1 Balrampur,1,Fee/PreQual/Technical,.pdf,NIT,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",03/EE/2025-26,2026_UPIDC_1107737_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"2,354",Nil,Nil,No,AOC
,,,,,,,2,5824260,SHRI KRISHNA SHUKLA,26-Jan-2026 01:31 PM,Rejected-Finance,L2,23-Feb-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
