Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
09-Mar-2026,"INR 1,470,190.37",180.0,Pramod Kumar,09-Mar-2026 06:57 PM,4.pdf (336.00 KB),L1,1,5826810,AKANKSHA ASSOCIATES,27-Jan-2026 01:39 PM,Rejected-Finance,L10,23-Feb-2026 07:56 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2026_UPIDC_1107737_4,03/EE/2025-26,Construction of Drainage Syphon at Km 4.750 of Samda Mr.,1.0,5827522.0,MAHIPAL PANDEY,INR,"1,470,190.37",Technical,file add,Pramod Kumar,09-Feb-2026 01:22 PM,technical_2044609.pdf,Pramod Kumar,Internal,AKHILESH KUMAR SINGH,Pramod Kumar,23-Feb-2026 07:56 PM,finsummary_2044609.pdf (170.16 KB),Finance,file add,Pramod Kumar,23-Feb-2026 05:58 PM,finance_2044609.pdf,BOQ Comparative Chart,Pramod Kumar,Internal,AKHILESH KUMAR SINGH,Pramod Kumar,19-Feb-2026 10:33 AM,19-Feb-2026 11:00 AM,techsummary_2044609.pdf (170.16 KB),AOC,EE Saryu Nahar Khand-1 Balrampur,EE Saryu Nahar Khand-1 Balrampur,1.0,SBI Bank,"43,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,Construction of Drainage Syphon at Km 4.750 of Samda Mr.,Construction of Drainage Syphon at Km 4.750 of Samda Mr.,Please refer Tender documents. ,NA ,"21,80,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Balrampur,271201.0,NA ,NA ,NA ,EE Saryu Nahar Khand-1 Balrampur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",03/EE/2025-26,2026_UPIDC_1107737_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,21-Jan-2026 10:00 AM,28-Jan-2026 11:00 AM,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,NA ,NA ,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,19-Feb-2026 11:00 AM,AOC
,,,,,,,2,5822611,MAA LAXMI TRADERS,27-Jan-2026 12:10 PM,Rejected-Finance,L9,23-Feb-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5827522,MAHIPAL PANDEY,27-Jan-2026 04:13 PM,Accepted-AOC,L1,09-Mar-2026 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5824192,M/S GANESH DUTT SINGH CONTRACTOR,26-Jan-2026 03:54 PM,Rejected-Finance,L2,23-Feb-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,5826233,m/s kanihya lal yadav,27-Jan-2026 11:19 AM,Rejected-Finance,L6,23-Feb-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,5826618,M/s Manu Enterprises,27-Jan-2026 12:10 PM,Rejected-Finance,L12,23-Feb-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,5826889,M/S MISHRI LAL CONTRACTOR,27-Jan-2026 03:35 PM,Rejected-Finance,L6,23-Feb-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,5827336,M/S OM SAI TRADERS,27-Jan-2026 02:56 PM,Rejected-Finance,L11,23-Feb-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,5826530,M/S RAJESH CONSTRUCTION,27-Jan-2026 12:10 PM,Rejected-Finance,L5,23-Feb-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,5823467,M/S RAM KRISHAN MISHRA CONTRECTOR,26-Jan-2026 12:18 PM,Rejected-Finance,L4,23-Feb-2026 07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
