Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
18-Mar-2026,"INR 14,205,232.51",90.0,Anil Gupta,17-Mar-2026 07:37 PM,aoc.pdf (738.00 KB),AOC,1,5942287,AKANKSHA ASSOCIATES,02-Mar-2026 01:32 PM,Rejected-Finance,L-3,16-Mar-2026 03:04 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-1, Balrampur",2026_UPIDC_1106549_4,08/SE/2025-26,PROTECTION WORK OF RAPTI MAIN CANAL ESCAPE OFFTAKE FROM Km. 67.460 OF TAIL FALL Km. 0.850 FOR SCOURING AND EROSION CUM EARTH WORK IN SERVICE ROAD FOR APPROACH. in distt. Balrampur.,1.0,5942271.0,VINAY PRAKASH SHUKLA,INR,"14,205,232.51",Finance,Finincal Evaluation,Anil Gupta,16-Mar-2026 02:58 PM,finance_2078330.pdf,BOQ Comparative Chart,Anil Kumar Gupta,Internal,Narendra Prasad Singh,Anil Gupta,07-Mar-2026 02:46 PM,10-Mar-2026 04:00 PM,techsummary_2078330.pdf (1089.22 KB),Technical,Techenical Evaluation,Anil Gupta,07-Mar-2026 02:41 PM,,Anil Kumar Gupta,Internal,Narendra Prasad Singh,Anil Gupta,16-Mar-2026 03:04 PM,finsummary_2078330.pdf (920.84 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Document,PROTECTION WORK OF RAPTI MAIN CANAL ESCAPE OFFTAKE FROM Km. 67.460 OF TAIL FALL Km. 0.850 FOR SCOURING AND EROSION CUM EARTH WORK IN SERVICE ROAD FOR APPROACH. in distt. Balrampur.,as per tender notice,as per tender notice ,NA ,"1,50,41,000",Civil Works,NA ,Tender,90.0,90.0,Balrampur,271201.0,NA ,NA ,NA ,Balrampur,No ,No,1.0,SBI Bank,"3,01,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-1, Balrampur",08/SE/2025-26,2026_UPIDC_1106549_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,20-Feb-2026 10:00 AM,03-Mar-2026 03:00 PM,20-Feb-2026 10:00 AM,03-Mar-2026 01:00 PM,NA ,NA ,20-Feb-2026 10:00 AM,03-Mar-2026 01:00 PM,10-Mar-2026 04:00 PM,SUPERINTENDING ENGINEER,Rapti Nahar Nirman Mandal 1 Balrampur,AOC
,,,,,,,2,5942284,Chandra Kamal Pandey,01-Mar-2026 12:17 PM,Rejected-Finance,L-2,16-Mar-2026 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5945362,MAHIPAL PANDEY,03-Mar-2026 11:02 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Mar-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5942271,VINAY PRAKASH SHUKLA,01-Mar-2026 12:04 PM,Accepted-AOC,L-1,17-Mar-2026 07:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
