S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
1.0,5898779.0,NIKHIL CONSTRUCTION,INR,"21,283,793.88","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",2026_UPIDC_1113784_4,05/SE/2025-26,Restoration and Pucca work of Meja dy. From km 4.200 to km 10.200.,1,5901687,M/S PAWAN KUMAR,20-Feb-2026 12:35 PM,Rejected-Technical,NOT ENOUGH EXPERIENCE.,26-Feb-2026 05:48 PM,16-Mar-2026,"INR 21,283,793.88",540.0,Ramesh Kumar Singh,24-Mar-2026 05:28 PM,lot04.pdf (296.00 KB),L1,SE IWC PRAYAGRAJ,Internal,SE IWC MIRZAPUR EE BCD PRAYAGRAJ,Ramesh Kumar Singh,16-Mar-2026 11:07 AM,finsummary_2063945.pdf (296.12 KB),Technical,06 bids admitted for technical evaluation.,Ramesh Kumar Singh,26-Feb-2026 05:35 PM,,SE RK SINGH,Internal,"SE IWC MIRZAPUR EE BELAN CANAL DIVISION, PRAYAGRAJ",Ramesh Kumar Singh,26-Feb-2026 05:48 PM,28-Feb-2026 12:00 PM,techsummary_2063945.pdf (305.83 KB),Finance,04 bids admitted for finanicial evaluation.,Ramesh Kumar Singh,16-Mar-2026 11:04 AM,,BOQ Comparative Chart,AOC,09-May-2026 12:24 PM,20-Feb-2026 03:30 PM,09-Feb-2026 01:50 PM,20-Feb-2026 03:00 PM,NA ,NA ,09-Feb-2026 01:50 PM,20-Feb-2026 03:00 PM,28-Feb-2026 12:24 PM,Restoration and Pucca work of Meja dy. From km 4.200 to km 10.200.,Restoration and Pucca work of Meja dy. From km 4.200 to km 10.200.,Please refer Tender documents. ,NA ,"2,79,93,000",Civil Works,NA ,Tender,90.0,540.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,IWC PRAYAGRAJ,No ,No,"5,59,860",No,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",05/SE/2025-26,2026_UPIDC_1113784_4,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Document,1.0,SBI Bank,"2,354",Nil,Nil,No,SE,"SE, IRRIGATION WORK CIRCLE, 9 SAPRU ROAD, CIVIL LINE, PRAYAGRAJ",AOC
,,,,,,,,,2,5878279,M/S PRATAP NIRMAN SANSTHAN,20-Feb-2026 11:39 AM,Rejected-Finance,L3,16-Mar-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,3,5878762,m/s VIJAY CONSTRUTION,20-Feb-2026 11:01 AM,Rejected-Technical,NOT ENOUGH EXPERIENCE.,26-Feb-2026 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5898779,NIKHIL CONSTRUCTION,20-Feb-2026 12:36 PM,Accepted-AOC,L1,24-Mar-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5898491,shivansh venture pvt ltd,19-Feb-2026 07:22 PM,Rejected-Finance,L4,16-Mar-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5898660,VINAY KUMAR SINGH,20-Feb-2026 12:07 PM,Rejected-Finance,L2,16-Mar-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
