Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
12-Mar-2026,"INR 2,013,000",15.0,Ashok Kumar,18-Mar-2026 01:37 PM,AOCravienggLOT5.pdf (898.00 KB),"M/S Ravi Engg. Udyog, Dist Aligarh",1,5955583,M/S GAJENDRA ENGG. WORKS,07-Mar-2026 07:31 PM,Rejected-Finance,Highest,10-Mar-2026 04:11 PM,1.0,5947879.0,M/S RAVI ENGINEERING UDYOG,INR,"2,013,000",U P Irrigation Department (Mechanical)||Chief Engineer Tubewell West Meerut||S E TWC Agra||EE TC Division Agra,2026_UPIDM_1119076_1,06/EE/2025-26 LOT 5,DRILLING OF STATE TUBEWELLS,Finance,financial qualified,Ashok Kumar,10-Mar-2026 03:44 PM,,BOQ Comparative Chart,ASHOK KUMAR SINGH,Internal,,Ashok Kumar,10-Mar-2026 03:16 PM,10-Mar-2026 03:20 PM,techsummary_2080406.pdf (361.18 KB),Technical,Bidder qualified for financial,Ashok Kumar,10-Mar-2026 02:46 PM,,Ashok Kumar singh,Internal,,Ashok Kumar,10-Mar-2026 04:11 PM,finsummary_2080406.pdf (361.18 KB),AOC,U P Irrigation Department (Mechanical)||Chief Engineer Tubewell West Meerut||S E TWC Agra||EE TC Division Agra,06/EE/2025-26 LOT 5,2026_UPIDM_1119076_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,03-Mar-2026 12:00 PM,09-Mar-2026 03:00 PM,03-Mar-2026 12:00 PM,09-Mar-2026 12:00 PM,NA ,NA ,26-May-2026 12:18 PM,09-Mar-2026 12:00 PM,10-Mar-2026 03:20 PM,1.0,EMD Online,Other,,1.0,SBI Bank,354.0,NIL,NIL,No,1.0,Fee/PreQual/Technical,.pdf,NIT,EE TCD AGRA,EE TCD AGRA,"42,000",No,fixed,,EE TCD AGRA,AGRA,DRILLING OF STATE TUBEWELLS,DRILLING OF STATE TUBEWELLS,Please refer Tender documents. ,NA ,"20,91,000",Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,90.0,15.0,ALIGARH,202001.0,NA ,NA ,NA ,EE TCD AGRA,No ,No,AOC
,,,,,,,2,5956399,M/S RAJ VARDHAN H.U.F,08-Mar-2026 04:38 PM,Rejected-AOC,2nd Lowest rejected,18-Mar-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5947879,M/S RAVI ENGINEERING UDYOG,07-Mar-2026 06:54 PM,Accepted-AOC,Lowest Bidder,18-Mar-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
