Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
E E Bansagar Division_10 Mirzapur,E E Bansagar Division_10 Mirzapur,1,Fee/PreQual/Technical,.pdf,Tender Document,"19,900",No,fixed,,Nil,Nil,766.0,Nil,Nil,No,09-Mar-2026 05:00 PM,16-Mar-2026 03:00 PM,09-Mar-2026 05:30 PM,16-Mar-2026 02:00 PM,NA ,NA ,09-Mar-2026 05:30 PM,16-Mar-2026 02:00 PM,17-Mar-2026 04:40 PM,1.0,SBI Bank,Providing launching apron with top layer in wire crates (2.5x1.5x1.0M) using stone boulder from 25-60 kg in front of gate no.-1 and 2 in down stream of Adwa Barrage,Providing launching apron with top layer in wire crates (2.5x1.5x1.0M) using stone boulder from 25-60 kg in front of gate no.-1 and 2 in down stream of Adwa Barrage,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,14.0,Mirzapur,231001.0,NA ,NA ,NA ,Mirzapur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-2, Mirjapur||BCCD-10, Mirzapur",NIT03/EE/2025-26,2026_UPIDC_1111686_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Technical bid Summary,Amit Kumar Srivastava,17-Mar-2026 04:35 PM,technical_2091779.pdf,AMIT KUMAR SRIVASTAVA EE,Internal,"MERAJ AHMAD KHAN EE, ASHOK KUMAR YADAV EE",Amit Kumar Srivastava,18-Mar-2026 04:49 PM,finsummary_2091779.pdf (1451.22 KB),Finance,Bid Summary,Amit Kumar Srivastava,18-Mar-2026 04:45 PM,finance_2091779.pdf,BOQ Comparative Chart,Amit Kumar Srivastav EE,Internal,Meraj Ahmad Khan EE Ashok KUmar YadavEE,Amit Kumar Srivastava,17-Mar-2026 04:38 PM,17-Mar-2026 04:40 PM,techsummary_2091779.pdf (1439.94 KB),18-Mar-2026,"INR 872,215",14.0,Amit Kumar Srivastava,18-Mar-2026 04:53 PM,DOS_AG_03.pdf (711.00 KB),CONTRACT AWARDED TO L-1,1.0,5972734.0,ANIL KUMAR SINGH,INR,"872,215","U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-2, Mirjapur||BCCD-10, Mirzapur",2026_UPIDC_1111686_3,NIT03/EE/2025-26,Providing launching apron with top layer in wire crates (2.5x1.5x1.0M) using stone boulder from 25-60 kg in front of gate no.-1 and 2 in down stream of Adwa Barrage,1,5972734,ANIL KUMAR SINGH,14-Mar-2026 05:03 PM,Accepted-AOC,CONTRACT AWARDED,18-Mar-2026 04:53 PM,AOC
,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5977291,M/S BADRI SINGH,16-Mar-2026 01:08 PM,Rejected-Finance,Being not L-1,18-Mar-2026 04:49 PM,AOC
