Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
28-Mar-2026,"INR 10,095,096.94",90.0,SHASHI BHUSHAN VARSHNEYA,12-Mar-2026 03:38 PM,AgreementSahil.pdf (1799.00 KB),"Contract Awarded to M/s Sahil Traders, Mathura",UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,2026_UPSBC_1104660_1,1677/ET/CPM/Agra/2025-26 Dated 07.01.2026,Electric Line shiftting and dismantling work Firozabad,1.0,5828239.0,sahiltraders,INR,"10,095,096.94",1,5815778,ARABH ELECTRICAL,28-Jan-2026 02:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Feb-2026 06:47 PM,Technical,Technical Summary,SHASHI BHUSHAN VARSHNEYA,07-Feb-2026 06:47 PM,technical_2038184.pdf,Shashi bhusan,Internal,"A.k. Singh (PM-M), R.B. Diwakar (DPM), Dheeraj Kumar Saxena (Accountant)",SHASHI BHUSHAN VARSHNEYA,26-Feb-2026 04:15 PM,finsummary_2038184.pdf (166.47 KB),Finance,Financial Summary,SHASHI BHUSHAN VARSHNEYA,26-Feb-2026 03:51 PM,finance_2038184.pdf,BOQ Comparative Chart,Shashi bhusan,Internal,"A.K. Singh (Manager Equipment), R.B. Diwakar (DPM), Dheeraj Kumar Saxena (Accountant)",SHASHI BHUSHAN VARSHNEYA,07-Feb-2026 06:50 PM,09-Feb-2026 12:00 PM,techsummary_2038184.pdf (209.51 KB),AOC,Electric Line shiftting and dismantling work Firozabad,Line shiftting and dismantling work of existing line 33 KV and 11 KV in the route of construction of over bridge at Jain Mandir Chauraha To Suhag Nagar Chauraha Distt Firozabad,Please refer Tender documents. ,NA ,"1,12,03,082",Civil Works - Bridges,NA ,Tender,30.0,90.0,Jain Mandir Temple Firozabad,283203.0,NA ,NA ,NA ,Agra,No ,No,"5,900",As per tender document,As per tender document,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,Chief Project Manager,"H.N.-5, Vishwakarma Enclave Extension, Shastripuram Road, Sikandra, AGRA",08-Jan-2026 01:00 PM,28-Jan-2026 05:00 PM,08-Jan-2026 01:00 PM,28-Jan-2026 03:00 PM,NA ,NA ,08-Jan-2026 01:00 PM,28-Jan-2026 03:00 PM,09-Feb-2026 12:00 PM,1.0,RTGS - RTGS Payment,"2,25,000",No,fixed,,As per tender document,As per tender document,UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,1677/ET/CPM/Agra/2025-26 Dated 07.01.2026,2026_UPSBC_1104660_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5828829,MODULAR LIGHTING (INDIA) PRIVATE LIMITED,28-Jan-2026 02:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Feb-2026 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5823984,M/s Jaswantpur Filling Station,27-Jan-2026 10:29 PM,Rejected-Finance,Find L2,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5829113,M/S RAHUL ENTERPRISES,28-Jan-2026 02:12 PM,Rejected-Finance,Find L3,26-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5828239,sahiltraders,27-Jan-2026 11:07 PM,Accepted-AOC,Find Lowest Tender,12-Mar-2026 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
