Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"3,540","Executive Engineer, Construction Division jhansi",Jhansi,No,"Office of the Executive Engineer, Construction Div","Office of the Executive Engineer, Construction Division UPJN Urban Jhansi",09-Feb-2026 09:00 AM,23-Feb-2026 04:00 PM,09-Feb-2026 09:00 AM,23-Feb-2026 03:00 PM,09-Feb-2026 09:00 AM ,16-Feb-2026 09:00 AM ,09-Feb-2026 09:00 AM,23-Feb-2026 03:00 PM,23-Mar-2026 04:00 PM,1.0,BG - Bank Guarantee,1.0,Corrigendum on bid submission date,Other,,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Kanpur)||SE, 14th Circle, Kanpur",NIT NO 283/ M-3 / 14 Date 04/02/26,2026_UPJNM_1113563_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Offline,No,No,No,"42,000",Yes,fixed,,"Executive Engineer, Construction Division jhansi",Jhansi,Clear water Feeder Main from Clear water Gravity main to Cwr at residential area of Sudha Vihar Colony,As per attatched tender document,As per attatched tender document ,NA ,"20,56,977",Civil Works - Water Works,Water Supply Pipe Line ,Tender,120.0,90.0,Jhansi,284001.0,Jhansi ,"Office of the Executive Engineer, Construction Division UPJN Urban Jhansi ",16-Feb-2026 12:30 PM ,Jhansi,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Technical Document,AOC,Technical,Technical Evolution in progress.,Mukesh Pal Singh,19-Mar-2026 08:39 PM,,Mukesh Pal Singh Executive Engineer CD Jhansi,Internal,"Abnish Mishra Assistant Engineer CD Jhansi , Ravi kumar shukla JE CD Jhansi and Amit kumar gupta Accountent CD Jhansi",Mukesh Pal Singh,30-Mar-2026 04:54 PM,finsummary_2062048.pdf (568.30 KB),Finance,Financial evolution in progress,Mukesh Pal Singh,30-Mar-2026 04:45 PM,,BOQ Comparative Chart,Mukesh Pal Singh Executive Engineer CD Jhansi,Internal,"Ravi Kumar Shukla JE Technical CD Jhansi, Abnish MIshra Assistant Engineer CD Jhansi And Amit Kumar Gupta Accountent CD Jhansi",Mukesh Pal Singh,19-Mar-2026 08:55 PM,23-Mar-2026 04:00 PM,techsummary_2062048.pdf (454.32 KB),04-Apr-2026,"INR 1,828,446.704",90.0,Mukesh Pal Singh,30-Mar-2026 05:14 PM,LOISudhavihar.pdf (552.00 KB),Reference Letter no 807/M-3/61 Dated 30/03/2026,1.0,5916372.0,M/S PUSHPENDRA ENGINEERING ASSOCIATES,INR,"1,828,446.704","U P Jal Nigam (HQ), Lucknow||Chief Engineer (Kanpur)||SE, 14th Circle, Kanpur",2026_UPJNM_1113563_1,NIT NO 283/ M-3 / 14 Date 04/02/26,Clear water Feeder Main from Clear water Gravity main to Cwr at residential area of Sudha Vihar Colony,1,5916372,M/S PUSHPENDRA ENGINEERING ASSOCIATES,23-Feb-2026 02:55 PM,Accepted-AOC,Due to being first lowest and full fill all the criteria of tender document,30-Mar-2026 05:14 PM,AOC
,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5903037,PUSHPENDER SINGH YADAV CONTRACTOR,23-Feb-2026 12:07 PM,Rejected-Finance,Due to being second lowest,30-Mar-2026 04:54 PM,AOC
,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5916445,SHYAM BABA ENTERPRISES,23-Feb-2026 01:16 PM,Rejected-Finance,Due to being third lowest .,30-Mar-2026 04:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5917030,Sujan Singh Enterprises Agra,23-Feb-2026 02:33 PM,Rejected-Technical,The tender documents do not fulfill all the required criteria,19-Mar-2026 08:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5911650,SURENDRA KUMAR ARYA THEKEDAR,23-Feb-2026 01:41 PM,Rejected-Technical,The tender documents do not fulfill all the required criteria,19-Mar-2026 08:55 PM,AOC
