Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"BEUTIFICATION OF PARK AND BOUNDARY WALL OF AMBEDKAR PARK AT VILL. MUIUDDINPUR, TEHSIL- FIROZABAD.","BEUTIFICATION OF PARK AND BOUNDARY WALL OF AMBEDKAR PARK AT VILL. MUIUDDINPUR, TEHSIL- FIROZABAD.",Please refer Tender documents. ,NA ,"25,42,000",Civil Works,NA ,Tender,180.0,180.0,SIKANDRA AGRA,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,28-Feb-2026 06:55 PM,09-Mar-2026 01:00 PM,28-Feb-2026 06:55 PM,09-Mar-2026 12:00 PM,NA ,NA ,28-Feb-2026 06:55 PM,09-Mar-2026 12:00 PM,12-Mar-2026 01:40 PM,"51,000",No,fixed,,UPSCIDCO,FIROZABAD,1.0,RTGS - RTGS Payment,EXECUTIVE ENGINEER,"Ex. En. Office H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,151/FZD/MP/25-26,2026_SCIDC_1121543_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"1,652",UPSCIDCO,FIROZABAD,No,AOC,SUPERINTENDING ENGINEER,Internal,,Sanjai Gangwar,12-Mar-2026 01:36 PM,12-Mar-2026 01:40 PM,techsummary_2086904.pdf (522.47 KB),Finance,Rate of M S CONSTRUCTION is accepted.,Pramod Kumar,16-Mar-2026 12:48 PM,finance_2086904.pdf,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,,Sanjai Gangwar,16-Mar-2026 02:34 PM,finsummary_2086904.pdf (184.00 KB),Technical,All bids are ok.,Sanjai Gangwar,12-Mar-2026 12:28 PM,technical_2086904.pdf,1.0,5956021.0,M S CONSTRUCTION,INR,"2,541,587.88",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2026_SCIDC_1121543_1,151/FZD/MP/25-26,"BEUTIFICATION OF PARK AND BOUNDARY WALL OF AMBEDKAR PARK AT VILL. MUIUDDINPUR, TEHSIL- FIROZABAD.",1,5956021,M S CONSTRUCTION,07-Mar-2026 09:54 PM,Accepted-AOC,OK,16-Mar-2026 02:59 PM,16-Mar-2026,"INR 2,541,587.88",180.0,Sanjai Gangwar,16-Mar-2026 02:59 PM,FR151.pdf (476.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5956901,M/s PRADEEP KUMAR,08-Mar-2026 09:30 PM,Rejected-AOC,OK,16-Mar-2026 02:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5956455,M/S RAJKAMAL CONSTRUCTIONS,08-Mar-2026 03:16 PM,Rejected-AOC,OK,16-Mar-2026 02:59 PM,,,,,,,AOC
