Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2019/345 DT-14/11/2019,2019_YEIDA_405375_14,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO D,21-Nov-2025 05:22 PM,03-Dec-2019 11:00 AM,21-Nov-2019 06:00 PM,02-Dec-2019 05:00 PM,NA ,NA ,21-Nov-2019 06:00 PM,02-Dec-2019 05:00 PM,27-Dec-2019 03:00 PM,"3,31,000",No,fixed,,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,"1,180",YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"C/o rcc drain from j.s farm house to pond and pond to kallu bhagat ji house in village kallupur,yea","C/o rcc drain from j.s farm house to pond and pond to kallu bhagat ji house in village kallupur,yea",REFER TD ,NA ,"1,65,21,155",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2019/345 DT-14/11/2019,2019_YEIDA_405375_14,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO D,21-Nov-2025 05:22 PM,03-Dec-2019 11:00 AM,21-Nov-2019 06:00 PM,02-Dec-2019 05:00 PM,NA ,NA ,21-Nov-2019 06:00 PM,02-Dec-2019 05:00 PM,27-Dec-2019 03:00 PM,"3,31,000",No,fixed,,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,"1,180",YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"C/o rcc drain from j.s farm house to pond and pond to kallu bhagat ji house in village kallupur,yea","C/o rcc drain from j.s farm house to pond and pond to kallu bhagat ji house in village kallupur,yea",REFER TD ,NA ,"1,65,21,155",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,20-Jan-2020,"INR 13,162,404.35",180.0,SUDHIR KUMAR BHARDWAJ,20-Jan-2020 02:19 PM,AOC345_14.pdf (486.00 KB),AOC,1.0,1475629.0,M/s PULKIT KUMAR BUILDERS,INR,"13,162,404.35",1.0,1486457.0,Hans Construction Co.,02-Dec-2019 04:56 PM,Rejected-Technical,DISQUALIFIED,27-Dec-2019 01:04 PM,Finance,UNDER EVALUATION,SUDHIR KUMAR BHARDWAJ,20-Jan-2020 01:58 PM,finance_590045.pdf,BOQ Comparative Chart,Committee,Internal,TENDER COMMITTEE,SUDHIR KUMAR BHARDWAJ,20-Jan-2020 02:17 PM,finsummary_590045.pdf (485.78 KB),1.0,1475629.0,M/s PULKIT KUMAR BUILDERS,"1,31,62,404.35",L1,Technical,UNDER EVALUATION,KRISHNA KUMAR SINGH,03-Dec-2019 04:08 PM,technical_590045.pdf,Committee,Internal,TENDER COMMITTEE,ARVIND KUMAR,27-Dec-2019 01:04 PM,27-Dec-2019 03:00 PM,techsummary_590045.pdf (803.02 KB),,,
,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs 100/- NON JUDICIAL STAMP PAPER ALONGWITH Re1 REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs 100/- NON JUDICIAL STAMP PAPER ALONGWITH Re1 REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1486268.0,M/S AMT BUILDERS PVT LTD,02-Dec-2019 03:09 PM,Rejected-Technical,DISQUALIFIED,27-Dec-2019 01:04 PM,,,,,,,,,,,,,2.0,1481730.0,M/s RELIABLE ASSOCIATES ENGINEERS AND CONTRACTORS,"1,32,49,966.47",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD. COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD. COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1483847.0,M/S JITENDRA SINGH,30-Nov-2019 06:39 PM,Rejected-Technical,DISQUALIFIED,27-Dec-2019 01:04 PM,,,,,,,,,,,,,3.0,1484688.0,M/S VIRAT CONSTRUCTION,"1,32,20,228.39",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1485779.0,M/S MANVI CONSTRUCTIONS,02-Jun-2025 05:22 PM,Rejected-Finance,L5,20-Jan-2020 02:17 PM,,,,,,,,,,,,,4.0,1485779.0,M/S MANVI CONSTRUCTIONS,"1,36,18,388.23",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1485960.0,M/S MILLENNIUM BUILD-CON,02-Dec-2019 02:59 PM,Rejected-Finance,L6,20-Jan-2020 02:17 PM,,,,,,,,,,,,,5.0,1485960.0,M/S MILLENNIUM BUILD-CON,"1,40,29,765.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1486463.0,M/S NEW INDIA CONSTRUCTION AND PROPERTIES,02-Dec-2019 04:26 PM,Rejected-Finance,L2,20-Jan-2020 02:17 PM,,,,,,,,,,,,,6.0,1486463.0,M/S NEW INDIA CONSTRUCTION AND PROPERTIES,"1,32,00,403.01",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1475629.0,M/s PULKIT KUMAR BUILDERS,30-Nov-2019 07:01 PM,Accepted-AOC,L1,20-Jan-2020 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1481730.0,M/s RELIABLE ASSOCIATES ENGINEERS AND CONTRACTORS,02-Dec-2019 02:21 PM,Rejected-Finance,L4,20-Jan-2020 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1484688.0,M/S VIRAT CONSTRUCTION,02-Dec-2019 04:12 PM,Rejected-Finance,L3,20-Jan-2020 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_YEIDA_405375_14,YEA/GM(PROJECT)/2019/345 DT-14/11/2019,"C/o rcc drain from j.s farm house to pond and pond to kallu bhagat ji house in village kallupur,yea"
