Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",02/EE/2018-19,2018_UPIDC_279086_6,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Documents,03-Dec-2018 10:00 AM,10-Dec-2018 12:00 PM,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,NA ,NA ,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,12-Dec-2018 04:00 PM,"64,000",Yes,fixed,,EE MGCCD-7 BIJNOR,BIJNOR,1.0,DD - Demand Draft,354.0,EE MGCCD-7 BIJNOR,BIJNOR,No,EE,EE MGCCD-7 BIJNOR,Const. of Panwasa Dy. From Km. 14.625 to 15.300(Lot-6),Const. of Panwasa Dy. From Km. 14.625 to 15.300,Please refer Tender documents. ,NA ,"32,00,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Panwasa,244302.0,NA ,NA ,NA ,EE MGCCD-7 BIJNOR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",02/EE/2018-19,2018_UPIDC_279086_6,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Documents,03-Dec-2018 10:00 AM,10-Dec-2018 12:00 PM,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,NA ,NA ,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,12-Dec-2018 04:00 PM,"64,000",Yes,fixed,,EE MGCCD-7 BIJNOR,BIJNOR,1.0,DD - Demand Draft,354.0,EE MGCCD-7 BIJNOR,BIJNOR,No,EE,EE MGCCD-7 BIJNOR,Const. of Panwasa Dy. From Km. 14.625 to 15.300(Lot-6),Const. of Panwasa Dy. From Km. 14.625 to 15.300,Please refer Tender documents. ,NA ,"32,00,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Panwasa,244302.0,NA ,NA ,NA ,EE MGCCD-7 BIJNOR,No ,No,06-Jun-2019,"INR 1,705,325",90.0,Praveen Prakash Gautam,14-Jan-2020 12:10 PM,IMG_0012.pdf (677.00 KB),Accepted,1.0,977853.0,M/S AJAY KUMAR CONTRACTOR,INR,"1,705,325",1.0,980773.0,ABHAY SINGH,08-Dec-2018 03:57 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,Finance,open,Praveen Prakash Gautam,12-Dec-2018 05:00 PM,finance_391067.pdf,BOQ Comparative Chart,Praveen Prakash gautam,Internal,himansu dharia,Praveen Prakash Gautam,12-Dec-2018 05:09 PM,finsummary_391067.pdf (931.06 KB),1.0,977853.0,M/S AJAY KUMAR CONTRACTOR,"17,05,325.00",L1,Technical,11 bidders accept for finacial bids,Praveen Prakash Gautam,12-Dec-2018 03:20 PM,technical_391067.pdf,Praveen Prakash Gautam,Internal,Himansu Dharia,Praveen Prakash Gautam,12-Dec-2018 03:35 PM,12-Dec-2018 04:00 PM,techsummary_391067.pdf (931.06 KB),,,
,,,,,,,,,,,,,,,,.xls,Finacial Bids,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Finacial Bids,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,977853.0,M/S AJAY KUMAR CONTRACTOR,06-Dec-2018 08:44 PM,Accepted-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,2.0,979752.0,M/S VIPIN KUMAR CONTRACTOR,"22,00,750.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,finacial bids,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,finacial bids,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,980830.0,M/S J.V. CONSTRUCTION,08-Dec-2018 03:22 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,3.0,980181.0,M/S SHIV CONSTRUCTION,"25,47,400.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,contractor documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,980795.0,M/S MAHI PAL SINGH S/O SRI MALKHAN SINGH CONTRACTOR,08-Dec-2018 03:33 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,4.0,980509.0,singh contractor,"23,25,175.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,980645.0,M/S MOHD HASIM CONTRACTOR,08-Dec-2018 01:29 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,5.0,980598.0,M/S SUBHASH CHAND CONTRACTOR,"21,41,898.50",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,980614.0,M/S NAVNEET KUMAR CONTRACTOR,08-Dec-2018 01:15 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,6.0,980614.0,M/S NAVNEET KUMAR CONTRACTOR,"21,15,275.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,980181.0,M/S SHIV CONSTRUCTION,07-Dec-2018 08:28 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,7.0,980645.0,M/S MOHD HASIM CONTRACTOR,"25,72,675.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,980838.0,M/s Sohan Pal Singh,08-Dec-2018 03:40 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,8.0,980773.0,ABHAY SINGH,"27,73,650.00",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,980598.0,M/S SUBHASH CHAND CONTRACTOR,08-Dec-2018 12:53 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,9.0,980795.0,M/S MAHI PAL SINGH S/O SRI MALKHAN SINGH CONTRACTOR,"25,13,400.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,979752.0,M/S VIPIN KUMAR CONTRACTOR,08-Dec-2018 01:05 PM,Rejected-AOC,Accepted,14-Jan-2020 12:10 PM,,,,,,,,,,,,,10.0,980830.0,M/S J.V. CONSTRUCTION,"28,32,925.00",L11,,,,,,,,,,,,,,,
