Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",02/EE/2018-19,2018_UPIDC_279086_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Documents,03-Dec-2018 10:00 AM,10-Dec-2018 12:00 PM,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,NA ,NA ,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,12-Dec-2018 04:00 PM,"42,000",No,fixed,,EE MGCCD-7 BIJNOR,BIJNOR,1.0,DD - Demand Draft,354.0,EE MGCCD-7 BIJNOR,BIJNOR,No,EE,EE MGCCD-7 BIJNOR,Const of Panwasa Dy. from km 8.700 to km 8.775(Lot3),Const of Panwasa Dy. from km 8.700 to km 8.775,Plz refer tender Document ,NA ,"21,00,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Panwasa,244302.0,NA ,NA ,NA ,EE MGCCD-7 BIJNOR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",02/EE/2018-19,2018_UPIDC_279086_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Documents,03-Dec-2018 10:00 AM,10-Dec-2018 12:00 PM,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,NA ,NA ,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,12-Dec-2018 04:00 PM,"42,000",No,fixed,,EE MGCCD-7 BIJNOR,BIJNOR,1.0,DD - Demand Draft,354.0,EE MGCCD-7 BIJNOR,BIJNOR,No,EE,EE MGCCD-7 BIJNOR,Const of Panwasa Dy. from km 8.700 to km 8.775(Lot3),Const of Panwasa Dy. from km 8.700 to km 8.775,Plz refer tender Document ,NA ,"21,00,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Panwasa,244302.0,NA ,NA ,NA ,EE MGCCD-7 BIJNOR,No ,No,05-Jan-2019,"INR 1,108,800",90.0,Praveen Prakash Gautam,14-Jan-2020 12:02 PM,IMG_0004.pdf (846.00 KB),Accepted,1.0,977825.0,M/S AJAY KUMAR CONTRACTOR,INR,"1,108,800",1.0,980472.0,CHARAT SINGH,08-Dec-2018 10:55 AM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,Finance,Finance,Praveen Prakash Gautam,12-Dec-2018 05:50 PM,finance_391037.pdf,BOQ Comparative Chart,Praveen Prakash Gautam,Internal,Himansu Dharia,Praveen Prakash Gautam,12-Dec-2018 06:00 PM,finsummary_391037.pdf (931.06 KB),1.0,977825.0,M/S AJAY KUMAR CONTRACTOR,"11,08,800.00",L1,Technical,10 bidders accept for finacial bids,Praveen Prakash Gautam,12-Dec-2018 02:59 PM,technical_391037.pdf,Praveen Prakash Gautam,Internal,himansu Dharia,Praveen Prakash Gautam,12-Dec-2018 03:42 PM,12-Dec-2018 04:00 PM,techsummary_391037.pdf (931.06 KB),,,
,,,,,,,,,,,,,,,,.xls,Finacial Bids,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Finacial Bids,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,977825.0,M/S AJAY KUMAR CONTRACTOR,06-Dec-2018 10:02 PM,Accepted-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,2.0,979765.0,M/S VIPIN KUMAR CONTRACTOR,"14,33,600.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,finacial bids,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,finacial bids,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,980786.0,M/S J.V. CONSTRUCTION,08-Dec-2018 03:00 PM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,3.0,979897.0,PARVEEN KUMAR CONTRACTOR,"16,13,920.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,contractor documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,980782.0,M/S MAHI PAL SINGH S/O SRI MALKHAN SINGH CONTRACTOR,08-Dec-2018 03:43 PM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,4.0,980122.0,M/S PEETAMBAR SINGH CONTRACTOR,"15,94,320.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,980122.0,M/S PEETAMBAR SINGH CONTRACTOR,07-Dec-2018 06:58 PM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,5.0,980135.0,NAWAB ALI,"14,67,200.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,980533.0,M/S VAISHNO CONSTRUCTION,08-Dec-2018 04:04 PM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,6.0,980231.0,M/s Vinod Kumar Thekedar,"15,32,160.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,980231.0,M/s Vinod Kumar Thekedar,08-Dec-2018 11:03 AM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,7.0,980472.0,CHARAT SINGH,"12,63,808.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,979765.0,M/S VIPIN KUMAR CONTRACTOR,07-Dec-2018 12:47 PM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,8.0,980533.0,M/S VAISHNO CONSTRUCTION,"16,91,200.00",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,980135.0,NAWAB ALI,07-Dec-2018 07:37 PM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,9.0,980782.0,M/S MAHI PAL SINGH S/O SRI MALKHAN SINGH CONTRACTOR,"16,46,400.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,979897.0,PARVEEN KUMAR CONTRACTOR,07-Dec-2018 02:53 PM,Rejected-AOC,Accepted,14-Jan-2020 12:02 PM,,,,,,,,,,,,,10.0,980786.0,M/S J.V. CONSTRUCTION,"18,59,200.00",L10,,,,,,,,,,,,,,,
