Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",E-TENDER NO. 12 E.T.C-II (K)/2018-19,2018_UPTCL_189564_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,part- 1 Technical,16-Apr-2018 10:00 AM,15-May-2018 03:00 PM,16-Apr-2018 11:00 AM,15-May-2018 12:00 PM,NA ,NA ,16-Apr-2018 12:00 PM,15-May-2018 12:00 PM,15-May-2018 05:20 PM,"4,000",No,fixed,,EE ETD-II KANPUR,Kanpur,1.0,Financial Bid,Financial Bid,,1.0,DD - Demand Draft,236.0,EE ETD-II KANPUR,Kanpur,No,SE ETC-II PANKI KANPUR,SE ETC-II PANKI KANPUR,Work,Work,Work ,NA ,"1,96,400",Electrical Works,NA ,Tender,120.0,90.0,kanpur,208006.0,NA ,NA ,NA ,kanpur,No ,No,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",E-TENDER NO. 12 E.T.C-II (K)/2018-19,2018_UPTCL_189564_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,part- 1 Technical,16-Apr-2018 10:00 AM,15-May-2018 03:00 PM,16-Apr-2018 11:00 AM,15-May-2018 12:00 PM,NA ,NA ,16-Apr-2018 12:00 PM,15-May-2018 12:00 PM,15-May-2018 05:20 PM,"4,000",No,fixed,,EE ETD-II KANPUR,Kanpur,1.0,Financial Bid,Financial Bid,,1.0,DD - Demand Draft,236.0,EE ETD-II KANPUR,Kanpur,No,SE ETC-II PANKI KANPUR,SE ETC-II PANKI KANPUR,Work,Work,Work ,NA ,"1,96,400",Electrical Works,NA ,Tender,120.0,90.0,kanpur,208006.0,NA ,NA ,NA ,kanpur,No ,No,14-Sep-2018,"INR 159,650",180.0,Sunil Chandra Misra,28-Jan-2020 03:25 PM,12.pdf (1699.00 KB),Agreement Executed,1.0,685043.0,M/S Sayan Enterprises,INR,"159,650",1.0,683892.0,INDRA ENTERPRISES,14-May-2018 01:45 PM,Rejected-AOC,2,28-Jan-2020 03:25 PM,Finance,Summary,SUNIL MISRA,15-May-2018 05:31 PM,finance_260500.pdf,SE ETC-II Panki Kanpur,Internal,Member Technical EE ETD-Fatehgarh and DY GM Fund TS Agra,SUNIL MISRA,15-May-2018 05:41 PM,finsummary_260500.pdf (94.42 KB),1.0,683892.0,INDRA ENTERPRISES,"1,74,690.00",2.0,Technical,Summary,SUNIL MISRA,15-May-2018 04:45 PM,technical_260500.pdf,SE ETC-II Panki Kanpur,Internal,Member Technical EE ETD-Fatehgarh and DY GM Fund TS Agra,SUNIL MISRA,15-May-2018 04:47 PM,15-May-2018 05:20 PM,techsummary_260500.pdf (94.43 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Part-2 Finance,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Part-2 Finance,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,685073.0,MANOJ ENTERPRISES,14-May-2018 09:33 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:45 PM,,,,,,,,,,,,2.0,685043.0,M/S Sayan Enterprises,"1,59,650.00",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,685254.0,M/s AADITYA ENGINEERING WORKS,15-May-2018 10:39 AM,Rejected-AOC,3,28-Jan-2020 03:25 PM,,,,,,,,,,,,3.0,685254.0,M/s AADITYA ENGINEERING WORKS,"1,80,694.00",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,685272.0,M/S AINDRI ASSOCIATES,14-May-2018 11:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,685043.0,M/S Sayan Enterprises,14-May-2018 08:56 PM,Accepted-AOC,1,28-Jan-2020 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,685091.0,NAMAMI ENTERPRISES,14-May-2018 09:19 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,685950.0,R.K.ENGINEERING WORKS,15-May-2018 11:10 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,683703.0,SHREE TRADERS,14-May-2018 12:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,682228.0,TRANS ENGINEEERING WORKS,13-May-2018 01:14 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_UPTCL_189564_1,E-TENDER NO. 12 E.T.C-II (K)/2018-19,Work
