Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.5,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender ID :,Tender Ref No :,Tender Title :
Directorate of Local Bodies UP||Nagar Panchayat Rampurkarkhana Deoria,759.0,2019_DOLBU_407557_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDERNPTICE,27-Nov-2019 12:00 PM,13-Dec-2019 01:00 PM,27-Nov-2019 12:00 PM,12-Dec-2019 01:00 PM,NA ,NA ,27-Nov-2019 12:00 PM,12-Dec-2019 01:00 PM,17-Jan-2020 05:40 PM,"36,900",Yes,fixed,,EO,np rampur karkhana deoria,1.0,DateCorrigendum,Date,,1.0,FDR - Fixed Deposit,369.0,EO,np rampur karkhana deoria,Yes,EO,np rampur karkhana deoria,Ward No. 09 Me Ratan Jaiswal Ke Makan Se Mohan Madheshiya ke Makna Tak C.C.Road wa Nali Par R.C.C. Slaib Ka Nirman Karya,Ward No. 09 Me Ratan Jaiswal Ke Makan Se Mohan Madheshiya ke Makna Tak C.C.Road wa Nali Par R.C.C. Slaib Ka Nirman Karya,Please refer tender document ,NA ,"3,69,000",Civil Works,NA ,Tender,30.0,30.0,np rampur karkhana deoria,274405.0,NA ,NA ,NA ,np rampur karkhana deoria,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Rampurkarkhana Deoria,759.0,2019_DOLBU_407557_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDERNPTICE,27-Nov-2019 12:00 PM,13-Dec-2019 01:00 PM,27-Nov-2019 12:00 PM,12-Dec-2019 01:00 PM,NA ,NA ,27-Nov-2019 12:00 PM,12-Dec-2019 01:00 PM,17-Jan-2020 05:40 PM,"36,900",Yes,fixed,,EO,np rampur karkhana deoria,1.0,DateCorrigendum,Date,,1.0,FDR - Fixed Deposit,369.0,EO,np rampur karkhana deoria,Yes,EO,np rampur karkhana deoria,Ward No. 09 Me Ratan Jaiswal Ke Makan Se Mohan Madheshiya ke Makna Tak C.C.Road wa Nali Par R.C.C. Slaib Ka Nirman Karya,Ward No. 09 Me Ratan Jaiswal Ke Makan Se Mohan Madheshiya ke Makna Tak C.C.Road wa Nali Par R.C.C. Slaib Ka Nirman Karya,Please refer tender document ,NA ,"3,69,000",Civil Works,NA ,Tender,30.0,30.0,np rampur karkhana deoria,274405.0,NA ,NA ,NA ,np rampur karkhana deoria,No ,No,17-Jan-2020,"INR 369,000",30.0,Ramdular Yadav,17-Jan-2020 06:50 PM,ratanaoc.pdf (93.00 KB),1.0,1499432.0,m/s chaturvedi construction,INR,"369,000",1.0,1499310.0,Baba Tradres,11-Dec-2019 04:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Jan-2020 05:33 PM,Finance,eo/je,Ramesh Chand,17-Jan-2020 06:42 PM,finance_593640.pdf,BOQ Comparative Chart,eo/je,Internal,,Ramdular Yadav,17-Jan-2020 06:49 PM,finsummary_593640.pdf (93.24 KB),1.0,1499432.0,m/s chaturvedi construction,"3,69,000.00",L1,Technical,Technical Bid Opened,Ramdular Yadav,17-Jan-2020 05:33 PM,technical_593640.pdf,EO/JE,Internal,,Ramdular Yadav,17-Jan-2020 05:35 PM,17-Jan-2020 05:40 PM,techsummary_593640.pdf (239.41 KB),1.0,other,other,17-Jan-2020 12:55 PM,te.pdf ,11.76,Technical Opening,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1499432.0,m/s chaturvedi construction,12-Dec-2019 06:48 AM,Accepted-AOC,L1,17-Jan-2020 06:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_DOLBU_407557_1,759.0,Ward No. 09 Me Ratan Jaiswal Ke Makan Se Mohan Madheshiya ke Makna Tak C.C.Road wa Nali Par R.C.C. Slaib Ka Nirman Karya
