Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE CONSTRUCTION DIVISION PWD BADAUN,2030/Nivida(E.T.)/19 Dated 25-11-2019,2019_CEBLY_407639_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,26-Nov-2019 09:00 AM,03-Dec-2019 12:30 PM,26-Nov-2019 09:00 AM,02-Dec-2019 12:00 PM,NA ,NA ,26-Nov-2019 09:00 AM,02-Dec-2019 12:00 PM,24-Dec-2019 01:15 PM,"3,21,000",Yes,fixed,,Executive Engineer Construction Division PWD,Budaun,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,SBI Bank,856.0,Executive Engineer Construction Division PWD,Budaun,No,Executive Engineer Const. Div. PWD Budaun,O/o Executive Engineer Construction division PWD Budaun,Construction of C.C. Road and Drain at Saidpur Karaingi Road to Sisaiya Link Road Under Special Repair in Year 2019-20,Construction of C.C. Road and Drain at Saidpur Karaingi Road to Sisaiya Link Road Under Special Repair in Year 2019-20,Please refer Tender documents. ,NA ,"32,10,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Budaun,243601.0,Budaun ,O/o Executive Engineer Construction division PWD Budaun ,28-Nov-2019 09:00 AM ,Budaun,No ,No,Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE CONSTRUCTION DIVISION PWD BADAUN,2030/Nivida(E.T.)/19 Dated 25-11-2019,2019_CEBLY_407639_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,26-Nov-2019 09:00 AM,03-Dec-2019 12:30 PM,26-Nov-2019 09:00 AM,02-Dec-2019 12:00 PM,NA ,NA ,26-Nov-2019 09:00 AM,02-Dec-2019 12:00 PM,24-Dec-2019 01:15 PM,"3,21,000",Yes,fixed,,Executive Engineer Construction Division PWD,Budaun,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,SBI Bank,856.0,Executive Engineer Construction Division PWD,Budaun,No,Executive Engineer Const. Div. PWD Budaun,O/o Executive Engineer Construction division PWD Budaun,Construction of C.C. Road and Drain at Saidpur Karaingi Road to Sisaiya Link Road Under Special Repair in Year 2019-20,Construction of C.C. Road and Drain at Saidpur Karaingi Road to Sisaiya Link Road Under Special Repair in Year 2019-20,Please refer Tender documents. ,NA ,"32,10,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Budaun,243601.0,Budaun ,O/o Executive Engineer Construction division PWD Budaun ,28-Nov-2019 09:00 AM ,Budaun,No ,No,18-Jan-2020,"INR 2,562,768.28",60.0,PRAMOD KUMAR,18-Jan-2020 04:15 PM,AcceptanceSisaiyasa.pdf (810.00 KB),Lowest rate quoted by M/s Sanjeev Kumar Singh Contractor Civil Line Budaun from the departmental rate.,1.0,1484892.0,M/S SANJEEV KUMAR SINGH CONTRACTOR,INR,"2,562,768.28",1.0,1485385.0,JAGMOHAN SINGH CONTRACTOR,02-Dec-2019 08:47 AM,Rejected-Finance,High rate quoted by the contractor instead of Ist lowest bidder.,10-Jan-2020 04:20 PM,Finance,"After technical Evaluation only 4 bidders are eligible for open the financial bid. Financial bid opened on 25-12-2019. Lowest rate quoted by M/s Sanjeev Kumar Contractor, Budaun.",PRAMOD KUMAR,30-Dec-2019 11:46 AM,finance_593793.pdf,BOQ Comparative Chart,D.K. Mishra,Internal,Hemant singh and Pramod kumar,PRAMOD KUMAR,10-Jan-2020 04:20 PM,finsummary_593793.pdf (202.10 KB),1.0,1484892.0,M/S SANJEEV KUMAR SINGH CONTRACTOR,"25,62,768.28",1.0,Technical,Bids opened. Only 5 Bids Received for Technical Evaluation.,PRAMOD KUMAR,03-Dec-2019 01:36 PM,technical_593793.pdf,D.K. Mishra,Internal,Hemant Singh and Pramod Kumar,PRAMOD KUMAR,24-Dec-2019 01:02 PM,24-Dec-2019 01:15 PM,techsummary_593793.pdf (202.10 KB),,,
,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,2.0,DNIT Documents ,DNIT ,Digitally Signed Terms Condition and Specfication ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,2.0,DNIT Documents ,DNIT ,Digitally Signed Terms Condition and Specfication ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1485045.0,M/S ANIL TRADERS,02-Dec-2019 11:16 AM,Rejected-Finance,High rate quoted by the contractor instead of Ist lowest bidder.,10-Jan-2020 04:20 PM,,,,,,,,,,,,,2.0,1485045.0,M/S ANIL TRADERS,"26,23,018.50",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,3.0,Experience/ mfg. capacity ,Authentic document in support of experience of supplying Tendered item during last financial year ,Authentic document in support of experience of supplying Tendered item during last financial year ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,3.0,Experience/ mfg. capacity ,Authentic document in support of experience of supplying Tendered item during last financial year ,Authentic document in support of experience of supplying Tendered item during last financial year ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1484825.0,M/S MOH.YASEEN CONTRACTOR,01-Dec-2019 08:11 PM,Rejected-Technical,Bid Capacity is not enough and Turnover not attached,24-Dec-2019 01:02 PM,,,,,,,,,,,,,3.0,1485385.0,JAGMOHAN SINGH CONTRACTOR,"26,93,807.10",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1484892.0,M/S SANJEEV KUMAR SINGH CONTRACTOR,02-Dec-2019 11:24 AM,Accepted-AOC,Lowest rate quoted by M/s Sanjeev Kumar Singh Contractor Civil Line Budaun from the departmental rate.,18-Jan-2020 04:16 PM,,,,,,,,,,,,,4.0,1485709.0,M/S SULTAN SINGH CONTRACTOR,"31,74,272.10",4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Financial Details ,Certificates from Bankers ,Certificates from Bankers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Financial Details ,Certificates from Bankers ,Certificates from Bankers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1485709.0,M/S SULTAN SINGH CONTRACTOR,02-Dec-2019 11:57 AM,Rejected-Finance,High rate quoted by the contractor instead of Ist lowest bidder.,10-Jan-2020 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Machinery Details ,Machinery Details ,Machinery Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Machinery Details ,Machinery Details ,Machinery Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Misc. document ,Power of attorney in favour of local agent mandatory. ,Power of attorney in favour of local agent mandatory. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Misc. document ,Power of attorney in favour of local agent mandatory. ,Power of attorney in favour of local agent mandatory. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Misc. document ,Bidder Address Format ,Bidder Address Format ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Misc. document ,Bidder Address Format ,Bidder Address Format ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Tax related documents ,Sale Tax clearance certificate / VAT clearance certificate of bidder ,Sale Tax clearance certificate / VAT clearance certificate of bidder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Tax related documents ,Sale Tax clearance certificate / VAT clearance certificate of bidder ,Sale Tax clearance certificate / VAT clearance certificate of bidder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
