Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Saharanpur Municipal Corporation Saharanpur UP,3467 B,2019_NNSAH_408573_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,30-Nov-2019 03:00 PM,13-Dec-2019 11:00 AM,30-Nov-2019 03:00 PM,12-Dec-2019 03:00 PM,NA ,NA ,30-Nov-2019 03:00 PM,12-Dec-2019 03:00 PM,24-Dec-2019 01:10 PM,"78,666",No,percentage,10.0%,E.E Nagar Nigam,saharanpur,1.0,DD - Demand Draft,826.0,"Account Officer,Nagar Nigam",saharanpur,No,executive engineer Nagar nigam Saharanpur,executive engineer Nagar nigam Saharanpur,construction of nali and interlocking tiles road from jain degree collage for jain degree road at ward no.48,construction of nali and interlocking tiles road from jain degree collage for jain degree road at ward no.48,Please refer Tender documents. ,NA ,"7,86,660",Civil Works,NA ,Tender,90.0,30.0,construction of nali and interlocking tiles road f,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,Saharanpur Municipal Corporation Saharanpur UP,3467 B,2019_NNSAH_408573_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,30-Nov-2019 03:00 PM,13-Dec-2019 11:00 AM,30-Nov-2019 03:00 PM,12-Dec-2019 03:00 PM,NA ,NA ,30-Nov-2019 03:00 PM,12-Dec-2019 03:00 PM,24-Dec-2019 01:10 PM,"78,666",No,percentage,10.0%,E.E Nagar Nigam,saharanpur,1.0,DD - Demand Draft,826.0,"Account Officer,Nagar Nigam",saharanpur,No,executive engineer Nagar nigam Saharanpur,executive engineer Nagar nigam Saharanpur,construction of nali and interlocking tiles road from jain degree collage for jain degree road at ward no.48,construction of nali and interlocking tiles road from jain degree collage for jain degree road at ward no.48,Please refer Tender documents. ,NA ,"7,86,660",Civil Works,NA ,Tender,90.0,30.0,construction of nali and interlocking tiles road f,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,28-Jan-2020,"INR 601,716",30.0,Danish Haider Naqvi,28-Jan-2020 03:55 PM,3467.pdf (318.00 KB),1.0,1499615.0,PANWAR CONSTRUCTION,INR,"601,716",1.0,1499584.0,Ajay kumar walia,11-Dec-2019 07:16 PM,Rejected-AOC,L6,28-Jan-2020 03:55 PM,Finance,Admitted,RAM PRASHAD,24-Dec-2019 03:45 PM,finance_596209.pdf,BOQ Comparative Chart,alok shirivastav,Internal,,Danish Haider Naqvi,28-Jan-2020 03:54 PM,finsummary_596209.pdf (26.66 KB),1.0,1499584.0,Ajay kumar walia,"7,32,459.00",L6,Technical,In progress,RAM PRASHAD,24-Dec-2019 01:07 PM,technical_596209.pdf,ALOK SHRIVASTAVA,Internal,,RAM PRASHAD,24-Dec-2019 01:08 PM,24-Dec-2019 01:10 PM,techsummary_596209.pdf (21.38 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,financial,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,financial,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1500084.0,ANIL CHAUDHARY,12-Dec-2019 08:55 AM,Rejected-AOC,L5,28-Jan-2020 03:55 PM,,,,,,,,,,,,,2.0,1499615.0,PANWAR CONSTRUCTION,"6,01,716.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1500441.0,MANGE RAM,12-Dec-2019 12:33 PM,Rejected-AOC,L4,28-Jan-2020 03:55 PM,,,,,,,,,,,,,3.0,1499917.0,Navdeep Singhal Contractor,"7,33,560.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1500044.0,Milind Choudhray Const.,12-Dec-2019 08:15 AM,Rejected-AOC,L3,28-Jan-2020 03:55 PM,,,,,,,,,,,,,4.0,1500044.0,Milind Choudhray Const.,"6,57,018.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1499917.0,Navdeep Singhal Contractor,12-Dec-2019 12:35 AM,Rejected-AOC,L7,28-Jan-2020 03:55 PM,,,,,,,,,,,,,5.0,1500084.0,ANIL CHAUDHARY,"6,75,269.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1499615.0,PANWAR CONSTRUCTION,12-Dec-2019 01:38 PM,Accepted-AOC,L1,28-Jan-2020 03:55 PM,,,,,,,,,,,,,6.0,1500118.0,SHRI BALAJI ENTERPRISES,"7,73,680.00",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1500207.0,Rana Contractor,12-Dec-2019 10:45 AM,Rejected-AOC,L2,28-Jan-2020 03:55 PM,,,,,,,,,,,,,7.0,1500207.0,Rana Contractor,"6,38,217.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1500118.0,SHRI BALAJI ENTERPRISES,12-Dec-2019 09:26 AM,Rejected-AOC,L9,28-Jan-2020 03:55 PM,,,,,,,,,,,,,8.0,1500224.0,SUDHEER PANWAR CONTRACTOR,"7,72,500.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1500224.0,SUDHEER PANWAR CONTRACTOR,12-Dec-2019 10:52 AM,Rejected-AOC,L8,28-Jan-2020 03:55 PM,,,,,,,,,,,,,9.0,1500441.0,MANGE RAM,"6,58,041.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_NNSAH_408573_1,3467 B,construction of nali and interlocking tiles road from jain degree collage for jain degree road at ward no.48
