Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-17 Mathura,1454/M-14/36 DATED 27.11.2019,2019_UPCDS_408402_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.xls,CAPABILITY STATEMENT,28-Nov-2019 11:00 AM,17-Dec-2019 12:30 PM,28-Nov-2019 11:15 AM,17-Dec-2019 12:00 PM,NA ,NA ,02-Dec-2019 12:00 PM,17-Dec-2019 12:00 PM,06-Jan-2020 02:00 PM,"3,80,000",No,fixed,,AS PER NIT,MATHURA,1.0,Extension of Dates,Date,,1.0,RTGS - RTGS Payment,"11,800",AS PER NIT,MATHURA,No,PROJECT MANAGER,Project Manager Unit 17 C AND D S UP Jal Nigam Mathura,"CONSTRUCTION OF RCC DRAIN AT LAXMI NAGAR, MATHURA","Construction of RCC Drain from Subhash Inter College to Kolhu Nagla Mod in Laxmi Nagar, Mathura",AS PER NIT ,NA ,"1,89,13,075",Civil Works - Others,RCC DRAIN ,Tender,120.0,300.0,LAXMI NAGAR MATHURA,281001.0,NA ,NA ,NA ,MATHURA,No ,No,Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-17 Mathura,1454/M-14/36 DATED 27.11.2019,2019_UPCDS_408402_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.xls,CAPABILITY STATEMENT,28-Nov-2019 11:00 AM,17-Dec-2019 12:30 PM,28-Nov-2019 11:15 AM,17-Dec-2019 12:00 PM,NA ,NA ,02-Dec-2019 12:00 PM,17-Dec-2019 12:00 PM,06-Jan-2020 02:00 PM,"3,80,000",No,fixed,,AS PER NIT,MATHURA,1.0,Extension of Dates,Date,,1.0,RTGS - RTGS Payment,"11,800",AS PER NIT,MATHURA,No,PROJECT MANAGER,Project Manager Unit 17 C AND D S UP Jal Nigam Mathura,"CONSTRUCTION OF RCC DRAIN AT LAXMI NAGAR, MATHURA","Construction of RCC Drain from Subhash Inter College to Kolhu Nagla Mod in Laxmi Nagar, Mathura",AS PER NIT ,NA ,"1,89,13,075",Civil Works - Others,RCC DRAIN ,Tender,120.0,300.0,LAXMI NAGAR MATHURA,281001.0,NA ,NA ,NA ,MATHURA,No ,No,23-Jan-2020,"INR 12,952,000",300.0,Chhatar Singh,23-Jan-2020 05:02 PM,LOALAXMINAGAR.pdf (3046.00 KB),M.G. CONSTRUCTIUON,1.0,1503353.0,M.G. CONSTRUCTION,INR,"12,952,000",1.0,1503048.0,HARE KRISHNA CONTRACTOR AND SUPPLIER,16-Dec-2019 11:42 AM,Rejected-Finance,QUOTED RATES ARE NOT L1,23-Jan-2020 04:54 PM,Finance,All of above 10 bidders are eligible for financial bid and bid submitted by M/s M G Const. is L-1,Chhatar Singh,06-Jan-2020 02:28 PM,finance_594963.pdf,BOQ Comparative Chart,CHIEF GENERAL MANAGER,Internal,"GENERAL MANAGER, GENERAL MANAGER TECH, FINANCE OFFICER",Chhatar Singh,23-Jan-2020 04:55 PM,finsummary_594963.pdf (3045.64 KB),1.0,1502514.0,m/s anuragagarwal,161.67,L5,Technical,13 Bidders Partipated in this Bid. Result of Technical Evaluation will be uploaded later on.,Chhatar Singh,17-Dec-2019 04:46 PM,technical_594963.pdf,CGM1,Internal,"GM N9, FINANCE OFFICER, GM TECH",Chhatar Singh,04-Jan-2020 03:01 PM,06-Jan-2020 02:00 PM,techsummary_594963.pdf (3499.40 KB),,,
,,,,,,,,,,,,,,,,.pdf,BID DOCUMENT,,,,,,,,,,,,,,,,2.0,TYPOGRAPHICAL ERRORS,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID DOCUMENT,,,,,,,,,,,,,,,,2.0,TYPOGRAPHICAL ERRORS,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1504076.0,KRISHNA ASSOCIATES,16-Dec-2019 08:12 PM,Rejected-Technical,IN ADIQUATE,04-Jan-2020 03:01 PM,,,,,,,,,,,,,2.0,1502790.0,MAHATRU BUILDTAK,155.48,L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,NOTICE INVITING TENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NOTICE INVITING TENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1504024.0,kunal and company,16-Dec-2019 12:45 PM,Rejected-Finance,QUOTED RATES ARE NOT L1,23-Jan-2020 04:54 PM,,,,,,,,,,,,,3.0,1502864.0,M/S AMIT CONSTRUCTION,179.67,L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1502790.0,MAHATRU BUILDTAK,17-Dec-2019 10:55 AM,Rejected-Finance,QUOTED RATES ARE NOT L1,23-Jan-2020 04:54 PM,,,,,,,,,,,,,4.0,1503048.0,HARE KRISHNA CONTRACTOR AND SUPPLIER,161.67,L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1503353.0,M.G. CONSTRUCTION,17-Dec-2019 11:01 AM,Accepted-AOC,QUOTED LOWEST RATES,23-Jan-2020 05:02 PM,,,,,,,,,,,,,5.0,1503353.0,M.G. CONSTRUCTION,129.52,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1502864.0,M/S AMIT CONSTRUCTION,14-Dec-2019 05:10 PM,Rejected-Finance,QUOTED RATES ARE NOT L1,23-Jan-2020 04:54 PM,,,,,,,,,,,,,6.0,1503363.0,M/S SATYENDRA PAL SHARMA,162.2,L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1502514.0,m/s anuragagarwal,14-Dec-2019 10:57 AM,Rejected-Finance,QUOTED RATES ARE NOT L1,23-Jan-2020 04:54 PM,,,,,,,,,,,,,7.0,1503925.0,M/S P.N. CONSTRUCTIONS,158.47,L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1504007.0,M/s B.N. Goel and Co.,16-Dec-2019 10:39 AM,Rejected-Finance,QUOTED RATES ARE NOT L1,23-Jan-2020 04:54 PM,,,,,,,,,,,,,8.0,1504007.0,M/s B.N. Goel and Co.,167.47,L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1504172.0,M/S DURG PAL SINGH,16-Dec-2019 12:02 PM,Rejected-Finance,QUOTED RATES ARE NOT L1,23-Jan-2020 04:54 PM,,,,,,,,,,,,,9.0,1504024.0,kunal and company,146.9,L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1503939.0,M/S MILLENNIUM BUILD-CON,16-Dec-2019 09:16 AM,Rejected-Technical,IN ADIQUATE,04-Jan-2020 03:01 PM,,,,,,,,,,,,,10.0,1504172.0,M/S DURG PAL SINGH,166.02,L8,,,,,,,,,,,,,,,
