Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",4507/e-tender/2019 dated 04.11.2019,2019_CEUCZ_402523_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COD and EMD Online Submitted Receipt,11-Nov-2019 06:55 PM,10-Dec-2019 12:30 PM,13-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,NA ,NA ,13-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,19-Dec-2019 03:30 PM,"48,000",Yes,fixed,,EE PD PWD LUCKNOW,LUCKNOW,1.0,Date4,Date,,1.0,SBI Bank,677.0,EE PD PWD LUCKNOW,LUCKNOW,No,EE PD PWD Lucknow,Office of EE PD PWD Lucknow,Painting Work at Lohiyapath New R.O.B. (L.H.S.),Painting Work at Lohiyapath New R.O.B. (L.H.S.),Please refer Tender documents. ,NA ,"4,78,000",Civil Works - Roads,NA ,Tender,90.0,30.0,LUCKNOW,226001.0,Office of EE PD PWD Lucknow ,Office of EE PD PWD Lucknow ,15-Nov-2019 12:00 PM ,Office of EE PD PWD Lucknow,No ,No,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",4507/e-tender/2019 dated 04.11.2019,2019_CEUCZ_402523_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COD and EMD Online Submitted Receipt,11-Nov-2019 06:55 PM,10-Dec-2019 12:30 PM,13-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,NA ,NA ,13-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,19-Dec-2019 03:30 PM,"48,000",Yes,fixed,,EE PD PWD LUCKNOW,LUCKNOW,1.0,Date4,Date,,1.0,SBI Bank,677.0,EE PD PWD LUCKNOW,LUCKNOW,No,EE PD PWD Lucknow,Office of EE PD PWD Lucknow,Painting Work at Lohiyapath New R.O.B. (L.H.S.),Painting Work at Lohiyapath New R.O.B. (L.H.S.),Please refer Tender documents. ,NA ,"4,78,000",Civil Works - Roads,NA ,Tender,90.0,30.0,LUCKNOW,226001.0,Office of EE PD PWD Lucknow ,Office of EE PD PWD Lucknow ,15-Nov-2019 12:00 PM ,Office of EE PD PWD Lucknow,No ,No,23-Jan-2020,"INR 340,429.71",30.0,ARVIND KUMAR,23-Jan-2020 12:27 PM,402523.pdf (669.00 KB),Financial Bid is Accepted at the Price of Rs. 340429.71,1.0,1477095.0,Narayan Construction,INR,"340,429.71",1.0,1466796.0,A.T.CONS.,21-Nov-2019 05:52 PM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,Finance,Technical Evaluation,ARVIND KUMAR,20-Dec-2019 03:39 PM,finance_584827.pdf,BOQ Comparative Chart,EE ARVIND KUMAR,Internal,EE ARVIND KUMAR EE A K SINGH,ARVIND KUMAR,26-Dec-2019 11:38 AM,finsummary_584827.pdf (1691.68 KB),1.0,1462425.0,P K CONSTRUCTIONS,"3,82,022.40",L7,Technical,Technical Evaluation,ARVIND KUMAR,18-Dec-2019 08:04 PM,technical_584827.pdf,EE A K SINGH,Internal,EE A K SINGH EE ARVIND KUMAR,ARVIND KUMAR,18-Dec-2019 08:06 PM,19-Dec-2019 03:30 PM,techsummary_584827.pdf (1691.68 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1476987.0,GANGA ENTERPRISES,27-Nov-2019 04:46 PM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,,,,,,,,,,,,,2.0,1464713.0,SPACE ENGINEERS AND CONTRACTORS,"3,77,390.38",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1476324.0,KAMLENDRA VIKRAM SINGH,27-Nov-2019 09:03 AM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,,,,,,,,,,,,,3.0,1466796.0,A.T.CONS.,"3,64,067.35",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1478239.0,MITHLESH KUMAR VISHWKARMA,28-Nov-2019 12:56 AM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,,,,,,,,,,,,,4.0,1476324.0,KAMLENDRA VIKRAM SINGH,"4,05,946.55",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1480654.0,M/S ALEYA CONSTRUCTION,29-Nov-2019 10:26 AM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,,,,,,,,,,,,,5.0,1476987.0,GANGA ENTERPRISES,"3,70,084.20",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1477750.0,M/s. Dayal Builders,09-Dec-2019 07:40 AM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,,,,,,,,,,,,,6.0,1477095.0,Narayan Construction,"3,40,429.71",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1483233.0,M/S R.S. ENTERPRISES,08-Dec-2019 05:03 PM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,,,,,,,,,,,,,7.0,1477486.0,M/S VAIBHAV ENTERPRISES,"4,05,946.55",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1480504.0,M/S SHAKTI TRADERS,29-Nov-2019 03:00 AM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,,,,,,,,,,,,,8.0,1477750.0,M/s. Dayal Builders,"3,96,395.99",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1477486.0,M/S VAIBHAV ENTERPRISES,28-Nov-2019 03:30 PM,Rejected-Finance,Rejected being higher rates.,26-Dec-2019 11:38 AM,,,,,,,,,,,,,9.0,1478239.0,MITHLESH KUMAR VISHWKARMA,"4,05,946.55",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1477095.0,Narayan Construction,08-Dec-2019 07:11 PM,Accepted-AOC,Financial Bid is Accepted at the Price of Rs. 340429.71,23-Jan-2020 12:28 PM,,,,,,,,,,,,,10.0,1479882.0,SHRI RAM TRADERS,"3,57,620.72",L2,,,,,,,,,,,,,,,
