Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Saharanpur Municipal Corporation Saharanpur UP,3419 B,2019_NNSAH_407822_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,29-Nov-2019 06:00 PM,13-Dec-2019 11:00 AM,29-Nov-2019 06:00 PM,12-Dec-2019 03:00 PM,NA ,NA ,29-Nov-2019 06:00 PM,12-Dec-2019 03:00 PM,24-Dec-2019 01:20 PM,"38,193",No,percentage,10.0%,E.E Nagar Nigam,saharanpur,1.0,DD - Demand Draft,590.0,"Account Officer,Nagar Nigam",saharanpur,No,executive engineer Nagar nigam Saharanpur,executive engineer Nagar nigam Saharanpur,Construction of interlocking tiles and nali from to to shri amarnath advocate house to pandit lokesh house for bhrumpuri colony at ward no. 09,Construction of interlocking tiles and nali from to to shri amarnath advocate house to pandit lokesh house for bhrumpuri colony at ward no. 09,Please refer Tender documents. ,NA ,"3,81,930",Civil Works,NA ,Tender,90.0,30.0,Construction of interlocking tiles and nali from,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,Saharanpur Municipal Corporation Saharanpur UP,3419 B,2019_NNSAH_407822_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,29-Nov-2019 06:00 PM,13-Dec-2019 11:00 AM,29-Nov-2019 06:00 PM,12-Dec-2019 03:00 PM,NA ,NA ,29-Nov-2019 06:00 PM,12-Dec-2019 03:00 PM,24-Dec-2019 01:20 PM,"38,193",No,percentage,10.0%,E.E Nagar Nigam,saharanpur,1.0,DD - Demand Draft,590.0,"Account Officer,Nagar Nigam",saharanpur,No,executive engineer Nagar nigam Saharanpur,executive engineer Nagar nigam Saharanpur,Construction of interlocking tiles and nali from to to shri amarnath advocate house to pandit lokesh house for bhrumpuri colony at ward no. 09,Construction of interlocking tiles and nali from to to shri amarnath advocate house to pandit lokesh house for bhrumpuri colony at ward no. 09,Please refer Tender documents. ,NA ,"3,81,930",Civil Works,NA ,Tender,90.0,30.0,Construction of interlocking tiles and nali from,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,20-Jan-2020,"INR 300,770",30.0,RAM PRASHAD,20-Jan-2020 01:53 PM,3419.pdf (307.00 KB),1.0,1499637.0,ANMOL ASSOCIATES,INR,"300,770",1.0,1499645.0,Ajay kumar walia,11-Dec-2019 08:11 PM,Rejected-AOC,L7,20-Jan-2020 01:53 PM,Finance,in progress,ALOK SRIVASTAVA,24-Dec-2019 03:29 PM,finance_595444.pdf,BOQ Comparative Chart,alok shirivastav,Internal,,RAM PRASHAD,20-Jan-2020 01:50 PM,finsummary_595444.pdf (26.45 KB),1.0,1498870.0,upendar kumar contractor,"3,60,733.00",L5,Technical,in,RAM PRASHAD,23-Dec-2019 01:48 PM,technical_595444.pdf,ALOK SHRIVASTAVA,Internal,,RAM PRASHAD,24-Dec-2019 01:17 PM,24-Dec-2019 01:20 PM,techsummary_595444.pdf (21.38 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1499637.0,ANMOL ASSOCIATES,11-Dec-2019 07:56 PM,Accepted-AOC,L1,20-Jan-2020 01:53 PM,,,,,,,,,,,,,2.0,1499516.0,M/S VISHAL SINGH AND ASSOCIATES,"3,78,111.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1499516.0,M/S VISHAL SINGH AND ASSOCIATES,11-Dec-2019 06:33 PM,Rejected-AOC,L8,20-Jan-2020 01:53 PM,,,,,,,,,,,,,3.0,1499637.0,ANMOL ASSOCIATES,"3,00,770.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1499858.0,Navdeep Singhal Contractor,11-Dec-2019 11:32 PM,Rejected-AOC,L7,20-Jan-2020 01:53 PM,,,,,,,,,,,,,4.0,1499645.0,Ajay kumar walia,"3,77,729.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1500634.0,Ravindar Kumar,12-Dec-2019 01:36 PM,Rejected-AOC,L3,20-Jan-2020 01:53 PM,,,,,,,,,,,,,5.0,1499858.0,Navdeep Singhal Contractor,"3,77,729.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1500469.0,SATPURIYA TRADING,12-Dec-2019 12:43 PM,Rejected-AOC,L2,20-Jan-2020 01:53 PM,,,,,,,,,,,,,6.0,1500090.0,SHRI BALAJI ENTERPRISES,"3,56,150.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1500090.0,SHRI BALAJI ENTERPRISES,12-Dec-2019 09:01 AM,Rejected-AOC,L4,20-Jan-2020 01:53 PM,,,,,,,,,,,,,7.0,1500422.0,SUDHEER PANWAR CONTRACTOR,"3,75,246.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1500422.0,SUDHEER PANWAR CONTRACTOR,12-Dec-2019 12:33 PM,Rejected-AOC,L6,20-Jan-2020 01:53 PM,,,,,,,,,,,,,8.0,1500469.0,SATPURIYA TRADING,"3,16,353.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1498870.0,upendar kumar contractor,11-Dec-2019 01:33 PM,Rejected-AOC,L5,20-Jan-2020 01:53 PM,,,,,,,,,,,,,9.0,1500634.0,Ravindar Kumar,"3,51,414.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_NNSAH_407822_1,3419 B,Construction of interlocking tiles and nali from to to shri amarnath advocate house to pandit lokesh house for bhrumpuri colony at ward no. 09
