Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",4507/e-tender/2019 dated 04.11.2019,2019_CEUCZ_402794_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COD and EMD Online Submitted Receipt with Technical Documents.,13-Nov-2019 09:00 PM,10-Dec-2019 12:30 PM,13-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,NA ,NA ,13-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,26-Dec-2019 03:30 PM,"3,05,000",No,fixed,,EE PD PWD LUCKNOW,LUCKNOW,1.0,Date4,Date,,1.0,SBI Bank,854.0,EE PD PWD LUCKNOW,LUCKNOW,No,EE PD PWD Lucknow,Office of EE PD PWD Lucknow,"Road Signage Work at Lucknow - Varanasi Road in Km 4.697 to 6.300, 8, 9, 10, 11, 12 (700)","Road Signage Work at Lucknow - Varanasi Road in Km 4.697 to 6.300, 8, 9, 10, 11, 12 (700)",Please refer Tender documents. ,NA ,"30,43,000",Civil Works - Others,NA ,Tender,90.0,30.0,LUCKNOW,226001.0,Office of EE PD PWD Lucknow ,Office of EE PD PWD Lucknow ,15-Nov-2019 12:00 PM ,Office of EE PD PWD Lucknow,No ,No,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow||Provincial Division, Lucknow",4507/e-tender/2019 dated 04.11.2019,2019_CEUCZ_402794_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COD and EMD Online Submitted Receipt with Technical Documents.,13-Nov-2019 09:00 PM,10-Dec-2019 12:30 PM,13-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,NA ,NA ,13-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,26-Dec-2019 03:30 PM,"3,05,000",No,fixed,,EE PD PWD LUCKNOW,LUCKNOW,1.0,Date4,Date,,1.0,SBI Bank,854.0,EE PD PWD LUCKNOW,LUCKNOW,No,EE PD PWD Lucknow,Office of EE PD PWD Lucknow,"Road Signage Work at Lucknow - Varanasi Road in Km 4.697 to 6.300, 8, 9, 10, 11, 12 (700)","Road Signage Work at Lucknow - Varanasi Road in Km 4.697 to 6.300, 8, 9, 10, 11, 12 (700)",Please refer Tender documents. ,NA ,"30,43,000",Civil Works - Others,NA ,Tender,90.0,30.0,LUCKNOW,226001.0,Office of EE PD PWD Lucknow ,Office of EE PD PWD Lucknow ,15-Nov-2019 12:00 PM ,Office of EE PD PWD Lucknow,No ,No,25-Jan-2020,"INR 2,028,597.89",30.0,ARVIND KUMAR,25-Jan-2020 04:53 PM,402794.pdf (858.00 KB),Financial Bid is Accepted at the Price of Rs. 2028597.89,1.0,1487778.0,MOKSH INNOVATIONS INC.,INR,"2,028,597.89",1.0,1479911.0,AR THERMOSETS PRIVATE LIMITED,28-Nov-2019 11:08 PM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,Finance,Letter,ARVIND KUMAR,26-Dec-2019 06:12 PM,finance_585343.pdf,BOQ Comparative Chart,EE ARVIND KUMAR,Internal,EE ARVIND KUMAR EE AK SINGH,ARVIND KUMAR,27-Dec-2019 05:53 PM,finsummary_585343.pdf (503.38 KB),1.0,1469080.0,M/s R K Engineering,"27,00,435.92",L7,Technical,Technical Evaluation,ARVIND KUMAR,26-Dec-2019 11:28 AM,technical_585343.pdf,EE ARVIND KUMAR,Internal,EE ARVIND KUMAR EE A K SINGH,ARVIND KUMAR,26-Dec-2019 11:31 AM,26-Dec-2019 03:30 PM,techsummary_585343.pdf (503.38 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1479983.0,CAPITAL RETRO INDUSTRIES,07-Dec-2019 02:02 PM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,,,,,,,,,,,,,2.0,1471334.0,reflection,"24,34,469.61",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1487778.0,MOKSH INNOVATIONS INC.,06-Dec-2019 04:45 PM,Accepted-AOC,Financial Bid is Accepted at the Price of Rs. 2028597.89,25-Jan-2020 04:53 PM,,,,,,,,,,,,,3.0,1471488.0,M/S GARG ASSOCIATES,"24,31,457.29",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1471488.0,M/S GARG ASSOCIATES,24-Nov-2019 03:51 PM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,,,,,,,,,,,,,4.0,1477452.0,M/s JAI PRAKASH SINGH,"23,82,773.37",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1477452.0,M/s JAI PRAKASH SINGH,07-Dec-2019 01:46 PM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,,,,,,,,,,,,,5.0,1479911.0,AR THERMOSETS PRIVATE LIMITED,"23,73,645.14",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1469080.0,M/s R K Engineering,28-Nov-2019 01:58 PM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,,,,,,,,,,,,,6.0,1479983.0,CAPITAL RETRO INDUSTRIES,"29,05,821.19",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1480334.0,M/s Sakcchi Construction,29-Nov-2019 09:48 AM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,,,,,,,,,,,,,7.0,1480334.0,M/s Sakcchi Construction,"30,12,317.25",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1480445.0,Priya Construction,01-Dec-2019 03:51 PM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,,,,,,,,,,,,,8.0,1480445.0,Priya Construction,"30,27,530.98",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1471334.0,reflection,24-Nov-2019 07:22 AM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,,,,,,,,,,,,,9.0,1487778.0,MOKSH INNOVATIONS INC.,"20,28,597.89",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1495332.0,SHREE BHOPAL SINGH,09-Dec-2019 11:36 AM,Rejected-Finance,Rejected being higher rates.,27-Dec-2019 05:53 PM,,,,,,,,,,,,,10.0,1495332.0,SHREE BHOPAL SINGH,"23,97,682.82",L4,,,,,,,,,,,,,,,
