Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
UP STATE WAREHOUSING CORPORATION,MBD-05-1052-2019,2019_UPSWC_373938_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,20-Aug-2019 04:00 PM,12-Sep-2019 11:00 AM,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,20-Aug-2019 04:00 PM ,28-Aug-2019 11:00 AM ,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,17-Oct-2019 10:30 AM,"1,06,000",No,fixed,,UP State Warehousing Corporation Moradabad,Moradabad,1.0,Corrigendum 1,Date,,1.0,RTGS - RTGS Payment,"1,180",UP State Warehousing Corporation Moradabad,Moradabad,No,Regional Manager Moradabad,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BAHJOI For Food Grains","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BAHJOI For Food Grains",Please refer to Tender Documents ,NA ,"53,00,000",Miscellaneous Services,Handling and Transport ,Tender,90.0,730.0,Bahjoi,244410.0,Regional Office Moradabad ,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad ",28-Aug-2019 12:00 PM ,Regional Office Moradabad,No ,No,UP STATE WAREHOUSING CORPORATION,MBD-05-1052-2019,2019_UPSWC_373938_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,20-Aug-2019 04:00 PM,12-Sep-2019 11:00 AM,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,20-Aug-2019 04:00 PM ,28-Aug-2019 11:00 AM ,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,17-Oct-2019 10:30 AM,"1,06,000",No,fixed,,UP State Warehousing Corporation Moradabad,Moradabad,1.0,Corrigendum 1,Date,,1.0,RTGS - RTGS Payment,"1,180",UP State Warehousing Corporation Moradabad,Moradabad,No,Regional Manager Moradabad,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BAHJOI For Food Grains","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BAHJOI For Food Grains",Please refer to Tender Documents ,NA ,"53,00,000",Miscellaneous Services,Handling and Transport ,Tender,90.0,730.0,Bahjoi,244410.0,Regional Office Moradabad ,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad ",28-Aug-2019 12:00 PM ,Regional Office Moradabad,No ,No,29-Jan-2020,INR 95,730.0,RAKESH SINGH,29-Jan-2020 04:24 PM,bahjoi.pdf (907.00 KB),95 Percent ASOR,1.0,1360750.0,Palak Enterprises,INR,95.0,1.0,1360281.0,BALAJI TRADERS AND GENERAL ORDER SUPPLIER,10-Sep-2019 07:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 09:53 PM,Finance,Financial Bid Result,RAKESH SINGH,28-Nov-2019 04:17 PM,None,BOQ Comparative Chart,Rakesh Singh,Internal,"Luvkush,ajay kumar,rakesh kumar yadav,nepal singh,anita rajput",RAKESH SINGH,28-Nov-2019 04:20 PM,finsummary_540194.pdf (176.15 KB),1.0,1360750.0,Palak Enterprises,95.0,1.0,Technical,TECHNICAL BID RESULT,RAKESH SINGH,16-Oct-2019 09:53 PM,None,RAKESH SINGH,Internal,"LOVEKUSH,AJAY KUMAR,RAKESH KUMAR YADAV, NEPAL SINGH, ANITA RAJPUT(MEDICAL LEAVE)",RAKESH SINGH,16-Oct-2019 09:56 PM,17-Oct-2019 10:30 AM,techsummary_540194.pdf (176.15 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1360981.0,JAISWAL FORWARDING AGENCY,11-Sep-2019 03:03 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1360770.0,Kohli Enterprises,11-Sep-2019 04:21 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1351524.0,M/S SINGH CONTRACTORS,11-Sep-2019 03:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 09:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1360845.0,M/S VISHNOI BROTHERS,11-Sep-2019 10:28 AM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1360171.0,NARANG TRANSPORT CO.,11-Sep-2019 04:31 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 09:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1360952.0,om prakash,11-Sep-2019 11:36 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 09:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1360750.0,Palak Enterprises,11-Sep-2019 04:56 PM,Accepted-AOC,Bid Received 95 percent ASOR is L1,29-Jan-2020 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1360654.0,SINGH ASSOCIATES,10-Sep-2019 09:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 09:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_UPSWC_373938_1,MBD-05-1052-2019,"ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BAHJOI For Food Grains"
