Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
UP STATE WAREHOUSING CORPORATION,MBD-08-1052-2019,2019_UPSWC_373974_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,20-Aug-2019 04:00 PM,12-Sep-2019 11:00 AM,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,20-Aug-2019 04:00 PM ,28-Aug-2019 11:00 AM ,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,17-Oct-2019 10:30 AM,"7,02,000",No,fixed,,UP State Warehousing Corporation Moradabad,Moradabad,1.0,Corrigendum 1,Date,,1.0,RTGS - RTGS Payment,"1,180",UP State Warehousing Corporation Moradabad,Moradabad,No,Regional Manager Moradabad,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BILASPUR For Food Grains","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BILASPUR For Food Grains",Refer to Tender Documents ,NA ,"3,51,00,000",Miscellaneous Services,Handling and Transport ,Tender,90.0,730.0,Bilaspur,244921.0,Regional Office Moradabad ,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad ",28-Aug-2019 12:00 PM ,Regional Office Moradabad,No ,No,UP STATE WAREHOUSING CORPORATION,MBD-08-1052-2019,2019_UPSWC_373974_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,20-Aug-2019 04:00 PM,12-Sep-2019 11:00 AM,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,20-Aug-2019 04:00 PM ,28-Aug-2019 11:00 AM ,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,17-Oct-2019 10:30 AM,"7,02,000",No,fixed,,UP State Warehousing Corporation Moradabad,Moradabad,1.0,Corrigendum 1,Date,,1.0,RTGS - RTGS Payment,"1,180",UP State Warehousing Corporation Moradabad,Moradabad,No,Regional Manager Moradabad,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BILASPUR For Food Grains","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING AND TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT BILASPUR For Food Grains",Refer to Tender Documents ,NA ,"3,51,00,000",Miscellaneous Services,Handling and Transport ,Tender,90.0,730.0,Bilaspur,244921.0,Regional Office Moradabad ,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad ",28-Aug-2019 12:00 PM ,Regional Office Moradabad,No ,No,29-Jan-2020,INR 92,730.0,RAKESH SINGH,29-Jan-2020 04:43 PM,bilaspur1852.pdf (950.00 KB),92 Percent ASOR,1.0,1360731.0,Palak Enterprises,INR,92.0,1.0,1360294.0,BALAJI TRADERS AND GENERAL ORDER SUPPLIER,10-Sep-2019 06:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 10:53 PM,Finance,Financial Bid Result,RAKESH SINGH,28-Nov-2019 04:23 PM,None,BOQ Comparative Chart,Rakesh Singh,Internal,"Luvkush,ajay kumar,rakesh kumar yadav,nepal singh,anita rajput",RAKESH SINGH,28-Nov-2019 04:26 PM,finsummary_540232.pdf (176.15 KB),1.0,1360731.0,Palak Enterprises,92.0,1.0,Technical,TECHNICAL BID RESULT,RAKESH SINGH,16-Oct-2019 10:53 PM,None,RAKESH SINGH,Internal,"LOVEKUSH,AJAY KUMAR,RAKESH KUMAR YADAV, NEPAL SINGH, ANITA RAJPUT(MEDICAL LEAVE)",RAKESH SINGH,16-Oct-2019 11:08 PM,17-Oct-2019 10:30 AM,techsummary_540232.pdf (176.15 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1360859.0,JAISWAL FORWARDING AGENCY,11-Sep-2019 03:01 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1360769.0,Kohli Enterprises,11-Sep-2019 04:10 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1360736.0,MAA BHAWANI TRANSPORT,11-Sep-2019 03:55 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1351518.0,M/S SINGH CONTRACTORS,11-Sep-2019 03:19 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 10:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1360869.0,M/S VISHNOI BROTHERS,11-Sep-2019 10:48 AM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1360745.0,NARANG TRANSPORT CO.,11-Sep-2019 02:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 10:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1358564.0,om prakash,11-Sep-2019 11:53 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 10:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1360731.0,Palak Enterprises,11-Sep-2019 04:09 PM,Accepted-AOC,Bid Received 92 Percent ASOR is L1,29-Jan-2020 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1360947.0,Roop Chand Contractor,11-Sep-2019 04:33 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 10:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
