Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",02/EE/2018-19,2018_UPIDC_279086_4,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Documents,03-Dec-2018 10:00 AM,10-Dec-2018 12:00 PM,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,NA ,NA ,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,12-Dec-2018 04:00 PM,"36,000",Yes,fixed,,EE MGCCD-7 BIJNOR,BIJNOR,1.0,DD - Demand Draft,354.0,EE MGCCD-7 BIJNOR,BIJNOR,No,EE,EE MGCCD-7 BIJNOR,Const. of Panwasa Dy. From KM 8.800 to 8.900(Lot-4),Const. of Panwasa Dy. From KM 8.800 to 8.900,Please refer Tender documents. ,NA ,"18,00,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Panwasa,244302.0,NA ,NA ,NA ,EE MGCCD-7 BIJNOR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",02/EE/2018-19,2018_UPIDC_279086_4,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Documents,03-Dec-2018 10:00 AM,10-Dec-2018 12:00 PM,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,NA ,NA ,03-Dec-2018 10:00 AM,08-Dec-2018 05:00 PM,12-Dec-2018 04:00 PM,"36,000",Yes,fixed,,EE MGCCD-7 BIJNOR,BIJNOR,1.0,DD - Demand Draft,354.0,EE MGCCD-7 BIJNOR,BIJNOR,No,EE,EE MGCCD-7 BIJNOR,Const. of Panwasa Dy. From KM 8.800 to 8.900(Lot-4),Const. of Panwasa Dy. From KM 8.800 to 8.900,Please refer Tender documents. ,NA ,"18,00,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Panwasa,244302.0,NA ,NA ,NA ,EE MGCCD-7 BIJNOR,No ,No,05-Jan-2019,"INR 953,370",90.0,Praveen Prakash Gautam,14-Jan-2020 11:56 AM,IMG_0005.pdf (811.00 KB),Accepted,1.0,977833.0,M/S AJAY KUMAR CONTRACTOR,INR,"953,370",1.0,980497.0,dharamveer contractor,08-Dec-2018 11:33 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Dec-2018 03:13 PM,Finance,Finance,Praveen Prakash Gautam,12-Dec-2018 06:04 PM,finance_391047.pdf,BOQ Comparative Chart,Praveen Prakash Gautam,Internal,Himansu Dharia,Praveen Prakash Gautam,12-Dec-2018 06:14 PM,finsummary_391047.pdf (931.06 KB),1.0,977833.0,M/S AJAY KUMAR CONTRACTOR,"9,53,370.00",L1,Technical,11 Bidders accept and 1 bidders rejected for finacial bids,Praveen Prakash Gautam,12-Dec-2018 03:13 PM,technical_391047.pdf,Praveen Prakash Gautam,Internal,Himansu Dharia,Praveen Prakash Gautam,12-Dec-2018 03:39 PM,12-Dec-2018 04:00 PM,techsummary_391047.pdf (931.06 KB),,,
,,,,,,,,,,,,,,,,.xls,Finacial Bids,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Finacial Bids,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,977833.0,M/S AJAY KUMAR CONTRACTOR,06-Dec-2018 10:29 PM,Accepted-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,2.0,979770.0,M/S VIPIN KUMAR CONTRACTOR,"12,03,750.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,finacial bids,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,finacial bids,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,980799.0,M/S J.V. CONSTRUCTION,08-Dec-2018 03:32 PM,Rejected-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,3.0,979925.0,PARVEEN KUMAR CONTRACTOR,"13,59,756.00",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,contractor documents,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor documents,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,980128.0,M/S PEETAMBAR SINGH CONTRACTOR,07-Dec-2018 07:11 PM,Rejected-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,4.0,980039.0,M/S VED PRAKASH S/O IMRAT SINGH CONTRACTOR,"12,68,848.80",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,980553.0,M/S VAISHNO CONSTRUCTION,08-Dec-2018 12:28 PM,Rejected-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,5.0,980128.0,M/S PEETAMBAR SINGH CONTRACTOR,"13,70,830.50",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,980039.0,M/S VED PRAKASH S/O IMRAT SINGH CONTRACTOR,07-Dec-2018 05:44 PM,Rejected-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,6.0,980428.0,NARENDRA KUMAR,"10,88,190.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,979770.0,M/S VIPIN KUMAR CONTRACTOR,07-Dec-2018 12:55 PM,Rejected-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,7.0,980499.0,singh contractor,"12,95,235.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,980945.0,M/s Virendra Kumar Contractor and Supplier,08-Dec-2018 04:38 PM,Rejected-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,8.0,980553.0,M/S VAISHNO CONSTRUCTION,"11,65,230.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,980428.0,NARENDRA KUMAR,08-Dec-2018 10:12 AM,Rejected-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,9.0,980643.0,SUDHIR KUMAR S/O RIDIKA SINGH,"12,51,900.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,979925.0,PARVEEN KUMAR CONTRACTOR,07-Dec-2018 03:16 PM,Rejected-AOC,Accepted,14-Jan-2020 11:57 AM,,,,,,,,,,,,,10.0,980799.0,M/S J.V. CONSTRUCTION,"15,98,580.00",L11,,,,,,,,,,,,,,,
