Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",07/EE/2018-19,2018_UPIDC_287991_7,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,27-Dec-2018 09:00 AM,01-Jan-2019 12:00 PM,27-Dec-2018 09:00 AM,01-Jan-2019 09:00 AM,NA ,NA ,27-Dec-2018 09:00 AM,01-Jan-2019 09:00 AM,10-Jan-2019 03:00 PM,"63,000",No,fixed,,"EE MGCCD-7, BIJNOR",Bijnor,1.0,DD - Demand Draft,354.0,"EE MGCCD-7, BIJNOR",Bijnor,No,"EE MGCCD-7, BIJNOR","EE MGCCD-7, BIJNOR",Construction of Panwasa Dy. From km. 11.560 to km. 11.750 (Lot No.7 ),Construction of Panwasa Dy. From km. 11.560 to km. 11.750,Please refer Tender documents. ,NA ,"31,50,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Panwasa,244304.0,NA ,NA ,NA ,"EE MGCCD-7, BIJNOR",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-7, bijnore",07/EE/2018-19,2018_UPIDC_287991_7,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,27-Dec-2018 09:00 AM,01-Jan-2019 12:00 PM,27-Dec-2018 09:00 AM,01-Jan-2019 09:00 AM,NA ,NA ,27-Dec-2018 09:00 AM,01-Jan-2019 09:00 AM,10-Jan-2019 03:00 PM,"63,000",No,fixed,,"EE MGCCD-7, BIJNOR",Bijnor,1.0,DD - Demand Draft,354.0,"EE MGCCD-7, BIJNOR",Bijnor,No,"EE MGCCD-7, BIJNOR","EE MGCCD-7, BIJNOR",Construction of Panwasa Dy. From km. 11.560 to km. 11.750 (Lot No.7 ),Construction of Panwasa Dy. From km. 11.560 to km. 11.750,Please refer Tender documents. ,NA ,"31,50,000",Civil Works - Canal,NA ,Tender,90.0,90.0,Panwasa,244304.0,NA ,NA ,NA ,"EE MGCCD-7, BIJNOR",No ,No,27-May-2019,"INR 2,087,250",90.0,Praveen Prakash Gautam,13-Jan-2020 04:04 PM,IMG_0005.pdf (730.00 KB),Accepted,1.0,1016977.0,M/S VIPIN KUMAR CONTRACTOR,INR,"2,087,250",1.0,1014512.0,BALAJI TRADERS,29-Dec-2018 06:55 PM,Rejected-AOC,Accepted,13-Jan-2020 04:05 PM,Finance,6 Biders Accepted for Financial Bid,Praveen Prakash Gautam,11-Jan-2019 04:04 PM,finance_405835.pdf,BOQ Comparative Chart,Praveen Prakash Gautam,Internal,Himanshu Dharia,Praveen Prakash Gautam,11-Jan-2019 06:12 PM,finsummary_405835.pdf (931.06 KB),1.0,1013374.0,M/S SHIV CONSTRUCTION,"24,49,500.00",L4,Technical,9 bider found 6 bider accepted,Praveen Prakash Gautam,10-Jan-2019 02:22 PM,technical_405835.pdf,Praveen Prakash Gautam,Internal,Himansu Dharia,Praveen Prakash Gautam,10-Jan-2019 02:42 PM,10-Jan-2019 03:00 PM,techsummary_405835.pdf (931.06 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1016381.0,MA AND SONS,31-Dec-2018 12:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jan-2019 02:22 PM,,,,,,,,,,,,,2.0,1014512.0,BALAJI TRADERS,"28,98,000.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1014554.0,M/S G R D CONTRACTOR AND SUPLIER,29-Dec-2018 06:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jan-2019 02:22 PM,,,,,,,,,,,,,3.0,1015739.0,M/S J.V. CONSTRUCTION,"27,42,750.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1015739.0,M/S J.V. CONSTRUCTION,31-Dec-2018 03:42 PM,Rejected-AOC,Accepted,13-Jan-2020 04:05 PM,,,,,,,,,,,,,4.0,1016680.0,M/s Virendra Kumar Contractor and Supplier,"23,51,347.50",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1013374.0,M/S SHIV CONSTRUCTION,28-Dec-2018 05:51 PM,Rejected-AOC,Accepted,13-Jan-2020 04:05 PM,,,,,,,,,,,,,5.0,1016730.0,M/S VAISHNO CONSTRUCTION,"22,59,750.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1016730.0,M/S VAISHNO CONSTRUCTION,31-Dec-2018 05:39 PM,Rejected-AOC,Accepted,13-Jan-2020 04:05 PM,,,,,,,,,,,,,6.0,1016977.0,M/S VIPIN KUMAR CONTRACTOR,"20,87,250.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1016977.0,M/S VIPIN KUMAR CONTRACTOR,31-Dec-2018 11:22 PM,Accepted-AOC,Accepted,13-Jan-2020 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1016680.0,M/s Virendra Kumar Contractor and Supplier,01-Jan-2019 08:09 AM,Rejected-AOC,Accepted,13-Jan-2020 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1016505.0,singh contractor,31-Dec-2018 02:31 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jan-2019 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_UPIDC_287991_7,07/EE/2018-19,Construction of Panwasa Dy. From km. 11.560 to km. 11.750 (Lot No.7 )
