Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow",6910/523-C-PDL.L.CIR/19-20 06-11-19,2019_CEUCZ_403169_11,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,13-Nov-2019 06:30 PM,10-Dec-2019 12:30 PM,13-Nov-2019 06:30 PM,09-Dec-2019 12:00 PM,NA ,NA ,15-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,24-Dec-2019 05:30 PM,"6,18,000",Yes,fixed,,DEPOSIT IN THE ACCOUNT OF UP E.TENDER ON LINE ACC,LUCKNOW,1.0,EXTENSION OF DATE3,Date,,1.0,SBI Bank,"2,360",DEPOSIT IN THE ACCOUNT OF UP E.TENDER ON LINE ACC,LUCKNOW,No,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,ROAD SINAGE WORK AT RING ROAD KANPUR ROAD TO RAIBAREILLI ROAD,ROAD SINAGE WORK AT RING ROAD KANPUR ROAD TO RAIBAREILLI ROAD,Please refer Tender documents. ,NA ,"83,00,000",Civil Works - Others,NA ,Tender,90.0,30.0,LUCKNOW,226001.0,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW ,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW  ,15-Nov-2019 12:00 PM ,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,No ,No,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow",6910/523-C-PDL.L.CIR/19-20 06-11-19,2019_CEUCZ_403169_11,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,13-Nov-2019 06:30 PM,10-Dec-2019 12:30 PM,13-Nov-2019 06:30 PM,09-Dec-2019 12:00 PM,NA ,NA ,15-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,24-Dec-2019 05:30 PM,"6,18,000",Yes,fixed,,DEPOSIT IN THE ACCOUNT OF UP E.TENDER ON LINE ACC,LUCKNOW,1.0,EXTENSION OF DATE3,Date,,1.0,SBI Bank,"2,360",DEPOSIT IN THE ACCOUNT OF UP E.TENDER ON LINE ACC,LUCKNOW,No,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,ROAD SINAGE WORK AT RING ROAD KANPUR ROAD TO RAIBAREILLI ROAD,ROAD SINAGE WORK AT RING ROAD KANPUR ROAD TO RAIBAREILLI ROAD,Please refer Tender documents. ,NA ,"83,00,000",Civil Works - Others,NA ,Tender,90.0,30.0,LUCKNOW,226001.0,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW ,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW  ,15-Nov-2019 12:00 PM ,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,No ,No,28-Jan-2020,"INR 5,340,748.9",30.0,JITENDRA KUMAR BANGA,28-Jan-2020 07:40 PM,ACCEPTANCE12345467890.pdf (502.00 KB),FINANCIAL BID IS ACCEPTED AT THE PRICE OF Rs. 5340748.90,1.0,1479799.0,Descon Infrastructures Pvt Ltd,INR,"5,340,748.9",1.0,1469622.0,AR THERMOSETS PRIVATE LIMITED,23-Nov-2019 03:58 PM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,Finance,EVALUATION LETTER,JITENDRA KUMAR BANGA,03-Jan-2020 06:48 PM,finance_586169.pdf,BOQ Comparative Chart,SE JITENDRA KUMAR BANGA,Internal,SE JITENDRA KUMAR BANGA EE ARVIND KUMAR EE A K SINGH,JITENDRA KUMAR BANGA,03-Jan-2020 06:57 PM,finsummary_586169.pdf (655.29 KB),1.0,1466218.0,M/S Paragon Construction,"70,57,477.89",L7,Technical,EVALUATION LETTER,JITENDRA KUMAR BANGA,24-Dec-2019 02:10 PM,technical_586169.pdf,SE JITENDRA KUMAR BANGA,Internal,SE JITENDRA KUMAR BANGA EE ARVIND KUMAR EE A K SINGH,JITENDRA KUMAR BANGA,24-Dec-2019 02:13 PM,24-Dec-2019 05:30 PM,techsummary_586169.pdf (643.39 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1479897.0,CAPITAL RETRO INDUSTRIES,07-Dec-2019 02:12 PM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,,,,,,,,,,,,,2.0,1468726.0,Siddhi Vinayak Enterprises,"68,36,827.23",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1479799.0,Descon Infrastructures Pvt Ltd,07-Dec-2019 12:06 PM,Accepted-AOC,FINANCIAL BID IS ACCEPTED AT THE PRICE OF Rs. 5340748.90,28-Jan-2020 07:40 PM,,,,,,,,,,,,,3.0,1469165.0,M/s R K Engineering,"73,62,544.14",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1473575.0,MOKSH INNOVATIONS INC.,06-Dec-2019 05:06 PM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,,,,,,,,,,,,,4.0,1469622.0,AR THERMOSETS PRIVATE LIMITED,"63,62,094.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1477246.0,M/s JAI PRAKASH SINGH,07-Dec-2019 01:34 PM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,,,,,,,,,,,,,5.0,1473575.0,MOKSH INNOVATIONS INC.,"54,03,433.75",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1466218.0,M/S Paragon Construction,29-Nov-2019 01:41 PM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,,,,,,,,,,,,,6.0,1477246.0,M/s JAI PRAKASH SINGH,"65,45,133.75",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1469165.0,M/s R K Engineering,28-Nov-2019 01:55 PM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,,,,,,,,,,,,,7.0,1478436.0,VEER ENTERPRISES,"75,22,189.91",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1480305.0,M/s Sakcchi Construction,29-Nov-2019 09:12 AM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,,,,,,,,,,,,,8.0,1479799.0,Descon Infrastructures Pvt Ltd,"53,40,748.90",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1480757.0,NITIN AGENCIES,02-Dec-2019 10:11 AM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,,,,,,,,,,,,,9.0,1479897.0,CAPITAL RETRO INDUSTRIES,"73,84,274.89",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1480493.0,Priya Construction,01-Dec-2019 04:06 PM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 06:57 PM,,,,,,,,,,,,,10.0,1480305.0,M/s Sakcchi Construction,"82,74,399.71",12,,,,,,,,,,,,,,,
