Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
UP STATE WAREHOUSING CORPORATION,MBD-02-1052-2019,2019_UPSWC_373855_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,20-Aug-2019 04:00 PM,12-Sep-2019 11:00 AM,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,20-Aug-2019 04:00 PM ,28-Aug-2019 11:00 AM ,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,17-Oct-2019 10:30 AM,"7,40,000",No,fixed,,UP State Warehousing Corporation Moradabad,Moradabad,1.0,Corrigendum 1,Date,,1.0,RTGS - RTGS Payment,"1,180",UP State Warehousing Corporation Moradabad,Moradabad,No,Regional Manager Moradabad,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING and TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT INDUSTRIAL AREA MORADABAD For Food Grains","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING and TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS, FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT INDUSTRIAL AREA MORADABAD For Food Grains",Please refer to tender documents ,NA ,"3,70,00,000",Miscellaneous Services,Handling and Transport ,Tender,90.0,730.0,Industrial Area Moradabad,244102.0,Regional Office Moradabad ,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad ",28-Aug-2019 12:00 PM ,Regional Office Moradabad,No ,No,UP STATE WAREHOUSING CORPORATION,MBD-02-1052-2019,2019_UPSWC_373855_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,20-Aug-2019 04:00 PM,12-Sep-2019 11:00 AM,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,20-Aug-2019 04:00 PM ,28-Aug-2019 11:00 AM ,20-Aug-2019 04:00 PM,11-Sep-2019 05:00 PM,17-Oct-2019 10:30 AM,"7,40,000",No,fixed,,UP State Warehousing Corporation Moradabad,Moradabad,1.0,Corrigendum 1,Date,,1.0,RTGS - RTGS Payment,"1,180",UP State Warehousing Corporation Moradabad,Moradabad,No,Regional Manager Moradabad,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING and TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS,FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT INDUSTRIAL AREA MORADABAD For Food Grains","ETENDER FOR APPOINTMENT OF REGULAR. HANDLING and TRANSPORT CONTRACTOR FOR HANDLING AND TRANSPORT OF FOODGRAINS, FERTILIZERS AND OTHER ALLIED MATERIAL, AS STORED BY FCI AND OTHER AGENCIES AT INDUSTRIAL AREA MORADABAD For Food Grains",Please refer to tender documents ,NA ,"3,70,00,000",Miscellaneous Services,Handling and Transport ,Tender,90.0,730.0,Industrial Area Moradabad,244102.0,Regional Office Moradabad ,"Regional Manager Moradabad, UP State Warehousing Corporation, Naveen Mandi Majhola, Line Paar Moradabad ",28-Aug-2019 12:00 PM ,Regional Office Moradabad,No ,No,29-Jan-2020,INR 113,730.0,RAKESH SINGH,29-Jan-2020 04:35 PM,iamoradabad.pdf (933.00 KB),113 Percent ASOR,1.0,1361000.0,JAISWAL FORWARDING AGENCY,INR,113.0,1.0,1360270.0,BALAJI TRADERS AND GENERAL ORDER SUPPLIER,10-Sep-2019 04:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 08:34 PM,Finance,FINANCIAL BID RESULT,RAKESH SINGH,28-Nov-2019 12:21 PM,None,BOQ Comparative Chart,RAKESH Singh,Internal,"Luvkush,Ajay Kumar,Rakesh Kumar Yadav, Nepal Singh, Anita Rajput",RAKESH SINGH,28-Nov-2019 01:12 PM,finsummary_540083.pdf (176.15 KB),1.0,1361000.0,JAISWAL FORWARDING AGENCY,113.0,1.0,Technical,TECHNICAL BID RESULT,RAKESH SINGH,16-Oct-2019 08:34 PM,technical_540083.pdf,RAKESH SINGH,Internal,"LOVEKUSH,AJAY KUMAR,RAKESH KUMAR YADAV, NEPAL SINGH, ANITA RAJPUT(MEDICAL LEAVE)",RAKESH SINGH,16-Oct-2019 08:51 PM,17-Oct-2019 10:30 AM,techsummary_540083.pdf (176.15 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1360633.0,DEV DUTT C/O KAKA TRANSPORT AND FORWARDING AGENCY,11-Sep-2019 04:49 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1361000.0,JAISWAL FORWARDING AGENCY,11-Sep-2019 03:06 PM,Accepted-AOC,Bid Received 113 Percent ASOR is L1,29-Jan-2020 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1360779.0,Kohli Enterprises,11-Sep-2019 04:39 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1351509.0,M/S SINGH CONTRACTORS,11-Sep-2019 03:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 08:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1360737.0,NARANG TRANSPORT CO.,11-Sep-2019 04:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 08:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1360999.0,nikum Transport,11-Sep-2019 02:16 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 08:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1360856.0,om prakash,11-Sep-2019 10:36 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Oct-2019 08:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1361188.0,Palak Enterprises,11-Sep-2019 04:24 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1361347.0,S.L Kohli And Sons,11-Sep-2019 04:50 PM,Not Admitted-Finance,Not qualified for AOC,28-Nov-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
