Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Uttar Pradesh Excise Department||Joint Excise Commissioner Gorakhpur||Deputy Excise Commissioner Azamgarh||District Excise Officer Balia,exercise/kotwacl/2020,2020_DEO24_419877_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical,11-Jun-2025 05:21 PM,10-Jan-2020 10:30 AM,04-Jan-2020 12:45 PM,10-Jan-2020 09:30 AM,NA ,NA ,04-Jan-2020 12:45 PM,10-Jan-2020 09:30 AM,10-Jan-2020 02:00 PM,"65,016",No,fixed,,Zila abkari adhikari,ballia,1.0,DD - Demand Draft,"21,240",DEC L AND AAO UPEXCISE PRAYAGRAJ,Allahabad,No,collector,collectorate ballia,country liquor shop,country liquor shop,Please refer Tender documents. ,NA ,"6,50,160",Miscellaneous,NA ,Tender,7.0,80.0,ballia,277001.0,vikash bhawan  ,vikash bhawan ,04-Jan-2020 04:00 PM ,vikash bhawan,No ,No,Uttar Pradesh Excise Department||Joint Excise Commissioner Gorakhpur||Deputy Excise Commissioner Azamgarh||District Excise Officer Balia,exercise/kotwacl/2020,2020_DEO24_419877_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical,11-Jun-2025 05:21 PM,10-Jan-2020 10:30 AM,04-Jan-2020 12:45 PM,10-Jan-2020 09:30 AM,NA ,NA ,04-Jan-2020 12:45 PM,10-Jan-2020 09:30 AM,10-Jan-2020 02:00 PM,"65,016",No,fixed,,Zila abkari adhikari,ballia,1.0,DD - Demand Draft,"21,240",DEC L AND AAO UPEXCISE PRAYAGRAJ,Allahabad,No,collector,collectorate ballia,country liquor shop,country liquor shop,Please refer Tender documents. ,NA ,"6,50,160",Miscellaneous,NA ,Tender,7.0,80.0,ballia,277001.0,vikash bhawan  ,vikash bhawan ,04-Jan-2020 04:00 PM ,vikash bhawan,No ,No,10-Jan-2020,"INR 539,370",81.0,Ashok Ram,10-Jan-2025 05:21 PM,ballia_deo.pdf (1928.00 KB),ok,1.0,1538281.0,DEEPAK KUMAR SINGH,INR,"539,370",1.0,1538281.0,DEEPAK KUMAR SINGH,08-Jan-2020 07:30 PM,Accepted-AOC,highest bidder,10-Jan-2020 08:33 PM,Finance,all boq uploaded,Anurag Singh,10-Jan-2020 02:31 PM,None,BOQ Comparative Chart,DM,Internal,DM SP AEC ENFORCEMENT DEO,Ashok Ram,10-Jun-2025 05:21 PM,finsummary_613787.pdf (303.06 KB),1.0,1534888.0,M/S PRATIBHA CONSTRUCTION AND SUPPLIERS,66652.0,H4,Technical,all ok,Ashok Ram,10-Jan-2020 11:33 AM,None,DM,Internal,DM SP AEC enforcement DEO,Ashok Ram,10-Jan-2020 12:33 PM,10-Jan-2020 02:00 PM,techsummary_613787.pdf (303.06 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,financial,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,financial,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1537520.0,M/S GAURAV CONSTRUCTION,10-Jan-2020 09:24 AM,Rejected-Finance,NOT H1,10-Jan-2020 03:04 PM,,,,,,,,,,,,,2.0,1536221.0,REETA DEVI,77000.0,H2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1540831.0,M/S NARENDRA KUMAR MISHRA,09-Jan-2020 11:05 PM,Rejected-Finance,NOT H1,10-Jan-2020 05:21 PM,,,,,,,,,,,,,3.0,1537520.0,M/S GAURAV CONSTRUCTION,45000.0,H9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1541020.0,M/s Pratap Enterprises,10-Jan-2020 07:30 AM,Rejected-Finance,NOT H1,10-Jan-2020 03:04 PM,,,,,,,,,,,,,4.0,1538281.0,DEEPAK KUMAR SINGH,81011.0,H1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1534888.0,M/S PRATIBHA CONSTRUCTION AND SUPPLIERS,06-Jan-2020 08:03 PM,Rejected-Finance,NOT H1,10-Jan-2020 03:04 PM,,,,,,,,,,,,,5.0,1539552.0,UMASHANKAR SINGH,75000.0,H3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1540281.0,Nivedita Singh,09-Jan-2020 06:37 PM,Rejected-Finance,NOT H1,11-Jun-2025 05:21 PM,,,,,,,,,,,,,6.0,1540123.0,REKHA RAI,51900.0,H6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1540562.0,PRAHALAD DAS AGRAWAL,09-Jan-2020 09:04 PM,Rejected-Finance,NOT H1,10-Jan-2020 03:04 PM,,,,,,,,,,,,,7.0,1540281.0,Nivedita Singh,65025.0,H5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1541048.0,RAJESH KUMAR SINGH,10-Jan-2020 09:21 AM,Rejected-Technical,aadhar and pan not uploaded,10-Jan-2020 12:33 PM,,,,,,,,,,,,,8.0,1540562.0,PRAHALAD DAS AGRAWAL,50033.0,H7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1536221.0,REETA DEVI,07-Jan-2020 05:01 PM,Rejected-Finance,NOT H1,10-Jan-2020 03:04 PM,,,,,,,,,,,,,9.0,1540831.0,M/S NARENDRA KUMAR MISHRA,47815.0,H8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1540123.0,REKHA RAI,09-Jan-2020 05:36 PM,Rejected-Finance,NOT H1,10-Jan-2020 03:04 PM,,,,,,,,,,,,,10.0,1541020.0,M/s Pratap Enterprises,26000.0,H10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1539552.0,UMASHANKAR SINGH,09-Jan-2020 01:49 PM,Rejected-Finance,NOT H1,10-Jan-2020 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_DEO24_419877_1,exercise/kotwacl/2020,country liquor shop
