Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",E-TENDER NO.13 E.T.C-II (K)/2018-19,2018_UPTCL_190282_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,part 1,16-Apr-2018 10:00 AM,15-May-2018 03:00 PM,16-Apr-2018 11:00 AM,15-May-2018 12:00 PM,NA ,NA ,16-Apr-2018 12:00 PM,15-May-2018 12:00 PM,15-May-2018 05:20 PM,"3,000",Yes,fixed,,EE ETD-II KANPUR,kanpur,1.0,Financial Bid,Financial Bid,,1.0,DD - Demand Draft,236.0,EE ETD-II KANPUR,kanpur,Yes,SE ETC-II PANKI KANPUR,SE ETC-II PANKI KANPUR,work,work,Please refer Tender documents. ,NA ,"1,34,400",Electrical Works,NA ,Tender,120.0,365.0,kanpur,208006.0,NA ,NA ,NA ,kanpur,No ,No,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",E-TENDER NO.13 E.T.C-II (K)/2018-19,2018_UPTCL_190282_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,part 1,16-Apr-2018 10:00 AM,15-May-2018 03:00 PM,16-Apr-2018 11:00 AM,15-May-2018 12:00 PM,NA ,NA ,16-Apr-2018 12:00 PM,15-May-2018 12:00 PM,15-May-2018 05:20 PM,"3,000",Yes,fixed,,EE ETD-II KANPUR,kanpur,1.0,Financial Bid,Financial Bid,,1.0,DD - Demand Draft,236.0,EE ETD-II KANPUR,kanpur,Yes,SE ETC-II PANKI KANPUR,SE ETC-II PANKI KANPUR,work,work,Please refer Tender documents. ,NA ,"1,34,400",Electrical Works,NA ,Tender,120.0,365.0,kanpur,208006.0,NA ,NA ,NA ,kanpur,No ,No,14-Jul-2019,"INR 101,400",365.0,Sunil Chandra Misra,28-Jan-2020 03:30 PM,13.pdf (1643.00 KB),Agreement Executed,1.0,685048.0,M/S Sayan Enterprises,INR,"101,400",1.0,684936.0,ASIA ENTERPRISES,14-May-2018 07:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:55 PM,Finance,Summary,SUNIL MISRA,15-May-2018 05:44 PM,finance_261561.pdf,SE ETC-II Panki Kanpur,Internal,Member Technical EE ETD-Fatehgarh and DY GM Fund TS Agra,SUNIL MISRA,15-May-2018 05:47 PM,finsummary_261561.pdf (94.65 KB),1.0,683971.0,INDRA ENTERPRISES,"1,12,800.00",2.0,Technical,Summary,SUNIL MISRA,15-May-2018 04:55 PM,technical_261561.pdf,SE ETC-II Panki Kanpur,Internal,Member Technical EE ETD-Fatehgarh and DY GM Fund TS Agra,SUNIL MISRA,15-May-2018 04:56 PM,15-May-2018 05:20 PM,techsummary_261561.pdf (94.65 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Part 2 finance,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Part 2 finance,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,683971.0,INDRA ENTERPRISES,14-May-2018 02:00 PM,Rejected-AOC,2,28-Jan-2020 03:30 PM,,,,,,,,,,,,2.0,685048.0,M/S Sayan Enterprises,"1,01,400.00",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,685089.0,MANOJ ENTERPRISES,14-May-2018 09:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:55 PM,,,,,,,,,,,,3.0,685268.0,M/s AADITYA ENGINEERING WORKS,"1,15,428.00",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,685268.0,M/s AADITYA ENGINEERING WORKS,14-May-2018 11:11 PM,Rejected-AOC,3,28-Jan-2020 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,685286.0,M/S AINDRI ASSOCIATES,14-May-2018 11:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,685048.0,M/S Sayan Enterprises,14-May-2018 09:00 PM,Accepted-AOC,1,28-Jan-2020 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,685101.0,NAMAMI ENTERPRISES,14-May-2018 09:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,682987.0,SHREE TRADERS,13-May-2018 11:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,682251.0,TRANS ENGINEEERING WORKS,13-May-2018 01:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2018 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_UPTCL_190282_1,E-TENDER NO.13 E.T.C-II (K)/2018-19,work
