Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Er Narendra Chaudhary,Vikash Bhawan Unnao,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,100.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,1613/red/tender/Unnao/25-26 Dt-18-12-2025,2025_REDUP_1099103_17,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Vikash Khand Nawabganj ke Kusumbhi me Hiralal Gautam ke Ghar se Ram Kumar Gautam ke Ghar hote huwe Lalu Gautam ke Ghar tak Nali evm Interlocking Road ka karye.,Vikash Khand Nawabganj ke Kusumbhi me Hiralal Gautam ke Ghar se Ram Kumar Gautam ke Ghar hote huwe Lalu Gautam ke Ghar tak Nali evm Interlocking Road ka karye.,Plz Refe Doc ,Na ,"8,42,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,"16,900",Yes,fixed,,Nil,Nil,1.0,SBI Bank,15-Dec-2025 05:00 PM,22-Dec-2025 12:30 PM,15-Dec-2025 05:00 PM,22-Dec-2025 12:00 PM,NA ,NA ,15-Dec-2025 05:00 PM,22-Dec-2025 12:00 PM,02-Jan-2026 12:55 PM,AOC,1,5758359,M/S DIPTI KATIYAR,20-Dec-2025 08:34 PM,Rejected-AOC,l2,27-Jan-2026 03:42 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2025_REDUP_1099103_17,1613/red/tender/Unnao/25-26 Dt-18-12-2025,Vikash Khand Nawabganj ke Kusumbhi me Hiralal Gautam ke Ghar se Ram Kumar Gautam ke Ghar hote huwe Lalu Gautam ke Ghar tak Nali evm Interlocking Road ka karye.,1.0,5756185.0,Rishi Prakash jaiswal,INR,"842,149.83",Er Narendra Chaudhary,Internal,,Narendra chaudhary,27-Jan-2026 03:38 PM,finsummary_2024959.pdf (831.33 KB),Finance,Summary,Narendra chaudhary,27-Jan-2026 03:35 PM,finance_2024959.pdf,BOQ Comparative Chart,Er Narendra Chaudhary,Internal,,Narendra chaudhary,02-Jan-2026 12:51 PM,02-Jan-2026 12:55 PM,techsummary_2024959.pdf (547.98 KB),Technical,Summary,Narendra chaudhary,02-Jan-2026 12:48 PM,technical_2024959.pdf,27-Jan-2026,"INR 842,149.83",90.0,Narendra chaudhary,27-Jan-2026 03:42 PM,Ram005.pdf (831.00 KB),l1,AOC
,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5756185,Rishi Prakash jaiswal,19-Dec-2025 09:02 PM,Accepted-AOC,l1,27-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
