Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,2 Bidder Admitted,RAKESH KUMAR,13-Jan-2026 02:43 PM,,BOQ Comparative Chart,Rakesh Kumar,Internal,Rakesh Kumar,RAKESH KUMAR,13-Jan-2026 02:46 PM,finsummary_2025822.pdf (102.57 KB),15-Jan-2026,"INR 768,516",45.0,RAKESH KUMAR,23-Jan-2026 11:42 AM,Lot23.pdf (254.00 KB),AOC,Rakesh Kumar,Internal,Rakesh Kumar,RAKESH KUMAR,13-Jan-2026 11:40 AM,13-Jan-2026 11:45 AM,techsummary_2025822.pdf (102.57 KB),Technical,2 Bidder Admitted,RAKESH KUMAR,13-Jan-2026 11:31 AM,technical_2025822.pdf,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",2025_UPIDC_1090998_138,07/EE/2025-26,Auction of Silt/soil work from Km 94.350 (Jugaramau Siphon) to Km 97.000 (Railway Line Crossing) of Bhognipur Branch,1.0,5762916.0,RAKSHAPAL SINGH,INR,"768,516",1,5762801,M/S GIRAND SINGH CONTRACTOR,22-Dec-2025 12:50 PM,Rejected-AOC,Complete,23-Jan-2026 11:42 AM,AOC,Executive Engineer,"BDLGC, Etawah",17-Dec-2025 11:00 AM,23-Dec-2025 03:00 PM,17-Dec-2025 11:00 AM,23-Dec-2025 02:00 PM,NA ,NA ,17-Dec-2025 11:00 AM,23-Dec-2025 02:00 PM,13-Jan-2026 11:45 AM,1,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,856.0,Nil,Nil,No,"1,13,000",No,fixed,,Nil,Nil,Auction of Silt/soil work from Km 94.350 (Jugaramau Siphon) to Km 97.000 (Railway Line Crossing) of Bhognipur Branch,Auction of Silt/soil work from Km 94.350 (Jugaramau Siphon) to Km 97.000 (Railway Line Crossing) of Bhognipur Branch,Please refer Tender documents. ,NA ,"7,53,000",Civil Works - Canal,NA ,Tender,90.0,45.0,Etawah,206001.0,NA ,NA ,NA ,Etawah,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||BDLGC, etawah",07/EE/2025-26,2025_UPIDC_1090998_138,Yes,Auction,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5762916,RAKSHAPAL SINGH,22-Dec-2025 01:07 PM,Accepted-AOC,Complete,23-Jan-2026 11:42 AM,AOC,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
