Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,2025_SCIDC_1092203_1,30/EE/PYG/B.Wall/E-Ten/25-26,Construction of Boundary wall and gate at rajkiya Balika Inter college Nari Bari Prayagraj,1.0,5702146.0,M/s SHREE ENTERPRISES,INR,"2,719,157.1",1,5702146,M/s SHREE ENTERPRISES,25-Nov-2025 01:45 PM,Accepted-AOC,1st,02-Jan-2026 02:11 PM,02-Jan-2026,"INR 2,719,157.1",90.0,Surendra Katuyar,02-Jan-2026 02:11 PM,wo.pdf (185.00 KB),Work order Issue Letter No- 866 dt 16.12.2025,SS Katiyar,Internal,"Lalji Tiwari, Shaheer Ahmad",Surendra Katuyar,02-Jan-2026 02:06 PM,finsummary_2006653.pdf (211.66 KB),Technical,Summary,Lalji Tiwari,06-Dec-2025 04:43 PM,technical_2006653.pdf,SS Katiyar,Internal,Lal Ji Tiwari Shaheer Ahmad,Surendra Katuyar,06-Dec-2025 05:00 PM,06-Dec-2025 05:05 PM,techsummary_2006653.pdf (1760.77 KB),Finance,fs,Surendra Katuyar,02-Jan-2026 02:03 PM,finance_2006653.pdf,BOQ Comparative Chart,AOC,"61,000",No,fixed,,EE UPSCIDCO,PRAYAGRAJ,1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,30/EE/PYG/B.Wall/E-Ten/25-26,2025_SCIDC_1092203_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,652",EE UPSCIDCO,PRAYAGRAJ,No,19-Nov-2025 06:00 PM,25-Nov-2025 03:00 PM,19-Nov-2025 06:00 PM,25-Nov-2025 02:00 PM,NA ,NA ,19-Nov-2025 06:00 PM,25-Nov-2025 02:00 PM,06-Dec-2025 05:05 PM,Construction of Boundary wall and gate at rajkiya Balika Inter college Nari Bari Prayagraj,Construction of Boundary wall and gate at rajkiya Balika Inter college Nari Bari Prayagraj,Please refer Tender documents. ,NA ,"33,27,000",Civil Works,NA ,Tender,105.0,90.0,Prayagraj,211004.0,EE UPSCIDCO Prayagraj ,236/174/4 Triveni gas Godown Road new Mehdauri Teliyarganj Prayagraj. ,22-Nov-2025 12:00 PM ,EE UPSCIDCO Prayagraj,No ,No,EE UPSCIDCO Prayagraj,236/174/4 Triveni gas Godown Road new Mehdauri Teliyarganj Prayagraj.,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,2,5698560,M/S SHYAM ASSOCIATES,24-Nov-2025 05:29 PM,Rejected-AOC,2nd,02-Jan-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,3,5699870,S.K. TRADERS,25-Nov-2025 12:45 PM,Rejected-AOC,3rd,02-Jan-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
