Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
766.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE||EE MORADABAD,952/RED/NIT/2025-26 Dated 29.10.2025,2025_REDUP_1095177_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED MBD,"Vikas Bhavan Kanth Road, Moradabad.","26,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"Construction of C.C. tiles and drain from the house of Mr. Suresh Kashyap to the house of Mr. Atul Johri In Ward No. 1, Mohalla Shahpur Tigri (MLA Fund).","Construction of C.C. tiles and drain from the house of Mr. Suresh Kashyap to the house of Mr. Atul Johri In Ward No. 1, Mohalla Shahpur Tigri (MLA Fund).",Please refer Tender documents. ,NA ,"12,68,000",Civil Works,NA ,Tender,90.0,90.0,Moradabad,244001.0,NA ,NA ,NA ,Vikas Bhavan Moradabad,No ,No,18-May-2026 02:00 PM,22-Dec-2025 12:30 PM,02-Dec-2025 04:00 PM,22-Dec-2025 12:00 PM,NA ,NA ,18-May-2026 02:00 PM,30-May-2026 12:00 PM,26-Dec-2025 12:30 PM,1,Fee/PreQual/Technical,.pdf,Technical Document,1.0,Date,Date,,AOC,Finance,Bid Opening Summary,Rampal Rampal,26-Dec-2025 01:29 PM,finance_2014382.pdf,BOQ Comparative Chart,Rampal,Internal,DAO RED MBD and AE RED MBD,Rampal Rampal,23-Dec-2025 06:45 PM,26-Dec-2025 12:30 PM,techsummary_2014382.pdf (279.88 KB),Technical,Bid Opening Summary,Rampal Rampal,23-Dec-2025 01:36 PM,,EXECUTIVE ENGINEER,Internal,DAO RED MBD AND AE RED MBD,Sahab Lal Sonkar,08-Jan-2026 03:03 PM,finsummary_2014382.pdf (311.93 KB),17-Jan-2026,"INR 1,074,504.93",90.0,Sahab Lal Sonkar,21-Jan-2026 04:24 PM,AOCMLANAGAR.pdf (427.00 KB),AWARD OF CONTRACT,1,5756901,MAHESH CONSTRUCTIONS,20-Dec-2025 11:06 PM,Accepted-AOC,L1,21-Jan-2026 04:24 PM,1.0,5756901.0,MAHESH CONSTRUCTIONS,INR,"1,074,504.93",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE||EE MORADABAD,2025_REDUP_1095177_3,952/RED/NIT/2025-26 Dated 29.10.2025,"Construction of C.C. tiles and drain from the house of Mr. Suresh Kashyap to the house of Mr. Atul Johri In Ward No. 1, Mohalla Shahpur Tigri (MLA Fund).",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5756828,NANDI ENTERPRISES,20-Dec-2025 10:00 PM,Rejected-Finance,L2,08-Jan-2026 03:03 PM,,,,,,,,,,AOC
